recording_name,subject_id,dataset_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,mean_aoi_switches,n_trials_mean_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred,data_split
1553_1943_frank_tablet_2016_36,1553,frank_tablet_2016,36,0.8250211732890996,0.21818885087969997,16,NA,NA,NA,1.4375,0.8139410298049853,16,1,0,8,0.8571428571428571,0.3779644730092272,7,610.8333333333334,325.73634532650277,6,0.5625,16,544.6614583333334,227.3131721036103,16,597.3958333333334,203.84541051710949,16,597.3958333333334,203.84541051710949,11,all
1554_1944_frank_tablet_2016_38,1554,frank_tablet_2016,38,0.5136677253043264,0.20560944312190457,12,NA,NA,NA,1.25,0.45226701686664544,12,0.5,0.5477225575051661,6,0.5,0.5773502691896257,4,1227.5,229.80970388562795,2,1.1666666666666667,12,317.0138888888889,137.07416075664315,12,426.8518518518519,111.1631822431319,9,359.7222222222223,155.57133758324855,13,all
1555_1945_frank_tablet_2016_38,1555,frank_tablet_2016,38,0.6471395824322524,0.16759717670056812,16,NA,NA,NA,1.875,0.6191391873668903,16,0.625,0.5175491695067657,8,1,0,8,474.375,354.2944447369004,8,1.75,16,280.5555555555556,143.02993298046064,16,378.84615384615387,133.40342708856605,13,336.9791666666667,151.47328177798417,13,all
1556_1946_frank_tablet_2016_38,1556,frank_tablet_2016,38,0.6861044232315023,0.29234194308979655,13,NA,NA,NA,1.5833333333333333,0.6685579234215214,12,1,0,5,1,0,3,423.3333333333333,226.84429314693665,3,1.0769230769230769,13,333.91203703703707,200.00215551354341,12,443.1818181818182,198.28494444087073,11,414.58333333333337,213.44117184457136,13,all
1560_1950_frank_tablet_2016_43,1560,frank_tablet_2016,43,0.6976607639420508,0.2128867373452719,13,NA,NA,NA,2.1,0.7378647873726218,10,0.25,0.4629100498862757,8,1,0,2,290,70.71067811865476,2,1.3333333333333333,12,162.91666666666669,93.44755741941209,10,350,160.29486718059457,4,210.83333333333334,152.70452789457875,18,all
1561_1951_frank_tablet_2016_44,1561,frank_tablet_2016,44,0.8028081350896857,0.19066229691504513,14,NA,NA,NA,1.4285714285714286,0.646206172658864,14,0.6666666666666666,0.5163977794943222,6,1,0,7,797.1428571428571,380.7104886793588,7,0.8571428571428571,14,405.1587301587302,215.9329213502653,14,463.19444444444446,197.12127520398994,12,435.7142857142857,203.82109874358025,19,all
1563_1953_frank_tablet_2016_46,1563,frank_tablet_2016,46,0.7160326908517922,0.20592119165720496,15,NA,NA,NA,2,0.8451542547285166,15,0.3,0.48304589153964794,10,1,0,4,371.25,207.5401567568712,4,1.4666666666666666,15,328.14814814814815,174.4783629782222,15,402.77777777777783,149.79041795845725,15,409.44444444444446,142.98638333808512,21,all
1564_1954_frank_tablet_2016_47,1564,frank_tablet_2016,47,0.6672355146819157,0.21321096213894533,16,NA,NA,NA,1.625,0.6191391873668903,16,0.3333333333333333,0.5,9,0.8571428571428571,0.3779644730092272,7,377.5,166.39561292293737,6,1.875,16,337.5868055555556,159.9410487704458,16,411.11111111111114,174.13808909619422,15,401.5625,172.99696930550226,22,all
1566_1956_frank_tablet_2016_51,1566,frank_tablet_2016,51,0.8951077544606989,0.15416619136424922,13,NA,NA,NA,1.3076923076923077,0.6304251719561152,13,0.8571428571428571,0.3779644730092272,7,1,0,3,398.3333333333333,80.36375634160795,3,0.7692307692307693,13,530.3418803418804,286.3901272076489,13,588.1944444444445,234.66767640680374,12,548.7179487179487,265.9679682103845,26,all
1567_1957_frank_tablet_2016_51,1567,frank_tablet_2016,51,0.7862151477320016,0.2202137568441954,8,NA,NA,NA,2.25,1.164964745021435,8,0.5,0.5773502691896257,4,1,0,2,477.5,477.29707730091957,2,1.625,8,141.40625,52.510729854857004,8,262.5,88.38834764831844,2,190.625,96.09823636126748,26,all
1568_1958_frank_tablet_2016_53,1568,frank_tablet_2016,53,0.8000521135639671,0.1677112550230127,16,NA,NA,NA,1.3125,0.6020797289396148,16,0.7142857142857143,0.4879500364742666,7,1,0,8,471.25,359.25269657999786,8,0.875,16,549.4791666666667,204.47468262191617,16,593.2291666666667,181.15418923606978,16,593.2291666666667,181.15418923606978,28,all
1569_1959_frank_tablet_2016_54,1569,frank_tablet_2016,54,0.6113445808652029,0.27976396711214924,16,NA,NA,NA,1.4375,0.51234753829798,16,0.25,0.4629100498862757,8,0.8,0.44721359549995793,5,583.75,306.44126680328156,4,1.4375,16,326.0416666666667,139.54705166942665,16,368.33333333333337,130.48292474800544,15,365.625,145.80158384548454,29,all
1570_1960_frank_tablet_2016_56,1570,frank_tablet_2016,56,0.8197118836104647,0.15457052350695408,13,NA,NA,NA,2.3846153846153846,1.192927878405448,13,0.6666666666666666,0.5163977794943222,6,1,0,5,355,384.3013140752969,5,1,13,211.05769230769232,108.947563356928,13,319.1666666666667,95.18095177212147,10,276.28205128205127,116.26150649177868,31,all
1571_1961_frank_tablet_2016_58,1571,frank_tablet_2016,58,0.8435358807826361,0.15883822149821414,13,NA,NA,NA,2.3846153846153846,0.869718492622904,13,0.8,0.44721359549995793,5,1,0,7,354.2857142857143,190.3161530066171,7,1.1538461538461537,13,304.3269230769231,223.2150409248745,13,437.03703703703707,223.9214547586599,9,376.2820512820513,223.2401897871043,33,all
1572_1962_frank_tablet_2016_59,1572,frank_tablet_2016,59,0.8003999509211555,0.16449832720167987,15,NA,NA,NA,1.4666666666666666,0.6399404734221844,15,0.3333333333333333,0.5163977794943222,6,1,0,6,515,217.3706511928416,6,1.1333333333333333,15,515.1851851851852,251.43901689695457,15,567.2619047619048,208.89576096689697,14,541.6666666666667,224.38186696393768,34,all
1573_1963_frank_tablet_2016_60,1573,frank_tablet_2016,60,0.8280437950881122,0.17049836360478646,14,NA,NA,NA,2,0.9607689228305228,14,0.7142857142857143,0.4879500364742666,7,1,0,6,410.8333333333333,299.7568459045876,6,0.9285714285714286,14,351.4384920634921,235.85652191338738,14,383.33333333333337,219.03090429671573,13,418.45238095238096,211.50606089971464,35,all
1575_1965_frank_tablet_2016_12,1575,frank_tablet_2016,12,0.5144291018947504,0.20581543523436005,12,NA,NA,NA,1.3636363636363635,0.504524979109513,11,0.5,0.5477225575051661,6,0.6666666666666666,0.5163977794943222,6,721.25,573.5034873477231,4,1.1666666666666667,12,337.1212121212121,116.58411581603242,11,358.33333333333337,111.80339887498948,11,371.21212121212125,108.29253310950266,-13,all
1581_1971_frank_tablet_2016_17,1581,frank_tablet_2016,17,0.4467718251650213,0.351414281031121,5,NA,NA,NA,1.25,0.5,4,0,NA,1,0.3333333333333333,0.5773502691896257,3,415,NA,1,0.8,5,354.1666666666667,232.38896193586655,4,450,202.24435165852663,3,372.9166666666667,225.911220681111,-8,all
