recording_name,subject_id,dataset_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,mean_aoi_switches,n_trials_mean_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,age_months_centred,data_split
LearnMix36_S03_86508000_F1,86508000,LearnMix-36,43.2,70,70,30,NA,NA,16,NA,NA,NA,1.1666666666666667,0.3892494720807615,12,1,0,7,1,0,4,261,117.58684733704985,4,0.4166666666666667,12,2184.722222222222,563.0660264732282,12,2183.3333333333335,581.5774438820021,12,2277.777777777778,369.02364582564513,0.16666666666666669,0.1551458607093277,15,0.043440801704149476,0.1259887742084411,15,827.2,599.6607612404105,15,18.200000000000003,all
LearnMix36_S05_96120000_F1,96120000,LearnMix-36,46,60,60,40,NA,NA,13,NA,NA,NA,1.5,0.7071067811865476,10,0.5,0.5477225575051661,6,1,0,3,375,325.7499040675223,3,1.4,10,1128.3333333333335,674.218798057664,10,1078.3333333333335,695.26840007881,10,1228.3333333333335,674.4476478049498,0.10230769230769231,0.08313180760633944,13,-0.010700568767152965,0.08916248181022177,13,915.9230769230769,523.5440862586553,13,21,all
LearnMix36_S06_93168000_F1,93168000,LearnMix-36,44.333333333333336,50,50,50,NA,NA,14,NA,NA,NA,1.1666666666666667,0.3892494720807615,12,1,0,6,1,0,6,277.8333333333333,268.39479627344986,6,0.5833333333333334,12,1794.4444444444446,744.1720819421323,12,1709.7222222222224,871.329482652841,12,1879.1666666666667,672.70466451227,0.18892857142857136,0.12024300029889107,14,0.06801651236505557,0.09956033614378892,14,747.1428571428571,309.33373989489513,14,19.333333333333336,all
LearnMix36_S26_83640000_F1,83640000,LearnMix-36,44,60,60,40,NA,NA,15,NA,NA,NA,1.1818181818181819,0.40451991747794525,11,1,0,5,1,0,6,302.6666666666667,91.39730120012662,6,0.5454545454545454,11,1786.3636363636365,616.883663704474,11,1766.6666666666667,656.632824847088,11,1900,505.140244552606,0.1773333333333334,0.14119220267152896,15,0.029459085358540686,0.15637184255673137,15,616.2,387.87188606548943,15,19,all
LearnMix36_S29_98280000_F1,98280000,LearnMix-36,40.43333333333333,80,80,20,NA,NA,8,NA,NA,NA,1.1666666666666667,0.408248290463863,6,1,0,3,1,0,3,247.33333333333334,141.5850745429522,3,0.6666666666666666,6,2094.4444444444443,707.6303701373625,6,2047.2222222222224,814.0718414015822,6,2141.666666666667,604.5889328938943,0.10375000000000006,0.09311091696005819,8,0.02826327530927253,0.0998451492820299,8,930.625,506.3256821736099,8,15.43333333333333,all
LearnMix36_S01_88272000_E1,88272000,LearnMix-36,46,35,65,35,NA,NA,15,NA,NA,NA,1,0,10,0.8,0.44721359549995793,5,0.8333333333333334,0.408248290463863,6,479,415.80283789315337,5,0.5833333333333334,12,2040,678.1965919141371,10,2040,678.1965919141371,10,2040,678.1965919141371,0.0373333333333334,0.12001289613243755,15,-0.057094296105940176,0.08952916340973235,15,498.53333333333336,401.58078117549877,15,21,all
LearnMix36_S04_82812000_E1,82812000,LearnMix-36,39,30,70,30,NA,NA,16,NA,NA,NA,1.0833333333333333,0.28867513459481287,12,1,0,5,1,0,7,564.5714285714286,405.47867068558907,7,0.75,12,2031.25,649.223749775628,12,2055.5555555555557,592.0062334734157,12,2055.5555555555557,592.0062334734157,0.09249999999999997,0.09345230512584124,16,0.0341169681013431,0.07719866580480324,16,900.25,376.0614311518798,16,14,all
LearnMix36_S21_503484000_E1,503484000,LearnMix-36,37,50,50,50,NA,NA,13,NA,NA,NA,1.8181818181818181,0.7507571935295483,11,1,0,5,1,0,5,129.2,121.8183073269367,5,0.36363636363636365,11,1230.050505050505,843.4669215869985,11,1380.3030303030305,833.1939277335867,11,1490.909090909091,701.4415171774494,0.2329166666666667,0.15696638802526158,12,0.06436932630682624,0.07565606782229771,12,738.25,420.69641937236315,12,12,all
LearnMix36_S25_93468000_E1,93468000,LearnMix-36,37,10,90,10,NA,NA,13,NA,NA,NA,1.7272727272727273,0.6466697906828632,11,0.75,0.5,4,1,0,4,269.25,119.05565925230098,4,1,12,1240.4040404040404,546.4268947358692,11,1277.2727272727273,631.1485442021433,11,1460.6060606060607,408.334879403381,0.2724999999999999,0.21292871192874938,12,0.11207889852492352,0.1716080696187634,12,989.4166666666666,286.6614913204433,12,12,all
LearnMix36_S27_93396000_E1,93396000,LearnMix-36,43,70,30,70,NA,NA,10,NA,NA,NA,1.6666666666666667,0.8660254037844386,9,0.5,0.5477225575051661,6,1,0,3,103.33333333333333,57.735026918962575,3,0.5555555555555556,9,1291.0493827160494,520.4679788513431,9,1409.2592592592594,444.4965247263775,9,1409.2592592592594,444.4965247263775,0.0935,0.18046313874152922,10,0.006385071720805069,0.11366359743985965,10,892.4,488.09520929152063,10,18,all
