recording_name,subject_id,dataset_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred,data_split
454_swingley_aslin_2002_15,454,swingley_aslin_2002,15,0.44874847374847376,0.11085505572988696,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,4,3,1361.1111111111113,697.681345070412,3,1288.888888888889,814.680123547705,3,1433.3333333333335,584.0471822645078,-10,target
455_swingley_aslin_2002_14,455,swingley_aslin_2002,14,0.6935893225244855,0.2134226599331525,6,NA,NA,NA,1.5,0.5477225575051661,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,8,6,1675,764.471494999432,6,1566.6666666666667,854.7904226573124,6,1816.6666666666667,765.2886165798278,-11,target
456_swingley_aslin_2002_15,456,swingley_aslin_2002,15,0.580715394988109,0.2585528679038396,6,NA,NA,NA,1.5,0.5477225575051661,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,10,6,1233.3333333333335,653.1972647421808,6,1005.5555555555555,732.5500867719761,6,1522.2222222222222,762.0634755325443,-10,target
457_swingley_aslin_2002_14,457,swingley_aslin_2002,14,0.657671981919348,0.15344713878551705,4,NA,NA,NA,2,0,4,0,0,4,NA,NA,NA,NA,NA,NA,8,4,1054.1666666666667,307.7321466374192,4,800.0000000000001,258.19888974716116,4,1408.3333333333335,428.06628077990536,-11,target
458_swingley_aslin_2002_15,458,swingley_aslin_2002,15,0.6885923600209314,0.3210551919682048,7,NA,NA,NA,1,0,6,0.7142857142857143,0.4879500364742666,7,NA,NA,NA,NA,NA,NA,4,7,2761.1111111111113,602.7406542587752,6,2761.1111111111113,602.7406542587752,6,2761.1111111111113,602.7406542587752,-10,target
459_swingley_aslin_2002_15,459,swingley_aslin_2002,15,0.6228491781216956,0.043297800597503724,2,NA,NA,NA,2,0,2,0,0,2,NA,NA,NA,NA,NA,NA,4,2,1058.3333333333335,58.925565098878906,2,1216.6666666666667,23.57022603955169,2,1216.6666666666667,23.57022603955169,-10,target
460_swingley_aslin_2002_15,460,swingley_aslin_2002,15,0.6822128851540616,0.10279787659266611,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,3,2,1708.3333333333335,601.0407640085654,2,1650,683.536555146996,2,1766.6666666666667,518.544972870135,-10,target
461_swingley_aslin_2002_14,461,swingley_aslin_2002,14,0.7893122297462675,0.22240554070071183,6,NA,NA,NA,1.1666666666666667,0.408248290463863,6,0.6666666666666666,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,5,6,2333.3333333333335,833.9997335464536,6,2305.5555555555557,873.1594398547195,6,2361.1111111111113,798.7258371700286,-11,target
462_swingley_aslin_2002_14,462,swingley_aslin_2002,14,0.8508930794124969,0.11823484948866474,6,NA,NA,NA,1.5,0.5477225575051661,6,0.5,0.5477225575051661,6,NA,NA,NA,NA,NA,NA,7,6,2250,1075.3294068950843,6,2172.222222222222,1155.742506244683,6,2327.777777777778,1002.9770500679281,-11,target
463_swingley_aslin_2002_15,463,swingley_aslin_2002,15,0.6782178217821783,0.24393435633178057,4,NA,NA,NA,1.25,0.5,4,0.25,0.5,4,NA,NA,NA,NA,NA,NA,4,4,2016.6666666666667,1032.2575044801347,4,2133.3333333333335,936.1069897700243,4,2133.3333333333335,936.1069897700243,-10,target
464_swingley_aslin_2002_15,464,swingley_aslin_2002,15,0.6756636500754147,0.3182992606835321,5,NA,NA,NA,1.4,0.5477225575051661,5,0.4,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,6,5,2003.3333333333335,1414.0367746278737,5,1973.3333333333335,1449.7892567159163,5,2033.3333333333335,1379.8148023879469,-10,target
465_swingley_aslin_2002_15,465,swingley_aslin_2002,15,0.6560992637725311,0.30295923681489917,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0,0,3,NA,NA,NA,NA,NA,NA,3,3,1711.111111111111,890.9005015733821,3,866.6666666666666,493.28828623162474,3,1744.4444444444446,869.4400070884282,-10,target
466_swingley_aslin_2002_15,466,swingley_aslin_2002,15,0.7729351934948736,0.15705254216518855,4,NA,NA,NA,1.25,0.5,4,1,0,4,NA,NA,NA,NA,NA,NA,4,4,2345.8333333333335,935.2534811878938,4,2533.3333333333335,683.6720027962293,4,2533.3333333333335,683.6720027962293,-10,target
467_swingley_aslin_2002_14,467,swingley_aslin_2002,14,0.3717023656036118,0.4128389520190035,6,NA,NA,NA,1,0,4,0.3333333333333333,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,4,6,1758.3333333333335,1573.478100684383,4,1716.6666666666667,1621.7274740226856,4,1758.3333333333335,1573.478100684383,-11,target
468_swingley_aslin_2002_14,468,swingley_aslin_2002,14,0.5908414134884723,0.23826433403720626,5,NA,NA,NA,1.2,0.44721359549995793,5,0.6,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,5,5,1576.6666666666667,652.516496172915,5,1526.6666666666667,721.6493454426311,5,1626.6666666666667,596.4711038916955,-11,target
469_swingley_aslin_2002_14,469,swingley_aslin_2002,14,0.8584905660377359,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,3033.3333333333335,NA,1,3033.3333333333335,NA,1,3033.3333333333335,NA,-11,target
470_swingley_aslin_2002_14,470,swingley_aslin_2002,14,0.7129281436248883,0.1820629504539297,5,NA,NA,NA,1.4,0.5477225575051661,5,0.4,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,6,5,2083.3333333333335,1113.428139675939,5,2073.3333333333335,1187.5277774528993,5,2300,847.8731561317936,-11,target
471_swingley_aslin_2002_14,471,swingley_aslin_2002,14,0.6604371077964636,0.12907977441434185,7,NA,NA,NA,1.2857142857142858,0.4879500364742666,7,0.5714285714285714,0.5345224838248488,7,NA,NA,NA,NA,NA,NA,9,7,1866.6666666666667,648.5739342188739,7,1880.9523809523812,633.876124963657,7,1885.7142857142858,626.8253767278834,-11,target
472_swingley_aslin_2002_15,472,swingley_aslin_2002,15,0.6419902912621359,0.15274879496505517,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,3,2,1608.3333333333335,978.1643806413907,2,1483.3333333333335,1154.9410759380276,2,1733.3333333333335,801.3876853447538,-10,target
473_swingley_aslin_2002_15,473,swingley_aslin_2002,15,0.5813507798043881,0.22255380531625554,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,0,0,3,NA,NA,NA,NA,NA,NA,5,3,1122.2222222222222,211.0379990358064,3,1188.888888888889,267.3602092336881,3,1311.1111111111113,328.85885748774984,-10,target
474_swingley_aslin_2002_14,474,swingley_aslin_2002,14,0.7404656764351666,0.324099444484495,4,NA,NA,NA,1,0,4,0.75,0.5,4,NA,NA,NA,NA,NA,NA,2,4,2583.3333333333335,1201.3880860626732,4,2583.3333333333335,1201.3880860626732,4,2583.3333333333335,1201.3880860626732,-11,target
475_swingley_aslin_2002_15,475,swingley_aslin_2002,15,0.6088510528116468,0.16325825934868293,5,NA,NA,NA,1.4,0.5477225575051661,5,0.6,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,7,5,1723.3333333333335,989.0792575814022,5,1626.6666666666667,1115.6462999834073,5,1820.0000000000002,864.291617453276,-10,target
476_swingley_aslin_2002_15,476,swingley_aslin_2002,15,0.5261820476372715,0.18572652909019613,6,NA,NA,NA,1.1666666666666667,0.408248290463863,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,7,6,1300,365.1483716701108,6,1222.2222222222224,448.0410034145768,6,1377.7777777777778,372.1807605432051,-10,target
477_swingley_aslin_2002_15,477,swingley_aslin_2002,15,0.7325290206831072,0.24920752574050337,6,NA,NA,NA,1.3333333333333333,0.5163977794943222,6,0.5,0.5477225575051661,6,NA,NA,NA,NA,NA,NA,7,6,1944.4444444444446,1077.0157672768598,6,1816.6666666666667,1258.3498895158075,6,2011.1111111111113,1010.7569587342101,-10,target
478_swingley_aslin_2002_15,478,swingley_aslin_2002,15,0.9399038461538461,0.12019230769230771,4,NA,NA,NA,1,0,4,1,0,4,NA,NA,NA,NA,NA,NA,1,4,3308.3333333333335,450,4,3308.3333333333335,450,4,3308.3333333333335,450,-10,target
479_swingley_aslin_2002_14,479,swingley_aslin_2002,14,0.5062960655479216,0.19239381261344682,6,NA,NA,NA,1.3333333333333333,0.5163977794943222,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,7,6,1441.6666666666667,769.6860831966931,6,1377.7777777777778,819.1232892324348,6,1516.6666666666667,741.3950813612582,-11,target
480_swingley_aslin_2002_14,480,swingley_aslin_2002,14,0.6121794871794872,0.36352427894250833,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,1694.4444444444446,1251.7025442409467,3,1844.4444444444446,1203.8518427361646,3,1844.4444444444446,1203.8518427361646,-11,target
481_swingley_aslin_2002_14,481,swingley_aslin_2002,14,0.7769433160841273,0.0652184773751993,4,NA,NA,NA,1.5,0.5773502691896257,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,6,4,1787.5,531.4855142446047,4,1666.6666666666667,754.7381198996309,4,2058.3333333333335,372.55374953997756,-11,target
482_swingley_aslin_2002_15,482,swingley_aslin_2002,15,0.6055871853691972,0.27793398182848866,5,NA,NA,NA,1.8,0.44721359549995793,5,0.2,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,9,5,1390,1233.3671166544227,5,1306.6666666666667,1279.40958605479,5,1493.3333333333335,1188.6967653695372,-10,target
483_swingley_aslin_2002_14,483,swingley_aslin_2002,14,0.6085922513142673,0.2700904324484165,4,NA,NA,NA,2,0,3,0,0,4,NA,NA,NA,NA,NA,NA,6,4,1266.6666666666667,125.83057392117917,3,666.6666666666667,280.2115602870776,4,1766.6666666666667,409.6068575814837,-11,target
484_swingley_aslin_2002_14,484,swingley_aslin_2002,14,0.6576370170709793,0.44737729464956805,4,NA,NA,NA,1,0,3,0.75,0.5,4,NA,NA,NA,NA,NA,NA,2,4,3088.888888888889,390.63101847215444,3,3088.888888888889,390.63101847215444,3,3088.888888888889,390.63101847215444,-11,target
485_swingley_aslin_2002_14,485,swingley_aslin_2002,14,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,3533.3333333333335,0,2,3533.3333333333335,0,2,3533.3333333333335,0,-11,target
486_swingley_aslin_2002_15,486,swingley_aslin_2002,15,0.4341612783727352,0.07998620957406376,4,NA,NA,NA,1.25,0.5,4,0,0,4,NA,NA,NA,NA,NA,NA,9,4,987.5,287.83193398617567,4,416.6666666666667,147.82371884055635,4,1033.3333333333335,265.2741419180738,-10,target
487_swingley_aslin_2002_14,487,swingley_aslin_2002,14,0.644148591036296,0.1795112759686191,6,NA,NA,NA,1.5,0.5477225575051661,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,7,6,1558.3333333333333,687.8913027829647,6,1183.3333333333335,943.221430347438,6,1744.4444444444446,609.0672893555875,-11,target
488_swingley_aslin_2002_14,488,swingley_aslin_2002,14,0.5472779948749315,0.328995455795395,7,NA,NA,NA,1.2857142857142858,0.4879500364742666,7,0.42857142857142855,0.5345224838248488,7,NA,NA,NA,NA,NA,NA,7,7,1573.8095238095239,1281.7760082985387,7,1571.4285714285716,1280.9759837325098,7,1642.857142857143,1241.9689096296947,-11,target
969_potter_remix_23,969,potter_remix,23,0.7835680751173709,0.3973950310834214,5,NA,NA,NA,1,0,4,0.8,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,1,5,2666.6666666666665,571.5476066494082,4,2275,1332.6039671760448,4,2666.6666666666665,571.5476066494082,-2,target
970_potter_remix_20,970,potter_remix,20,0.8792134831460674,0.24157303370786515,4,NA,NA,NA,1.25,0.5,4,0.75,0.5,4,NA,NA,NA,NA,NA,NA,2,4,2158.3333333333335,967.7675723406287,4,2241.666666666667,809.3779046851926,4,2241.666666666667,809.3779046851926,-5,target
971_potter_remix_22,971,potter_remix,22,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,2833.3333333333335,282.842712474619,2,2833.3333333333335,282.842712474619,2,2833.3333333333335,282.842712474619,-3,target
972_potter_remix_28,972,potter_remix,28,0.9578651685393258,0.05056179775280901,4,NA,NA,NA,1,0,4,1,0,4,NA,NA,NA,NA,NA,NA,0,4,3025,367.54944237829085,4,3025,367.54944237829085,4,3025,367.54944237829085,3,target
973_potter_remix_25,973,potter_remix,25,0.6417910447761194,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,1433.3333333333335,NA,1,1433.3333333333335,NA,1,1433.3333333333335,NA,0,target
974_potter_remix_27,974,potter_remix,27,0.4416610307372535,0.19363519740692461,5,NA,NA,NA,1.2,0.44721359549995793,5,0,0,5,NA,NA,NA,NA,NA,NA,6,5,970,435.3159771935783,5,980,422.6897995772629,5,980,422.6897995772629,2,target
975_potter_remix_19,975,potter_remix,19,0.9288389513108615,0.17430825884973927,6,0.5801886792452831,0.2551824305492874,4,1,0,6,0.8333333333333334,0.408248290463863,6,NA,NA,NA,NA,NA,NA,1,6,2550,599.9074002618145,6,2550,599.9074002618145,6,2550,599.9074002618145,-6,target
976_potter_remix_29,976,potter_remix,29,0.8938510572139303,0.12871315188750426,4,NA,NA,NA,1.5,0.5773502691896257,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,2,4,1595.8333333333335,320.98661562035164,4,1808.3333333333335,330.4037933599836,4,1808.3333333333335,330.4037933599836,4,target
977_potter_remix_25,977,potter_remix,25,0.8272011323909408,0.1310587290374182,4,0.3679245283018868,0.2001245607131738,2,1.25,0.5,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,3,4,1775,688.732061001847,4,1425,1056.6806869031316,4,1800,646.9300723559838,0,target
978_potter_remix_25,978,potter_remix,25,0.6973130126776068,0.279723042128122,5,0.31603773584905664,0.10714921407170326,4,1.4,0.5477225575051661,5,0.4,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,6,5,1743.3333333333335,998.1649830230139,5,1786.6666666666667,992.9193768322225,5,1793.3333333333335,985.8442518414807,0,target
979_potter_remix_18,979,potter_remix,18,0.5636428930546578,0.10052005209853349,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,0,0,3,NA,NA,NA,NA,NA,NA,5,3,1238.888888888889,318.1252956048979,3,1055.5555555555557,533.6804426010145,3,1444.4444444444446,359.52643749696523,-7,target
980_potter_remix_21,980,potter_remix,21,0.5177304964539007,0.47365321368344404,3,0.10377358490566035,0.08004982428526951,2,1,0,2,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,2250,1814.907405045472,2,2250,1814.907405045472,2,2250,1814.907405045472,-4,target
981_potter_remix_23,981,potter_remix,23,0.703125,0.4198446513295126,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,2116.666666666667,1343.5028842544405,2,2116.666666666667,1343.5028842544405,2,2116.666666666667,1343.5028842544405,-2,target
982_potter_remix_28,982,potter_remix,28,0.7005583308845137,0.2824024709415624,3,NA,NA,NA,1,0,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,1844.4444444444446,650.0712211693366,3,1844.4444444444446,650.0712211693366,3,1844.4444444444446,650.0712211693366,3,target
983_potter_remix_21,983,potter_remix,21,0.7916666666666666,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1900.0000000000002,NA,1,1900.0000000000002,NA,1,1900.0000000000002,NA,-4,target
984_potter_remix_26,984,potter_remix,26,0.5492217250571211,0.2778799981521897,4,-0.330188679245283,0.16009964857053902,2,1,0,4,0.25,0.5,4,NA,NA,NA,NA,NA,NA,4,4,1550,924.7622317034717,4,1458.3333333333335,1043.2765337751664,4,1550,924.7622317034717,1,target
985_potter_remix_19,985,potter_remix,19,0.7706093189964158,0.39731631428103276,3,NA,NA,NA,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,2533.3333333333335,1646.2077633154329,3,2533.3333333333335,1646.2077633154329,3,2533.3333333333335,1646.2077633154329,-6,target
986_potter_remix_18,986,potter_remix,18,0.7638888888888888,0.4722222222222222,4,0.7924528301886793,0.05336654952351301,2,1,0,3,0.75,0.5,4,NA,NA,NA,NA,NA,NA,0,4,2922.2222222222226,250.18511664883783,3,2922.2222222222226,250.18511664883783,3,2922.2222222222226,250.18511664883783,-7,target
987_potter_remix_20,987,potter_remix,20,0.6339393939393939,0.4158247140772967,3,NA,NA,NA,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,2000,1313.1810402394808,3,2000,1313.1810402394808,3,2000,1313.1810402394808,-5,target
988_potter_remix_19,988,potter_remix,19,0.9184782608695652,0.11528914910650227,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,1,2,3016.666666666667,636.3961030678928,2,3016.666666666667,636.3961030678928,2,3016.666666666667,636.3961030678928,-6,target
989_potter_remix_20,989,potter_remix,20,0.6636035726554449,0.19687737758560522,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,2,2,1666.666666666667,329.98316455372225,2,1666.666666666667,329.98316455372225,2,1666.666666666667,329.98316455372225,-5,target
990_potter_remix_18,990,potter_remix,18,1,0,2,NA,NA,NA,1.5,0.7071067811865476,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,2483.3333333333335,1437.7837884126468,2,2483.3333333333335,1437.7837884126468,2,2483.3333333333335,1437.7837884126468,-7,target
991_potter_remix_26,991,potter_remix,26,0.796875,0.24672331838181275,4,NA,NA,NA,1.25,0.5,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,3,4,2241.666666666667,1248.5176395615308,4,2258.3333333333335,1228.4814474246923,4,2258.3333333333335,1228.4814474246923,1,target
992_potter_remix_23,992,potter_remix,23,0.8722943722943723,0.13107307235673316,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,2466.666666666667,1273.2286169856186,3,2555.5555555555557,1123.6514551196883,3,2555.5555555555557,1123.6514551196883,-2,target
993_potter_remix_20,993,potter_remix,20,0.9698490960705214,0.04308141220780947,5,0.7712264150943396,0.12874852890524702,4,1,0,5,1,0,5,NA,NA,NA,NA,NA,NA,0,5,2793.3333333333335,425.17970057115576,5,2793.3333333333335,425.17970057115576,5,2793.3333333333335,425.17970057115576,-5,target
994_potter_remix_22,994,potter_remix,22,0.7525773195876289,0.4285486534191037,3,NA,NA,NA,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,2111.1111111111113,1109.721353079899,3,2111.1111111111113,1109.721353079899,3,2111.1111111111113,1109.721353079899,-3,target
995_potter_remix_28,995,potter_remix,28,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,2766.666666666667,94.28090415820644,2,2766.666666666667,94.28090415820644,2,2766.666666666667,94.28090415820644,3,target
997_potter_remix_27,997,potter_remix,27,0.8111111111111111,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,2433.3333333333335,NA,1,2433.3333333333335,NA,1,2433.3333333333335,NA,2,target
998_potter_remix_19,998,potter_remix,19,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,3216.666666666667,164.9915822768612,2,3216.666666666667,164.9915822768612,2,3216.666666666667,164.9915822768612,-6,target
999_potter_remix_29,999,potter_remix,29,0.8621359223300971,0.19030116875342318,5,NA,NA,NA,1.2,0.44721359549995793,5,1,0,5,NA,NA,NA,NA,NA,NA,2,5,2520,813.2923486941485,5,2493.3333333333335,857.4510028113689,5,2546.666666666667,771.2183723030578,4,target
1000_potter_remix_25,1000,potter_remix,25,0.7058823529411765,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,2033.3333333333335,NA,1,366.6666666666667,NA,1,2033.3333333333335,NA,0,target
1001_potter_remix_25,1001,potter_remix,25,0.596938775510204,0.570014650140176,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,2,2,2050,2003.4692133618848,2,2050,2003.4692133618848,2,2050,2003.4692133618848,0,target
1003_potter_remix_23,1003,potter_remix,23,1,0,3,NA,NA,NA,1,0,3,1,0,3,NA,NA,NA,NA,NA,NA,0,3,3111.1111111111113,216.88023662159048,3,3111.1111111111113,216.88023662159048,3,3111.1111111111113,216.88023662159048,-2,target
1004_potter_remix_21,1004,potter_remix,21,0.945663082437276,0.06079647611559531,3,NA,NA,NA,1,0,3,1,0,3,NA,NA,NA,NA,NA,NA,1,3,2988.888888888889,69.38886664887114,3,2988.888888888889,69.38886664887114,3,2988.888888888889,69.38886664887114,-4,target
1005_potter_remix_26,1005,potter_remix,26,0.8118811881188119,0.17904100316856558,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,2300,1123.9810200058243,3,2266.666666666667,1167.6186592091328,3,2333.3333333333335,1081.6653826391969,1,target
1006_potter_remix_19,1006,potter_remix,19,0.47275132275132276,0.20937394431894046,3,NA,NA,NA,1,0,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,1466.6666666666667,929.157324317757,3,1466.6666666666667,929.157324317757,3,1466.6666666666667,929.157324317757,-6,target
1007_potter_remix_18,1007,potter_remix,18,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,2166.666666666667,377.1236166328253,2,2166.666666666667,377.1236166328253,2,2166.666666666667,377.1236166328253,-7,target
1008_potter_remix_20,1008,potter_remix,20,0.9054054054054055,0.13377695860286032,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,1,2,2183.3333333333335,259.2724864350675,2,2183.3333333333335,259.2724864350675,2,2183.3333333333335,259.2724864350675,-5,target
1009_potter_remix_19,1009,potter_remix,19,0.7679328633799847,0.20237971128670157,4,0.4433962264150944,0.09339146166614784,2,1.5,0.5773502691896257,4,0.25,0.5,4,NA,NA,NA,NA,NA,NA,5,4,1708.3333333333335,929.9044156375547,4,1575,1042.9214664514222,4,1841.6666666666667,852.1758643048415,-6,target
1010_potter_remix_20,1010,potter_remix,20,0.6190476190476191,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,1300,NA,1,1300,NA,1,1300,NA,-5,target
1011_potter_remix_18,1011,potter_remix,18,1,0,3,NA,NA,NA,1,0,3,1,0,3,NA,NA,NA,NA,NA,NA,0,3,3011.1111111111113,315.0543750835073,3,3011.1111111111113,315.0543750835073,3,3011.1111111111113,315.0543750835073,-7,target
1012_potter_remix_26,1012,potter_remix,26,0.8044354838709677,0.2535197082196476,4,NA,NA,NA,1,0,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,2,4,2100,1012.8800155625177,4,2100,1012.8800155625177,4,2100,1012.8800155625177,1,target
1413_garrison_bergelson_2020_17,1413,garrison_bergelson_2020,17,0.6331236897274634,0.25582587261921047,9,0.2531446540880503,0.24975364627127675,6,1.3333333333333333,0.5,9,0.5555555555555556,0.5270462766947299,9,NA,NA,NA,NA,NA,NA,11,9,111.33333333333333,60.70625997374571,9,212,NA,1,120.66666666666667,57.56735185849702,-8,target
1414_garrison_bergelson_2020_16,1414,garrison_bergelson_2020,16,0.6068246837519075,0.16701710235230793,9,0.09669811320754718,0.14397743022894827,4,1.4444444444444444,0.5270462766947299,9,0.2222222222222222,0.44095855184409843,9,NA,NA,NA,NA,NA,NA,14,9,93.11111111111111,40.9678057883396,9,NA,NA,NA,99.77777777777777,38.65804501581067,-9,target
1415_garrison_bergelson_2020_15,1415,garrison_bergelson_2020,15,0.44167673575611116,0.2381716724943525,7,-0.21698113207547173,0.3540355424276007,4,1.7142857142857142,0.7559289460184544,7,0,0,7,NA,NA,NA,NA,NA,NA,12,7,50.857142857142854,18.90704076465142,7,NA,NA,NA,57.714285714285715,20.11396103634062,-10,target
1416_garrison_bergelson_2020_15,1416,garrison_bergelson_2020,15,0.6029549686149082,0.2821538924713524,8,0.0023584905660377353,0.12341014577312384,2,1.375,0.7440238091428449,8,0.25,0.4629100498862757,8,NA,NA,NA,NA,NA,NA,9,8,95.33333333333333,63.38193623793645,8,212,NA,1,97.5,62.516283593042495,-10,target
1417_garrison_bergelson_2020_17,1417,garrison_bergelson_2020,17,0.6871079276253367,0.24941182004876444,9,0.28144654088050314,0.39617774483949914,6,1.1111111111111112,0.3333333333333333,9,0.5555555555555556,0.5270462766947299,9,NA,NA,NA,NA,NA,NA,9,9,129.22222222222223,66.09420885708856,9,212,0,2,129.77777777777777,65.33333333333333,-8,target
1418_garrison_bergelson_2020_17,1418,garrison_bergelson_2020,17,0.5528816357784664,0.3037367095301617,9,-0.01294146105466859,0.13157574998217653,4,1.5,0.5345224838248488,8,0.2222222222222222,0.44095855184409843,9,NA,NA,NA,NA,NA,NA,10,9,87.25,46.02095795861459,8,NA,NA,NA,99.5,47.3980108081703,-8,target
1421_garrison_bergelson_2020_14,1421,garrison_bergelson_2020,14,0.5635652018151421,0.3027753900990637,8,0.28773584905660377,0.0880783872588737,4,1.25,0.4629100498862757,8,0.25,0.4629100498862757,8,NA,NA,NA,NA,NA,NA,8,8,90.25,54.515397562785616,8,212,NA,1,94.5,54.84263200936189,-11,target
1422_garrison_bergelson_2020_17,1422,garrison_bergelson_2020,17,0.6162826012679853,0.2879711223395464,7,0.2417452830188679,0.33768171362627036,4,1,0,7,0.5714285714285714,0.5345224838248488,7,NA,NA,NA,NA,NA,NA,6,7,125.14285714285714,65.70496828355415,7,212,0,2,125.14285714285714,65.70496828355415,-8,target
1423_garrison_bergelson_2020_12,1423,garrison_bergelson_2020,12,0.7581523709493924,0.14876204422875244,8,0.5934115840280825,0.03680196296848486,4,1.5,0.5345224838248488,8,0.375,0.5175491695067657,8,NA,NA,NA,NA,NA,NA,12,8,108.625,56.61382340029686,8,212,NA,1,117.75,51.05109485323783,-13,target
1424_garrison_bergelson_2020_12,1424,garrison_bergelson_2020,12,0.7209147434436085,0.20134738071696268,7,0.32647531112003214,0.16084467449095033,4,1.8571428571428572,0.6900655593423543,7,0.14285714285714285,0.3779644730092272,7,NA,NA,NA,NA,NA,NA,10,7,87.28571428571429,60.04363492692706,7,212,NA,1,98.28571428571429,58.758585998740884,-13,target
