recording_name,trial_number,subject_id,dataset_name,age_months,target_word,media_name,initial_look,samples_target,samples_distractor,prop_looking,prop_looking_diff,number_fixations,correct_shift,remain_on_target,latency_to_switch,total_aoi_switches,duration_of_look,first_look_dur,longest_look_by_trial,age_months_centred,data_split
145_pomper_saffran_2016_47,10,145,pomper_saffran_2016,47,white,white,target,79,0,1,0.5660377358490566,2,NA,1,NA,0,1316.6666666666667,2133.3333333333335,2133.3333333333335,22,target
145_pomper_saffran_2016_47,11,145,pomper_saffran_2016,47,green,green,target,75,5,0.9375,NA,2,NA,0,NA,0,1250,1166.6666666666667,1333.3333333333335,22,target
145_pomper_saffran_2016_47,13,145,pomper_saffran_2016,47,brown,brown,target,66,19,0.7764705882352941,0.6226415094339622,2,NA,0,NA,1,1100,1500,1500,22,target
146_pomper_saffran_2016_43,11,146,pomper_saffran_2016,43,green,green,target,67,11,0.8589743589743589,0.6320754716981132,1,NA,1,NA,0,2133.3333333333335,2133.3333333333335,2133.3333333333335,18,target
146_pomper_saffran_2016_43,12,146,pomper_saffran_2016,43,blue,blue,target,97,0,1,NA,1,NA,1,NA,0,3233.3333333333335,3233.3333333333335,3233.3333333333335,18,target
146_pomper_saffran_2016_43,13,146,pomper_saffran_2016,43,brown,brown,target,81,23,0.7788461538461539,NA,1,NA,1,NA,1,2700,2700,2700,18,target
146_pomper_saffran_2016_43,15,146,pomper_saffran_2016,43,red,red,target,84,0,1,0.6886792452830189,2,NA,1,NA,0,1400,1233.3333333333335,1566.6666666666667,18,target
147_pomper_saffran_2016_46,14,147,pomper_saffran_2016,46,blue,blue,target,106,0,1,NA,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,21,target
148_pomper_saffran_2016_44,1,148,pomper_saffran_2016,44,yellow,yellow,target,28,40,0.4117647058823529,NA,1,NA,0,NA,1,633.3333333333334,300,633.3333333333334,19,target
148_pomper_saffran_2016_44,4,148,pomper_saffran_2016,44,orange,orange,target,44,55,0.4444444444444444,NA,2,NA,0,NA,2,733.3333333333334,966.6666666666667,966.6666666666667,19,target
148_pomper_saffran_2016_44,6,148,pomper_saffran_2016,44,orange,orange,target,106,0,1,NA,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,19,target
148_pomper_saffran_2016_44,8,148,pomper_saffran_2016,44,yellow,yellow,target,106,0,1,NA,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,19,target
149_pomper_saffran_2016_44,10,149,pomper_saffran_2016,44,yellow,yellow,target,106,0,1,NA,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,19,target
149_pomper_saffran_2016_44,11,149,pomper_saffran_2016,44,green,green,target,106,0,1,1,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,19,target
149_pomper_saffran_2016_44,13,149,pomper_saffran_2016,44,white,white,target,69,27,0.71875,NA,1,NA,0,NA,1,2300,2300,2300,19,target
149_pomper_saffran_2016_44,16,149,pomper_saffran_2016,44,red,red,target,106,0,1,1,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,19,target
150_pomper_saffran_2016_43,11,150,pomper_saffran_2016,43,red,red,target,106,0,1,0.8018867924528301,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,18,target
150_pomper_saffran_2016_43,14,150,pomper_saffran_2016,43,blue,blue,target,106,0,1,NA,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,18,target
150_pomper_saffran_2016_43,15,150,pomper_saffran_2016,43,black,black,target,106,0,1,NA,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,18,target
150_pomper_saffran_2016_43,16,150,pomper_saffran_2016,43,green,green,target,76,21,0.7835051546391752,0.71698113207547165,2,NA,0,NA,2,1266.6666666666667,1500,1500,18,target
151_pomper_saffran_2016_45,1,151,pomper_saffran_2016,45,brown,brown,target,52,43,0.5473684210526316,NA,2,NA,0,NA,3,683.3333333333334,433.33333333333337,933.3333333333334,20,target
151_pomper_saffran_2016_45,3,151,pomper_saffran_2016,45,green,green,target,69,24,0.7419354838709677,0.2264150943396226,1,NA,0,NA,1,1933.3333333333335,366.6666666666667,1933.3333333333335,20,target
151_pomper_saffran_2016_45,4,151,pomper_saffran_2016,45,orange,orange,target,55,40,0.5789473684210527,NA,2,NA,0,NA,2,866.6666666666667,1000.0000000000001,1000.0000000000001,20,target
151_pomper_saffran_2016_45,6,151,pomper_saffran_2016,45,orange,orange,target,52,48,0.52,NA,2,NA,0,NA,2,866.6666666666667,433.33333333333337,1300,20,target
151_pomper_saffran_2016_45,8,151,pomper_saffran_2016,45,red,red,target,58,45,0.5631067961165048,0.32075471698113206,2,NA,0,NA,2,966.6666666666667,1366.6666666666667,1366.6666666666667,20,target
152_pomper_saffran_2016_46,4,152,pomper_saffran_2016,46,blue,blue,target,48,16,0.75,NA,1,NA,0,NA,1,1366.6666666666667,233.33333333333334,1366.6666666666667,21,target
152_pomper_saffran_2016_46,7,152,pomper_saffran_2016,46,red,red,target,31,72,0.30097087378640774,NA,1,NA,0,NA,2,766.6666666666667,266.6666666666667,766.6666666666667,21,target
153_pomper_saffran_2016_45,2,153,pomper_saffran_2016,45,white,white,target,106,0,1,0.4811320754716981,1,NA,1,NA,0,3533.3333333333335,3533.3333333333335,3533.3333333333335,20,target
153_pomper_saffran_2016_45,5,153,pomper_saffran_2016,45,brown,brown,target,45,55,0.45,0.42452830188679247,1,NA,0,NA,2,1500,1500,1500,20,target
