recording_name,subject_id,dataset_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,age_months_centred,data_split
Mix_14_S41,68436000,Mix-14,14.866666666666667,85,6,85,1,NA,1,NA,NA,NA,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,677.7777777777778,NA,1,716.6666666666667,NA,1,1100,NA,0.06999999999999984,NA,1,0.058499999999999996,NA,1,284,NA,1,-10.133333333333333,target
Mix_14_S43,68664000,Mix-14,14,48,52,48,1,0,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,1,0,3,NA,NA,NA,NA,NA,NA,0,3,1900.0000000000002,621.1548384528074,3,1700,967.3847907287635,3,2100,275.3785273643051,0.06166666666666668,0.12423096769056154,3,0.01963888888888891,0.08982549955536202,3,349.6666666666667,277.28925931837557,3,-11,target
Mix_20_S51,49872000,Mix-20,21.7,40,60,40,0.6304347826086957,0.5226441426161438,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1383.3333333333335,1107.8006238589246,2,1383.3333333333335,1107.8006238589246,2,1383.3333333333335,1107.8006238589246,-0.027500000000000302,0.25102290732122406,2,-0.2433416666666668,0.48296571666343135,2,324.5,153.4421715174808,2,-3.3000000000000007,target
Mix_14_S46,51576000,Mix-14,14,29,71,29,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2300,NA,1,2300,NA,1,2300,NA,0.0950000000000002,NA,1,-0.007500000000000284,NA,1,100,NA,1,-11,target
Mix_20_S54,68664000,Mix-20,20.3,47,53,47,0.781391304347826,0.07550670672148523,2,NA,NA,NA,2,1.4142135623730951,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,3,2,1019.4444444444446,703.1784101799556,2,1008.3333333333334,718.8918942063233,2,1033.3333333333335,683.536555146996,0.0024999999999999467,0.01767766952966331,2,-0.04804166666666676,0.011961889715072603,2,183.5,23.33452377915607,2,-4.699999999999999,target
Mix_14_S48,92556000,Mix-14,15.1,60,40,60,0.7150689223057645,0.13435498778404942,3,NA,NA,NA,2,1,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,5,3,887.962962962963,440.8214600842182,3,972.2222222222223,369.8097609031694,3,972.2222222222223,369.8097609031694,0.0300000000000001,0.18377975949489103,3,0.003648989898989985,0.11947047912287263,3,449.3333333333333,115.47005383792515,3,-9.9,target
Mix_20_S56,91668000,Mix-20,20.2,91.5,8.5,91.5,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2383.3333333333335,NA,1,2383.3333333333335,NA,1,2383.3333333333335,NA,-0.05500000000000016,NA,1,-0.11134259259259238,NA,1,167,NA,1,-4.800000000000001,target
Mix_20_S58,85728000,Mix-20,20.133333333333333,82,18,82,0.49504874687356437,0.09106377463803074,2,NA,NA,NA,1.5,0.7071067811865476,2,0,0,2,NA,NA,NA,NA,NA,NA,4,2,825,223.91714737574003,2,841.6666666666667,200.3469213361885,2,841.6666666666667,200.3469213361885,0.04249999999999954,0.03181980515339459,2,0.015166666666666773,0.024513035081133772,2,599,70.71067811865476,2,-4.866666666666667,target
Mix_20_S65,84744000,Mix-20,20.9,67,33,67,0.769688799011347,0.3658574712335544,3,0.34782608695652173,0,2,1,0,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,1666.6666666666667,768.8375063113865,3,1666.6666666666667,768.8375063113865,3,1666.6666666666667,768.8375063113865,0.14166666666666647,0.06525590650150624,3,0.07630555555555556,0.09022911936554348,3,538.6666666666666,133.36166365688953,3,-4.100000000000001,target
Mix_20_S01,4224000,Mix-20,22,39,61,39,0.875,0.1767766952966369,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,1,2,1883.3333333333335,612.8258770283414,2,1883.3333333333335,612.8258770283414,2,1883.3333333333335,612.8258770283414,-0.03499999999999992,0.1272792206135787,2,-0.060124999999999984,0.07890133166739895,2,416.5,330.2188668141177,2,-3,target
Mix_20_S02,5364000,Mix-20,20.533333333333335,64,36,64,0.6690647482014388,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1550,NA,1,1550,NA,1,1550,NA,-0.0600000000000005,NA,1,-0.09624999999999995,NA,1,183,NA,1,-4.466666666666665,target
Mix_20_S04,4824000,Mix-20,21.366666666666667,55,45,55,0.5970910261914986,0.19775779940982996,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,6,3,972.2222222222223,700.8097168698928,3,905.5555555555555,749.5060101555285,3,1038.888888888889,658.772708512945,0.17499999999999982,0.0998749217771907,3,0.08686111111111113,0.1159739055100726,3,560.6666666666666,91.66424239218549,3,-3.633333333333333,target
Mix_14_S01,19872000,Mix-14,14,60,40,60,0.5428571428571428,NA,1,NA,NA,NA,3,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,300,NA,1,250.00000000000003,NA,1,433.33333333333337,NA,-0.015000000000000124,NA,1,-0.12450000000000028,NA,1,683,NA,1,-11,target
Mix_14_S02,20520000,Mix-14,14,55,45,55,0.5764532494282154,0.2709626706824491,5,0.046188898094449066,0.24898126098117865,2,1.6,0.5477225575051661,5,0.4,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,6,5,886.6666666666667,756.8804764000428,5,976.6666666666667,707.7546655915924,5,976.6666666666667,707.7546655915924,0.008000000000000096,0.082583291288250385,5,-0.005916666666666614,0.09154032960637866,5,289.4,167.26266768170356,5,-11,target
Mix_20_S19,21636000,Mix-20,19.633333333333333,50,50,50,0.773972602739726,NA,1,NA,NA,NA,2,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,2,1,941.6666666666667,NA,1,200,NA,1,1683.3333333333335,NA,0.03500000000000014,NA,1,0.0034166666666664014,NA,1,84,NA,1,-5.366666666666667,target
Mix_20_S25,7548000,Mix-20,21.2,36,64,36,0.879658888348728,0.10743692237659708,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,1322.2222222222224,469.1402696343521,3,1283.3333333333335,525.1983752196244,3,1361.1111111111113,416.44438515355915,-0.008333333333333451,0.11557825631723882,3,-0.13968173110414486,0.2106909439980939,3,122,67.54998149518622,3,-3.8000000000000007,target
Mix_20_S32,34956000,Mix-20,21.633333333333333,38,62,38,0.4417619825708061,0.4171402972932361,4,-0.21932522947159516,0.033504687473736146,2,1.3333333333333333,0.5773502691896257,3,0.25,0.5,4,NA,NA,NA,NA,NA,NA,3,4,1233.3333333333335,1074.838489159082,3,1216.6666666666667,1097.0921160554892,3,1250,1052.9060314724725,-0.036250000000000115,0.07909646009778167,4,-0.07193749999999999,0.06736768152377595,4,378.75,236.3110591289935,4,-3.366666666666667,target
Mix_20_S37,20736000,Mix-20,20.533333333333335,56,43,56,0.296,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,583.3333333333334,NA,1,583.3333333333334,NA,1,583.3333333333334,NA,0.2549999999999999,NA,1,0.16762931034482786,NA,1,433,NA,1,-4.466666666666665,target
Mix_20_S39,34344000,Mix-20,21.466666666666665,18,74,18,0.3875,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,283.33333333333337,NA,1,283.33333333333337,NA,1,283.33333333333337,NA,0.04999999999999982,NA,1,0.036997126436781436,NA,1,683,NA,1,-3.533333333333335,target
Mix_20_S42,39912000,Mix-20,20.866666666666667,77.5,22.5,77.5,0.36137530193236717,0.27101438332582345,3,-0.23188405797101447,0.05123962182511213,2,1,0,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,777.7777777777778,569.193711737473,3,777.7777777777778,569.193711737473,3,777.7777777777778,569.193711737473,0.08999999999999986,0.07365459931328114,3,0.023055555555555756,0.07835714768030154,3,372.3333333333333,221.1251530996267,3,-4.133333333333333,target
Mix_20_S43,39540000,Mix-20,21,63,37,63,0.6590330788804071,0.303172946740081,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,4,3,1197.2222222222224,768.5815458314055,3,1222.2222222222224,740.5578477917347,3,1222.2222222222224,740.5578477917347,0.036666666666666625,0.0992891400573765,3,0.019750000000000156,0.0662308148321712,3,272,107.01401777337396,3,-4,target
Mix_14_S28,62748000,Mix-14,14.3,50,50,50,0.45146064549049625,0.02633947953903202,2,NA,NA,NA,2.5,0.7071067811865476,2,0,0,2,NA,NA,NA,NA,NA,NA,3,2,373.6111111111111,72.67486362195072,2,491.6666666666667,82.49579113843052,2,491.6666666666667,82.49579113843052,0.035000000000000364,0.07778174593052013,2,-0.013750000000000151,0.1496709353511524,2,167,24.041630560342615,2,-10.7,target
Mix_14_S29,64476000,Mix-14,14.3,50,50,50,0.677536231884058,0.45603263424349805,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1466.6666666666667,1107.8006238589244,2,1466.6666666666667,1107.8006238589244,2,1466.6666666666667,1107.8006238589244,0.0050000000000001155,0.028284271247461613,2,-0.018916666666666915,0.07954951288348679,2,383,353.5533905932738,2,-10.7,target
Mix_14_S33,70656000,Mix-14,14.433333333333334,78,22,78,0.456482933953589,0.43290066259908827,2,NA,NA,NA,1.5,0.7071067811865476,2,0,0,2,NA,NA,NA,NA,NA,NA,3,2,541.6666666666667,483.1896338108076,2,416.6666666666667,306.4129385141706,2,666.6666666666667,659.9663291074445,-0.07999999999999985,0.134350288425444,2,-0.11962370600414096,0.01761691397807135,2,433,282.842712474619,2,-10.566666666666666,target
Mix_14_S37,64308000,Mix-14,15,66,34,66,0.7,0.4242640687119285,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,837.5,218.0245908658522,2,983.3333333333335,424.2640687119286,2,983.3333333333335,424.2640687119286,0.03249999999999997,0.017677669529663625,2,0.022125000000000172,0.047435079904597444,2,200,164.04877323527901,2,-10,target
Mix_20_S63,84924000,Mix-20,20.366666666666667,30.73,69.28,30.73,0.7604580921218222,0.25618160101684273,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,2,2,1425,1025.304832720494,2,1241.6666666666667,1284.5773191555613,2,1608.3333333333335,766.0323462854265,0.10999999999999988,0.0919238815542511,2,0.13166666666666682,0.1288112853061492,2,333,46.66904755831214,2,-4.633333333333333,target
Mix_20_S05,4908000,Mix-20,19.166666666666668,26,74,26,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2283.3333333333335,NA,1,2283.3333333333335,NA,1,2283.3333333333335,NA,0.19999999999999973,NA,1,0.18591666666666695,NA,1,400,NA,1,-5.833333333333332,target
Mix_14_S04,17136000,Mix-14,14,56,44,56,0.36874500399680255,0.012774271186903262,2,-0.26072572598855226,0.010322726732650316,2,2,1.4142135623730951,2,0,0,2,NA,NA,NA,NA,NA,NA,6,2,533.3333333333334,353.5533905932738,2,550,329.9831645537222,2,550,329.9831645537222,0.1499999999999999,0.014142135623731277,2,0.08204166666666635,0.03270368862987791,2,358.5,294.8635277547903,2,-11,target
Mix_20_S18,21960000,Mix-20,19.366666666666667,68.5,31.5,68.5,0.08661417322834646,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.14000000000000012,NA,1,0.10774999999999979,NA,1,616,NA,1,-5.633333333333333,target
Mix_20_S21,4188000,Mix-20,20.8,52,48,52,0.9492753623188406,0.071735470555157,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,2,2,1675.0000000000002,907.4537025227361,2,1325.0000000000002,1402.4284493533194,2,2025.0000000000002,412.4789556921528,0.13000000000000012,0.16970562748477125,2,0.06600000000000006,0.10512320813640011,2,416.5,235.46655813512032,2,-4.199999999999999,target
Mix_20_S34,15792000,Mix-20,21.6,68,68,32,0.6969550065666037,0.31283175207532243,5,0.30713571785535804,0.09981931512076224,4,1.4,0.5477225575051661,5,0.2,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,7,5,1188.3333333333335,667.905099712693,5,986.6666666666667,790.6923829432308,5,1390,654.7476188917716,0.006000000000000139,0.03416869912653964,5,-0.08561666666666659,0.1042224950393254,5,266.4,264.01855995365173,5,-3.3999999999999986,target
Mix_20_S38,25368000,Mix-20,20.9,74,74,26,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2316.666666666667,NA,1,2316.666666666667,NA,1,2316.666666666667,NA,0.03000000000000025,NA,1,-6.666666666665932e-4,NA,1,583,NA,1,-4.100000000000001,target
Mix_14_S26,56064000,Mix-14,15.1,33,33,61,0.5507246376811594,0.6353713106313905,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1241.6666666666667,1473.139127471974,2,1241.6666666666667,1473.139127471974,2,1241.6666666666667,1473.139127471974,0.16000000000000014,0.2050609665440988,2,0.1449999999999998,0.14047854719572736,2,258,200.8183258569795,2,-9.9,target
Mix_14_S31,62136000,Mix-14,15.033333333333333,82,82,18,0.19402985074626866,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,433.33333333333337,NA,1,433.33333333333337,NA,1,433.33333333333337,NA,-0.010000000000000231,NA,1,-0.05366666666666653,NA,1,550,NA,1,-9.966666666666667,target
Mix_14_S35,72036000,Mix-14,15,42,42,58,0.8198529411764706,0.25476641380985904,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1883.3333333333335,612.8258770283414,2,1883.3333333333335,612.8258770283414,2,1883.3333333333335,612.8258770283414,0.10250000000000004,0.010606601717797986,2,0.05020114942528764,0.026821291700179207,2,516,117.37972567696688,2,-10,target
Mix_14_S40,49344000,Mix-14,15.233333333333333,40,40,60,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,2108.3333333333335,247.48737341529164,2,2108.3333333333335,247.48737341529164,2,2108.3333333333335,247.48737341529164,0.04249999999999998,0.11667261889578037,2,-0.06895833333333345,0.15279399030139304,2,366.5,423.556961930742,2,-9.766666666666667,target
Mix_14_S45,73956000,Mix-14,14,41,41,59,1,0,2,NA,NA,NA,1,0,2,1,0,2,NA,NA,NA,NA,NA,NA,0,2,2308.3333333333335,11.785113019776007,2,2308.3333333333335,11.785113019776007,2,2308.3333333333335,11.785113019776007,0.050000000000000044,0.03535533905932756,2,0.016416666666666524,0.043133513652379045,2,350,329.51176003293114,2,-11,target
Mix_14_S47,67584000,Mix-14,14.333333333333334,26,26,74,0.291477346439422,0.3136381503823101,3,NA,NA,NA,1,0,2,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,866.6666666666667,777.8174593052023,2,866.6666666666667,777.8174593052023,2,866.6666666666667,777.8174593052023,0.011666666666666714,0.17960605038064084,3,-0.13394444444444442,0.233332594244861,3,389,250.72494889819004,3,-10.666666666666666,target
Mix_20_S60,85212000,Mix-20,20.633333333333333,86.33,86.33,13.86,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2283.3333333333335,NA,1,2283.3333333333335,NA,1,2283.3333333333335,NA,0.10500000000000043,NA,1,0.025333333333333652,NA,1,666,NA,1,-4.366666666666667,target
Mix_20_S62,81996000,Mix-20,21.5,90.24,90.24,9.76,0.5298009767368587,0.15914822581345073,2,NA,NA,NA,1,0,2,0,0,2,NA,NA,NA,NA,NA,NA,3,2,1191.6666666666667,388.90872965260115,2,1191.6666666666667,388.90872965260115,2,1191.6666666666667,388.90872965260115,-0.08250000000000002,0.05303300858899119,2,-0.1313749999999998,0.03812484061897481,2,141.5,82.73149339882606,2,-3.5,target
Mix_20_S06,4272000,Mix-20,20.666666666666668,34,34,67,0.3007518796992481,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,633.3333333333334,NA,1,633.3333333333334,NA,1,633.3333333333334,NA,-0.05999999999999961,NA,1,-0.09633333333333338,NA,1,666,NA,1,-4.333333333333332,target
Mix_20_S07,2220000,Mix-20,21.066666666666666,45.5,45.5,54.5,0.7679012345679013,0.4020068541024061,3,0.3079710144927536,0.01537188654753363,2,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,1783.3333333333335,954.9578233851192,3,1783.3333333333335,954.9578233851192,3,1783.3333333333335,954.9578233851192,0.07500000000000002,0.17839562774911255,3,0.010382183908045869,0.16575501377661575,3,266.3333333333333,273.5074648585178,3,-3.9333333333333336,target
Mix_20_S16,1356000,Mix-20,21.333333333333332,36.5,36.5,63.5,0.6978782139151503,0.2139862968319307,4,0.3957564278303005,0.3075112306442553,4,1,0,4,0.25,0.5,4,NA,NA,NA,NA,NA,NA,3,4,1566.6666666666667,499.4441354590566,4,1566.6666666666667,499.4441354590566,4,1566.6666666666667,499.4441354590566,0.05875000000000019,0.0678693598024911,4,-0.010729166666666567,0.09670876418114556,4,387.5,266.41508966272914,4,-3.666666666666668,target
Mix_14_S05,20568000,Mix-14,14,51.5,51.5,48.5,1,NA,1,NA,NA,NA,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,1008.3333333333334,NA,1,1350,NA,1,1350,NA,0.08499999999999996,NA,1,0.03916666666666657,NA,1,533,NA,1,-11,target
Mix_14_S10,24828000,Mix-14,15.7,50,50,50,0.7825121654501217,0.17091863479043432,5,0.6898570559610706,0.05469726546610961,4,1.2,0.44721359549995793,5,0.6,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,5,5,1611.6666666666667,579.0797296861058,5,1500,782.7125199515394,5,1723.3333333333335,427.4601995767819,0.03499999999999996,0.0699106572705478,5,-0.004874242424242415,0.1049254808755268,5,299.4,138.01195600381874,5,-9.3,target
Mix_20_S22,22584000,Mix-20,19.966666666666665,56.5,56.5,43.5,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2150,NA,1,2150,NA,1,2150,NA,-0.015000000000000568,NA,1,-0.05983333333333363,NA,1,149,NA,1,-5.033333333333335,target
Mix_14_S08,24096000,Mix-14,15,91,91,4.5,0.36496350364963503,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,2,1,800,NA,1,800,NA,1,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,target
Mix_20_S17,3276000,Mix-20,20.7,27,27,73,0.6779661016949152,NA,1,NA,NA,NA,2,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,3,1,641.6666666666667,NA,1,283.33333333333337,NA,1,1000.0000000000001,NA,-0.13000000000000034,NA,1,-0.1785833333333331,NA,1,133,NA,1,-4.300000000000001,target
Mix_20_S20,22680000,Mix-20,19.933333333333334,40,40,60,0.5614035087719298,0.620269106303989,2,NA,NA,NA,2,NA,1,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,841.6666666666667,NA,1,200,NA,1,1483.3333333333335,NA,0.030000000000000027,0.06363961030678886,2,-0.04483333333333328,0.015320646925708727,2,649.5,47.37615433949868,2,-5.066666666666666,target
Mix_20_S23,18564000,Mix-20,20.4,38,38,62,0.8164052389087333,0.30882822897725587,3,0.46232876712328763,0.04358877418273236,2,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,1616.6666666666667,669.1619966628245,3,1616.6666666666667,669.1619966628245,3,1616.6666666666667,669.1619966628245,-0.03999999999999989,0.23404059476936917,3,-0.08143434343434341,0.2334744979974948,3,427.6666666666667,214.44191132643203,3,-4.600000000000001,target
Mix_14_S13,17376000,Mix-14,14.833333333333334,59,59,41,0.6642335766423357,NA,1,NA,NA,NA,2,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,2,1,758.3333333333334,NA,1,650,NA,1,866.6666666666667,NA,0.22999999999999998,NA,1,0.14741666666666653,NA,1,483,NA,1,-10.166666666666666,target
Mix_20_S27,28740000,Mix-20,21.9,52,52,48,0.6603698150924537,0.3169680995095552,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,4,3,1366.6666666666667,958.4420228219917,3,1350,983.3333333333334,3,1383.3333333333335,933.7796551887627,0.08666666666666674,0.22618208004466941,3,0.041214285714285794,0.1695594836895605,3,577.3333333333334,108.61092639938826,3,-3.1000000000000014,target
Mix_14_S15,38472000,Mix-14,14.066666666666666,10.7,10.7,86.5,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,2250,NA,1,2250,NA,1,2250,NA,0.025000000000000355,NA,1,0.014333333333333087,NA,1,300,NA,1,-10.933333333333334,target
Mix_20_S44,58464000,Mix-20,20.333333333333332,31,31,69,0.800562405364482,0.2514042395160606,4,NA,NA,NA,1,0,4,0.75,0.5,4,NA,NA,NA,NA,NA,NA,2,4,1820.8333333333335,578.851832893742,4,1820.8333333333335,578.851832893742,4,1820.8333333333335,578.851832893742,-0.010000000000000009,0.052281290471193786,4,-0.09910416666666677,0.07918556426497816,4,266.75,280.9179892186805,4,-4.666666666666668,target
Mix_14_S36,64872000,Mix-14,14,51,51,49,0.87109375,0.18230096702465678,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1925,530.3300858899106,2,1925,530.3300858899106,2,1925,530.3300858899106,-0.03249999999999975,0.3500178566873411,2,-0.05886925287356326,0.2639194784137271,2,549.5,94.04520189781083,2,-11,target
Mix_14_S38,64764000,Mix-14,15.033333333333333,32,32,68,0.509857777108887,0.576529609011682,2,NA,NA,NA,2,1.4142135623730951,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,333.3333333333333,141.42135623730948,2,516.6666666666666,400.69384267237695,2,516.6666666666666,400.69384267237695,0.057499999999999885,0.038890872965260226,2,0.06474999999999986,0.0314662517628012,2,324.5,224.15284963613556,2,-9.966666666666667,target
Mix_14_S42,44064000,Mix-14,14.266666666666667,24,24,76,0.2631578947368421,NA,1,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,1,466.6666666666667,NA,1,466.6666666666667,NA,1,466.6666666666667,NA,-0.10499999999999954,NA,1,-0.27353448275862036,NA,1,167,NA,1,-10.733333333333333,target
Mix_14_S49,81696000,Mix-14,14.433333333333334,47,47,51,0.8065425075139545,0.26319158048136043,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1833.3333333333335,589.2556509887895,2,1833.3333333333335,589.2556509887895,2,1833.3333333333335,589.2556509887895,0.06750000000000012,0.13081475451951133,2,-0.04037500000000005,0.1485513496142739,2,341.5,318.90515831513295,2,-10.566666666666666,target
Mix_20_S57,76344000,Mix-20,20.333333333333332,12,12,85,0.64,NA,1,NA,NA,NA,2,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,3,1,333.33333333333337,NA,1,450.00000000000006,NA,1,450.00000000000006,NA,-0.2599999999999998,NA,1,-0.09508333333333319,NA,1,33,NA,1,-4.666666666666668,target
Mix_20_S66,82932000,Mix-20,21.366666666666667,80.15,80.15,19.85,0.6843627110802684,0.01782897042547624,2,0.352639373743785,2.2440710288368547e-4,2,2.5,0.7071067811865476,2,0,0,2,NA,NA,NA,NA,NA,NA,4,2,623.6111111111112,190.52599381970873,2,616.6666666666667,329.98316455372225,2,833.3333333333335,23.57022603955161,0.04500000000000037,0.07071067811865513,2,0.031625000000000014,0.049792102508552656,2,383,282.842712474619,2,-3.633333333333333,target
CogMisp24_S03_557712000,557712000,CogMisp-24,25,61,38,61,0.7292352987315673,0.35712503992296607,6,0.44654088050314467,0.08004982428526951,2,1.5,0.5477225575051661,6,0.5,0.5477225575051661,6,NA,NA,NA,NA,NA,NA,6,6,1294.4444444444446,1090.2938781542987,6,1416.6666666666667,1148.332123850355,6,1472.2222222222222,1083.9570853880532,0.4066666666666668,0.1218879266648944,6,0.2881262626262626,0.10285056310138707,6,482.6666666666667,55.57937267248225,6,0,target
CogMisp24_S05_529728000,529728000,CogMisp-24,31,75,25,75,0.709568459547615,0.19550815778095051,5,0.1572327044025157,0.08894424920585502,2,2.6,1.3416407864998738,5,0.6,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,4,5,782.5,524.9371655520094,5,720,559.0666825661815,5,880,493.90732374044063,0.08500000000000005,0.1275245074485686,5,0.0633115384615385,0.09977079755061405,5,469.6,190.2795312165762,5,6,target
CogMisp24_S06_548532000,548532000,CogMisp-24,28,100,0,100,0.6432449037113908,0.1282509580767534,7,0.2578616352201258,0.10049781814848538,4,2,1,7,0.14285714285714285,0.3779644730092272,7,NA,NA,NA,NA,NA,NA,13,7,847.6190476190477,474.28587365331686,7,959.5238095238096,501.8352561734024,7,1057.1428571428573,406.41353037510663,0.14642857142857155,0.17806165331410456,7,0.10334848484848491,0.12885849163418814,7,471.2857142857143,137.4005267890366,7,3,target
CogMisp24_S18_554724000,554724000,CogMisp-24,29,95,5,95,0.715326025777423,0.32889550097423226,5,0.39937106918238996,0.004447212460292751,2,1.6,0.8944271909999159,5,0.2,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,3,5,1011.1111111111112,848.728169776896,5,1070,812.9507296810115,5,1070,812.9507296810115,0.06799999999999998,0.047906158268014,5,0.03281625874125869,0.02491968939684905,5,382.8,213.11311550441937,5,4,target
CogMisp24_S23_529692000,529692000,CogMisp-24,31,99,1,99,0.9119496855345912,0.12452194888819702,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,2416.666666666667,329.9831645537221,2,2416.666666666667,329.9831645537221,2,2416.666666666667,329.9831645537221,0.1449999999999998,0.03535533905932756,2,0.08408333333333329,0.04230855574099562,2,566.5,140.71424945612296,2,6,target
