recording_name,trial_number,subject_id,dataset_name,age_months,target_word,yoked_target,yoked_distractor,yoked_pair,media_name,initial_look,samples_target,samples_distractor,prop_looking,prop_looking_diff,number_fixations,correct_shift,remain_on_target,latency_to_switch,total_aoi_switches,duration_of_look,first_look_dur,longest_look_by_trial,age_months_centred,data_split
0_0_casillas_tseltal_2015_14,1,0,casillas_tseltal_2015,14,wa,NA,NA,NA,tortilla,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,2,0,casillas_tseltal_2015,14,moch,NA,NA,NA,basket-tseltal,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,3,0,casillas_tseltal_2015,14,pelota,NA,NA,NA,ball,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,4,0,casillas_tseltal_2015,14,chojak',NA,NA,NA,purse-tseltal,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,5,0,casillas_tseltal_2015,14,baso,NA,NA,NA,cup,distractor,27,76,0.2621359223300971,NA,1,1,NA,490,2,1080,1080,1080,-11,all
0_0_casillas_tseltal_2015_14,6,0,casillas_tseltal_2015,14,nichim,NA,NA,NA,flower,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,7,0,casillas_tseltal_2015,14,balti,NA,NA,NA,bucket,distractor,15,86,0.1485148514851485,NA,1,0,NA,NA,1,600,600,600,-11,all
0_0_casillas_tseltal_2015_14,8,0,casillas_tseltal_2015,14,mut,NA,NA,NA,chicken,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,9,0,casillas_tseltal_2015,14,k'ajk',NA,NA,NA,fire,target,13,93,0.12264150943396226,NA,1,NA,0,NA,1,520,520,520,-11,all
0_0_casillas_tseltal_2015_14,10,0,casillas_tseltal_2015,14,mexa,NA,NA,NA,table,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,11,0,casillas_tseltal_2015,14,xawin,NA,NA,NA,cat,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,12,0,casillas_tseltal_2015,14,ja',NA,NA,NA,water,distractor,96,8,0.9230769230769231,NA,1,1,NA,215,0,3840,3840,3840,-11,all
0_0_casillas_tseltal_2015_14,13,0,casillas_tseltal_2015,14,ixim,NA,NA,NA,corn,target,96,8,0.9230769230769231,NA,2,NA,0,NA,0,1920,1600,2240,-11,all
0_0_casillas_tseltal_2015_14,14,0,casillas_tseltal_2015,14,karo,NA,NA,NA,car,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,15,0,casillas_tseltal_2015,14,na,NA,NA,NA,house,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,16,0,casillas_tseltal_2015,14,te,NA,NA,NA,tree,target,16,88,0.15384615384615385,NA,1,NA,0,NA,1,640,640,640,-11,all
0_0_casillas_tseltal_2015_14,17,0,casillas_tseltal_2015,14,waybal,NA,NA,NA,bed,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,18,0,casillas_tseltal_2015,14,t'inel,NA,NA,NA,doorway,distractor,22,80,0.21568627450980393,NA,1,1,NA,615,2,880,880,880,-11,all
0_0_casillas_tseltal_2015_14,19,0,casillas_tseltal_2015,14,lo'bal,NA,NA,NA,banana,target,35,69,0.33653846153846156,NA,1,NA,0,NA,1,1400,1400,1400,-11,all
0_0_casillas_tseltal_2015_14,20,0,casillas_tseltal_2015,14,chenek',NA,NA,NA,bean,target,70,34,0.6730769230769231,NA,1,NA,1,NA,1,2800,2800,2800,-11,all
0_0_casillas_tseltal_2015_14,21,0,casillas_tseltal_2015,14,tz'i,NA,NA,NA,dog,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,22,0,casillas_tseltal_2015,14,tomut,NA,NA,NA,egg,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,23,0,casillas_tseltal_2015,14,p'in,NA,NA,NA,pot-tseltal,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,24,0,casillas_tseltal_2015,14,tzek',NA,NA,NA,skirt-tseltal,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-11,all
0_0_casillas_tseltal_2015_14,25,0,casillas_tseltal_2015,14,ich,NA,NA,NA,chile,target,38,66,0.36538461538461536,NA,1,NA,0,NA,1,1520,1520,1520,-11,all
0_0_casillas_tseltal_2015_14,26,0,casillas_tseltal_2015,14,xila,NA,NA,NA,chair,target,40,64,0.38461538461538464,NA,1,NA,0,NA,1,1600,1600,1600,-11,all
0_0_casillas_tseltal_2015_14,27,0,casillas_tseltal_2015,14,mes,NA,NA,NA,broom,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,28,0,casillas_tseltal_2015,14,machit,NA,NA,NA,machete,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-11,all
0_0_casillas_tseltal_2015_14,29,0,casillas_tseltal_2015,14,si',NA,NA,NA,firewood,distractor,69,35,0.6634615384615384,NA,1,1,NA,940,1,2760,2760,2760,-11,all
1_1_casillas_tseltal_2015_22,1,1,casillas_tseltal_2015,22,wa,NA,NA,NA,tortilla,target,70,35,0.6666666666666666,NA,2,NA,0,NA,2,1400,720,2080,-3,all
1_1_casillas_tseltal_2015_22,2,1,casillas_tseltal_2015,22,moch,NA,NA,NA,basket-tseltal,distractor,35,66,0.3465346534653465,NA,1,1,NA,415,2,1400,1400,1400,-3,all
1_1_casillas_tseltal_2015_22,3,1,casillas_tseltal_2015,22,pelota,NA,NA,NA,ball,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
1_1_casillas_tseltal_2015_22,4,1,casillas_tseltal_2015,22,chojak',NA,NA,NA,purse-tseltal,target,27,76,0.2621359223300971,NA,1,NA,0,NA,1,1080,1080,1080,-3,all
1_1_casillas_tseltal_2015_22,5,1,casillas_tseltal_2015,22,baso,NA,NA,NA,cup,distractor,70,32,0.6862745098039216,NA,1,1,NA,540,2,2800,2800,2800,-3,all
1_1_casillas_tseltal_2015_22,6,1,casillas_tseltal_2015,22,nichim,NA,NA,NA,flower,target,64,40,0.6153846153846154,NA,1,NA,1,NA,1,2560,2560,2560,-3,all
1_1_casillas_tseltal_2015_22,7,1,casillas_tseltal_2015,22,balti,NA,NA,NA,bucket,distractor,5,98,0.04854368932038835,NA,NA,0,NA,NA,0,NA,200,NA,-3,all
1_1_casillas_tseltal_2015_22,8,1,casillas_tseltal_2015,22,mut,NA,NA,NA,chicken,distractor,48,54,0.47058823529411764,NA,1,0,NA,NA,1,1920,1920,1920,-3,all
1_1_casillas_tseltal_2015_22,9,1,casillas_tseltal_2015,22,k'ajk',NA,NA,NA,fire,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
1_1_casillas_tseltal_2015_22,10,1,casillas_tseltal_2015,22,mexa,NA,NA,NA,table,neither,56,0,1,NA,1,NA,NA,NA,0,2240,2240,2240,-3,all
1_1_casillas_tseltal_2015_22,11,1,casillas_tseltal_2015,22,xawin,NA,NA,NA,cat,distractor,61,42,0.5922330097087378,NA,1,1,NA,1140,1,2440,2440,2440,-3,all
1_1_casillas_tseltal_2015_22,12,1,casillas_tseltal_2015,22,ja',NA,NA,NA,water,distractor,58,46,0.5576923076923077,NA,1,1,NA,1215,1,2320,2320,2320,-3,all
1_1_casillas_tseltal_2015_22,13,1,casillas_tseltal_2015,22,ixim,NA,NA,NA,corn,distractor,79,24,0.7669902912621359,NA,1,1,NA,690,1,3160,3160,3160,-3,all
1_1_casillas_tseltal_2015_22,14,1,casillas_tseltal_2015,22,karo,NA,NA,NA,car,target,77,24,0.7623762376237624,NA,2,NA,0,NA,2,1540,960,2120,-3,all
1_1_casillas_tseltal_2015_22,15,1,casillas_tseltal_2015,22,na,NA,NA,NA,house,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
1_1_casillas_tseltal_2015_22,16,1,casillas_tseltal_2015,22,te,NA,NA,NA,tree,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
1_1_casillas_tseltal_2015_22,17,1,casillas_tseltal_2015,22,waybal,NA,NA,NA,bed,distractor,46,52,0.46938775510204084,NA,2,1,NA,465,4,920,1200,1200,-3,all
1_1_casillas_tseltal_2015_22,18,1,casillas_tseltal_2015,22,t'inel,NA,NA,NA,doorway,distractor,52,53,0.49523809523809526,NA,1,1,NA,1365,1,2080,2080,2080,-3,all
1_1_casillas_tseltal_2015_22,19,1,casillas_tseltal_2015,22,lo'bal,NA,NA,NA,banana,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
1_1_casillas_tseltal_2015_22,20,1,casillas_tseltal_2015,22,chenek',NA,NA,NA,bean,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
1_1_casillas_tseltal_2015_22,21,1,casillas_tseltal_2015,22,tz'i,NA,NA,NA,dog,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
1_1_casillas_tseltal_2015_22,22,1,casillas_tseltal_2015,22,tomut,NA,NA,NA,egg,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
1_1_casillas_tseltal_2015_22,23,1,casillas_tseltal_2015,22,p'in,NA,NA,NA,pot-tseltal,target,41,58,0.41414141414141414,NA,1,NA,0,NA,1,1240,400,1240,-3,all
1_1_casillas_tseltal_2015_22,24,1,casillas_tseltal_2015,22,tzek',NA,NA,NA,skirt-tseltal,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
1_1_casillas_tseltal_2015_22,25,1,casillas_tseltal_2015,22,ich,NA,NA,NA,chile,distractor,63,42,0.6,NA,1,1,NA,1090,1,2520,2520,2520,-3,all
1_1_casillas_tseltal_2015_22,26,1,casillas_tseltal_2015,22,xila,NA,NA,NA,chair,distractor,53,50,0.5145631067961165,NA,1,1,NA,1340,1,2120,2120,2120,-3,all
1_1_casillas_tseltal_2015_22,27,1,casillas_tseltal_2015,22,mes,NA,NA,NA,broom,distractor,40,64,0.38461538461538464,NA,1,0,NA,NA,1,1600,1600,1600,-3,all
1_1_casillas_tseltal_2015_22,28,1,casillas_tseltal_2015,22,machit,NA,NA,NA,machete,distractor,63,40,0.6116504854368932,NA,1,1,NA,1090,1,2520,2520,2520,-3,all
1_1_casillas_tseltal_2015_22,29,1,casillas_tseltal_2015,22,si',NA,NA,NA,firewood,distractor,26,77,0.2524271844660194,NA,1,0,NA,NA,1,1040,1040,1040,-3,all
1_1_casillas_tseltal_2015_22,30,1,casillas_tseltal_2015,22,bojch,NA,NA,NA,bowl-tseltal,distractor,77,26,0.7475728155339806,NA,1,1,NA,740,1,3080,3080,3080,-3,all
2_2_casillas_tseltal_2015_45,1,2,casillas_tseltal_2015,45,wa,NA,NA,NA,tortilla,target,37,55,0.40217391304347827,NA,1,NA,0,NA,3,640,440,640,20,all
2_2_casillas_tseltal_2015_45,2,2,casillas_tseltal_2015,45,moch,NA,NA,NA,basket-tseltal,distractor,59,42,0.5841584158415841,NA,1,1,NA,690,2,2360,2360,2360,20,all
2_2_casillas_tseltal_2015_45,3,2,casillas_tseltal_2015,45,pelota,NA,NA,NA,ball,target,74,17,0.8131868131868132,NA,2,NA,1,NA,2,1480,2240,2240,20,all
2_2_casillas_tseltal_2015_45,4,2,casillas_tseltal_2015,45,chojak',NA,NA,NA,purse-tseltal,distractor,47,47,0.5,NA,1,1,NA,565,2,1880,1880,1880,20,all
2_2_casillas_tseltal_2015_45,5,2,casillas_tseltal_2015,45,baso,NA,NA,NA,cup,distractor,70,26,0.7291666666666666,NA,1,1,NA,140,1,2480,2480,2480,20,all
2_2_casillas_tseltal_2015_45,6,2,casillas_tseltal_2015,45,nichim,NA,NA,NA,flower,target,85,17,0.8333333333333334,NA,2,NA,1,NA,2,1700,2160,2160,20,all
2_2_casillas_tseltal_2015_45,7,2,casillas_tseltal_2015,45,balti,NA,NA,NA,bucket,distractor,51,48,0.5151515151515151,NA,1,1,NA,290,1,2040,2040,2040,20,all
2_2_casillas_tseltal_2015_45,8,2,casillas_tseltal_2015,45,mut,NA,NA,NA,chicken,target,62,38,0.62,NA,2,NA,0,NA,2,1240,1520,1520,20,all
2_2_casillas_tseltal_2015_45,9,2,casillas_tseltal_2015,45,k'ajk',NA,NA,NA,fire,distractor,68,34,0.6666666666666666,NA,1,1,NA,165,1,2720,2720,2720,20,all
2_2_casillas_tseltal_2015_45,10,2,casillas_tseltal_2015,45,mexa,NA,NA,NA,table,target,82,16,0.8367346938775511,NA,1,NA,0,NA,0,3280,3280,3280,20,all
2_2_casillas_tseltal_2015_45,11,2,casillas_tseltal_2015,45,xawin,NA,NA,NA,cat,target,46,50,0.4791666666666667,NA,2,NA,0,NA,2,920,1000,1000,20,all
2_2_casillas_tseltal_2015_45,12,2,casillas_tseltal_2015,45,ja',NA,NA,NA,water,target,44,60,0.4230769230769231,NA,2,NA,0,NA,3,880,720,1040,20,all
2_2_casillas_tseltal_2015_45,13,2,casillas_tseltal_2015,45,ixim,NA,NA,NA,corn,distractor,59,39,0.6020408163265306,NA,2,1,NA,415,3,1180,1800,1800,20,all
2_2_casillas_tseltal_2015_45,14,2,casillas_tseltal_2015,45,karo,NA,NA,NA,car,target,75,24,0.7575757575757576,NA,1,NA,1,NA,1,2680,2680,2680,20,all
2_2_casillas_tseltal_2015_45,15,2,casillas_tseltal_2015,45,na,NA,NA,NA,house,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,20,all
2_2_casillas_tseltal_2015_45,16,2,casillas_tseltal_2015,45,te,NA,NA,NA,tree,distractor,61,31,0.6630434782608695,NA,1,1,NA,290,1,2440,2440,2440,20,all
2_2_casillas_tseltal_2015_45,17,2,casillas_tseltal_2015,45,waybal,NA,NA,NA,bed,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,20,all
2_2_casillas_tseltal_2015_45,18,2,casillas_tseltal_2015,45,t'inel,NA,NA,NA,doorway,target,78,24,0.7647058823529411,NA,2,NA,1,NA,2,1560,2640,2640,20,all
2_2_casillas_tseltal_2015_45,19,2,casillas_tseltal_2015,45,lo'bal,NA,NA,NA,banana,distractor,63,10,0.863013698630137,NA,1,1,NA,765,0,2520,2520,2520,20,all
2_2_casillas_tseltal_2015_45,20,2,casillas_tseltal_2015,45,chenek',NA,NA,NA,bean,target,91,13,0.875,NA,1,NA,0,NA,1,3200,440,3200,20,all
2_2_casillas_tseltal_2015_45,21,2,casillas_tseltal_2015,45,tz'i,NA,NA,NA,dog,target,56,45,0.5544554455445545,NA,2,NA,0,NA,2,1120,880,1360,20,all
2_2_casillas_tseltal_2015_45,22,2,casillas_tseltal_2015,45,tomut,NA,NA,NA,egg,distractor,37,53,0.4111111111111111,NA,1,1,NA,65,1,1080,1080,1080,20,all
2_2_casillas_tseltal_2015_45,23,2,casillas_tseltal_2015,45,p'in,NA,NA,NA,pot-tseltal,target,94,10,0.9038461538461539,NA,1,NA,1,NA,0,3760,3760,3760,20,all
2_2_casillas_tseltal_2015_45,24,2,casillas_tseltal_2015,45,tzek',NA,NA,NA,skirt-tseltal,distractor,64,36,0.64,NA,1,1,NA,490,2,2560,2560,2560,20,all
2_2_casillas_tseltal_2015_45,25,2,casillas_tseltal_2015,45,ich,NA,NA,NA,chile,distractor,86,14,0.86,NA,1,1,NA,340,0,3440,3440,3440,20,all
2_2_casillas_tseltal_2015_45,26,2,casillas_tseltal_2015,45,xila,NA,NA,NA,chair,distractor,69,32,0.6831683168316832,NA,1,1,NA,290,1,2760,2760,2760,20,all
2_2_casillas_tseltal_2015_45,27,2,casillas_tseltal_2015,45,mes,NA,NA,NA,broom,target,50,49,0.5050505050505051,NA,2,NA,0,NA,2,1000,760,1240,20,all
2_2_casillas_tseltal_2015_45,28,2,casillas_tseltal_2015,45,machit,NA,NA,NA,machete,target,94,10,0.9038461538461539,NA,1,NA,1,NA,0,3760,3760,3760,20,all
2_2_casillas_tseltal_2015_45,29,2,casillas_tseltal_2015,45,si',NA,NA,NA,firewood,distractor,104,0,1,NA,1,1,NA,65,0,4160,4160,4160,20,all
2_2_casillas_tseltal_2015_45,30,2,casillas_tseltal_2015,45,bojch,NA,NA,NA,bowl-tseltal,distractor,74,30,0.7115384615384616,NA,1,1,NA,215,1,2960,2960,2960,20,all
3_3_casillas_tseltal_2015_22,1,3,casillas_tseltal_2015,22,wa,NA,NA,NA,tortilla,distractor,11,84,0.11578947368421053,NA,NA,0,NA,NA,0,NA,440,NA,-3,all
3_3_casillas_tseltal_2015_22,2,3,casillas_tseltal_2015,22,moch,NA,NA,NA,basket-tseltal,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
3_3_casillas_tseltal_2015_22,3,3,casillas_tseltal_2015,22,pelota,NA,NA,NA,ball,target,74,28,0.7254901960784313,NA,2,NA,0,NA,2,1480,1280,1680,-3,all
3_3_casillas_tseltal_2015_22,4,3,casillas_tseltal_2015,22,chojak',NA,NA,NA,purse-tseltal,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
3_3_casillas_tseltal_2015_22,5,3,casillas_tseltal_2015,22,baso,NA,NA,NA,cup,distractor,88,16,0.8461538461538461,NA,1,1,NA,465,1,3520,3520,3520,-3,all
3_3_casillas_tseltal_2015_22,6,3,casillas_tseltal_2015,22,nichim,NA,NA,NA,flower,target,89,11,0.89,NA,2,NA,0,NA,0,1780,1360,2200,-3,all
3_3_casillas_tseltal_2015_22,7,3,casillas_tseltal_2015,22,balti,NA,NA,NA,bucket,distractor,50,34,0.5952380952380952,NA,1,1,NA,890,1,2000,2000,2000,-3,all
3_3_casillas_tseltal_2015_22,8,3,casillas_tseltal_2015,22,mut,NA,NA,NA,chicken,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
3_3_casillas_tseltal_2015_22,9,3,casillas_tseltal_2015,22,k'ajk',NA,NA,NA,fire,target,10,93,0.0970873786407767,NA,NA,NA,0,NA,0,NA,240,NA,-3,all
3_3_casillas_tseltal_2015_22,10,3,casillas_tseltal_2015,22,mexa,NA,NA,NA,table,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
3_3_casillas_tseltal_2015_22,11,3,casillas_tseltal_2015,22,xawin,NA,NA,NA,cat,distractor,34,69,0.3300970873786408,NA,1,0,NA,NA,1,1360,1360,1360,-3,all
3_3_casillas_tseltal_2015_22,12,3,casillas_tseltal_2015,22,ja',NA,NA,NA,water,target,98,0,1,NA,2,NA,1,NA,0,1960,2000,2000,-3,all
3_3_casillas_tseltal_2015_22,13,3,casillas_tseltal_2015,22,ixim,NA,NA,NA,corn,distractor,61,43,0.5865384615384616,NA,1,1,NA,1140,1,2440,2440,2440,-3,all
3_3_casillas_tseltal_2015_22,14,3,casillas_tseltal_2015,22,karo,NA,NA,NA,car,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
3_3_casillas_tseltal_2015_22,15,3,casillas_tseltal_2015,22,na,NA,NA,NA,house,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
3_3_casillas_tseltal_2015_22,16,3,casillas_tseltal_2015,22,te,NA,NA,NA,tree,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
3_3_casillas_tseltal_2015_22,17,3,casillas_tseltal_2015,22,waybal,NA,NA,NA,bed,distractor,63,39,0.6176470588235294,NA,1,1,NA,490,2,2520,2520,2520,-3,all
3_3_casillas_tseltal_2015_22,19,3,casillas_tseltal_2015,22,lo'bal,NA,NA,NA,banana,distractor,22,80,0.21568627450980393,NA,1,0,NA,NA,1,880,880,880,-3,all
3_3_casillas_tseltal_2015_22,20,3,casillas_tseltal_2015,22,chenek',NA,NA,NA,bean,distractor,87,18,0.8285714285714286,NA,1,1,NA,490,1,3480,3480,3480,-3,all
3_3_casillas_tseltal_2015_22,21,3,casillas_tseltal_2015,22,tz'i,NA,NA,NA,dog,distractor,39,66,0.37142857142857144,NA,1,0,NA,NA,1,1560,1560,1560,-3,all
3_3_casillas_tseltal_2015_22,22,3,casillas_tseltal_2015,22,tomut,NA,NA,NA,egg,target,24,73,0.24742268041237114,NA,1,NA,0,NA,2,640,320,640,-3,all
3_3_casillas_tseltal_2015_22,23,3,casillas_tseltal_2015,22,p'in,NA,NA,NA,pot-tseltal,distractor,36,66,0.35294117647058826,NA,1,0,NA,NA,1,1440,1440,1440,-3,all
3_3_casillas_tseltal_2015_22,24,3,casillas_tseltal_2015,22,tzek',NA,NA,NA,skirt-tseltal,distractor,4,99,0.038834951456310676,NA,NA,0,NA,NA,0,NA,NA,NA,-3,all
3_3_casillas_tseltal_2015_22,25,3,casillas_tseltal_2015,22,ich,NA,NA,NA,chile,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
3_3_casillas_tseltal_2015_22,26,3,casillas_tseltal_2015,22,xila,NA,NA,NA,chair,target,106,0,1,NA,1,NA,1,NA,0,4240,4240,4240,-3,all
3_3_casillas_tseltal_2015_22,27,3,casillas_tseltal_2015,22,mes,NA,NA,NA,broom,distractor,88,2,0.9777777777777777,NA,1,1,NA,465,0,3520,3520,3520,-3,all
3_3_casillas_tseltal_2015_22,28,3,casillas_tseltal_2015,22,machit,NA,NA,NA,machete,distractor,15,90,0.14285714285714285,NA,1,0,NA,NA,1,600,600,600,-3,all
3_3_casillas_tseltal_2015_22,30,3,casillas_tseltal_2015,22,bojch,NA,NA,NA,bowl-tseltal,target,68,35,0.6601941747572816,NA,2,NA,0,NA,3,1360,640,2080,-3,all
4_4_casillas_tseltal_2015_45,1,4,casillas_tseltal_2015,45,wa,NA,NA,NA,tortilla,distractor,0,106,0,NA,NA,0,NA,NA,0,NA,NA,NA,20,all
4_4_casillas_tseltal_2015_45,2,4,casillas_tseltal_2015,45,moch,NA,NA,NA,basket-tseltal,distractor,84,21,0.8,NA,1,1,NA,565,1,3360,3360,3360,20,all
4_4_casillas_tseltal_2015_45,3,4,casillas_tseltal_2015,45,pelota,NA,NA,NA,ball,target,37,61,0.37755102040816324,NA,2,NA,0,NA,1,740,760,760,20,all
4_4_casillas_tseltal_2015_45,4,4,casillas_tseltal_2015,45,chojak',NA,NA,NA,purse-tseltal,distractor,29,71,0.29,NA,1,1,NA,365,1,1160,1160,1160,20,all
4_4_casillas_tseltal_2015_45,5,4,casillas_tseltal_2015,45,baso,NA,NA,NA,cup,distractor,98,6,0.9423076923076923,NA,1,1,NA,215,0,3920,3920,3920,20,all
4_4_casillas_tseltal_2015_45,6,4,casillas_tseltal_2015,45,nichim,NA,NA,NA,flower,target,70,29,0.7070707070707071,NA,2,NA,0,NA,3,1400,560,2240,20,all
4_4_casillas_tseltal_2015_45,7,4,casillas_tseltal_2015,45,balti,NA,NA,NA,bucket,distractor,56,47,0.5436893203883495,NA,1,1,NA,340,1,2240,2240,2240,20,all
4_4_casillas_tseltal_2015_45,8,4,casillas_tseltal_2015,45,mut,NA,NA,NA,chicken,distractor,53,38,0.5824175824175825,NA,2,1,NA,540,2,1060,640,1480,20,all
4_4_casillas_tseltal_2015_45,9,4,casillas_tseltal_2015,45,k'ajk',NA,NA,NA,fire,distractor,67,29,0.6979166666666666,NA,1,1,NA,290,1,2680,2680,2680,20,all
4_4_casillas_tseltal_2015_45,10,4,casillas_tseltal_2015,45,mexa,NA,NA,NA,table,distractor,101,3,0.9711538461538461,NA,1,1,NA,140,0,4040,4040,4040,20,all
4_4_casillas_tseltal_2015_45,11,4,casillas_tseltal_2015,45,xawin,NA,NA,NA,cat,distractor,44,58,0.43137254901960786,NA,1,1,NA,265,1,1760,1760,1760,20,all
4_4_casillas_tseltal_2015_45,12,4,casillas_tseltal_2015,45,ja',NA,NA,NA,water,target,42,63,0.4,NA,1,NA,0,NA,1,1680,1680,1680,20,all
4_4_casillas_tseltal_2015_45,14,4,casillas_tseltal_2015,45,karo,NA,NA,NA,car,target,90,0,1,NA,1,NA,1,NA,0,3400,3400,3400,20,all
4_4_casillas_tseltal_2015_45,15,4,casillas_tseltal_2015,45,na,NA,NA,NA,house,target,87,10,0.8969072164948454,NA,1,NA,0,NA,0,2880,400,2880,20,all
4_4_casillas_tseltal_2015_45,16,4,casillas_tseltal_2015,45,te,NA,NA,NA,tree,distractor,65,24,0.7303370786516854,NA,1,1,NA,665,1,2600,2600,2600,20,all
4_4_casillas_tseltal_2015_45,17,4,casillas_tseltal_2015,45,waybal,NA,NA,NA,bed,distractor,85,19,0.8173076923076923,NA,1,1,NA,540,1,3400,3400,3400,20,all
4_4_casillas_tseltal_2015_45,18,4,casillas_tseltal_2015,45,t'inel,NA,NA,NA,doorway,distractor,11,90,0.10891089108910891,NA,NA,1,NA,865,0,NA,440,NA,20,all
4_4_casillas_tseltal_2015_45,19,4,casillas_tseltal_2015,45,lo'bal,NA,NA,NA,banana,distractor,76,24,0.76,NA,2,1,NA,490,1,1520,2000,2000,20,all
4_4_casillas_tseltal_2015_45,20,4,casillas_tseltal_2015,45,chenek',NA,NA,NA,bean,distractor,51,50,0.504950495049505,NA,1,1,NA,415,2,2040,2040,2040,20,all
4_4_casillas_tseltal_2015_45,21,4,casillas_tseltal_2015,45,tz'i,NA,NA,NA,dog,target,70,30,0.7,NA,2,NA,0,NA,2,1400,1840,1840,20,all
4_4_casillas_tseltal_2015_45,22,4,casillas_tseltal_2015,45,tomut,NA,NA,NA,egg,distractor,72,31,0.6990291262135923,NA,1,1,NA,165,1,2880,2880,2880,20,all
4_4_casillas_tseltal_2015_45,23,4,casillas_tseltal_2015,45,p'in,NA,NA,NA,pot-tseltal,distractor,68,30,0.6938775510204082,NA,2,1,NA,415,3,1360,1920,1920,20,all
4_4_casillas_tseltal_2015_45,24,4,casillas_tseltal_2015,45,tzek',NA,NA,NA,skirt-tseltal,distractor,64,37,0.6336633663366337,NA,1,1,NA,665,2,2560,2560,2560,20,all
4_4_casillas_tseltal_2015_45,25,4,casillas_tseltal_2015,45,ich,NA,NA,NA,chile,target,83,21,0.7980769230769231,NA,1,NA,1,NA,1,3320,3320,3320,20,all
4_4_casillas_tseltal_2015_45,26,4,casillas_tseltal_2015,45,xila,NA,NA,NA,chair,target,32,72,0.3076923076923077,NA,1,NA,0,NA,1,1280,1280,1280,20,all
4_4_casillas_tseltal_2015_45,27,4,casillas_tseltal_2015,45,mes,NA,NA,NA,broom,distractor,72,31,0.6990291262135923,NA,1,1,NA,365,2,2880,2880,2880,20,all
4_4_casillas_tseltal_2015_45,28,4,casillas_tseltal_2015,45,machit,NA,NA,NA,machete,target,22,82,0.21153846153846154,NA,1,NA,0,NA,1,880,880,880,20,all
4_4_casillas_tseltal_2015_45,29,4,casillas_tseltal_2015,45,si',NA,NA,NA,firewood,target,96,8,0.9230769230769231,NA,1,NA,1,NA,0,3840,3840,3840,20,all
4_4_casillas_tseltal_2015_45,30,4,casillas_tseltal_2015,45,bojch,NA,NA,NA,bowl-tseltal,distractor,78,22,0.78,NA,1,1,NA,615,1,3120,3120,3120,20,all
