recording_name,subject_id,dataset_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,mean_aoi_switches,n_trials_mean_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,age_months_centred,data_split
Mix_14_S23,55704000,Mix-14,14.3,77,23,77,0.20194647201946472,0.34978154994699956,3,NA,NA,NA,1,NA,1,NA,NA,NA,0.3333333333333333,0.5773502691896257,3,900,NA,1,0.3333333333333333,3,1383.3333333333335,NA,1,1383.3333333333335,NA,1,1383.3333333333335,NA,0.19999999999999987,0.08529361054615994,3,0.12838888888888875,0.04065815598558484,3,449.6666666666667,261.5135433076714,3,-10.7,distractor
Mix_14_S24,18348000,Mix-14,14,27,73,27,0.8448275862068966,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,2,NA,1,1,1,1600,NA,1,1600,NA,1,1600,NA,-0.10000000000000009,NA,1,-0.24634615384615355,NA,1,149,NA,1,-11,distractor
Mix_20_S41,40632000,Mix-20,20.5,29,71,29,0.17333333333333334,0.3002221399786054,3,NA,NA,NA,1,NA,1,NA,NA,NA,0.3333333333333333,0.5773502691896257,3,836,NA,1,0.3333333333333333,3,1083.3333333333335,NA,1,1083.3333333333335,NA,1,1083.3333333333335,NA,-0.05999999999999991,0.14857657958103634,3,-0.12175000000000002,0.1332184140174821,3,133.33333333333334,59.76899976855338,3,-4.5,distractor
Mix_14_S30,62880000,Mix-14,14.466666666666667,24.1,75.9,24.1,0.2693878902225459,0.36368514392821205,7,NA,NA,NA,1,0,3,NA,NA,NA,0.2857142857142857,0.4879500364742666,7,527,224.8599564173221,2,0.42857142857142855,7,1433.3333333333335,600.9252125773315,3,1433.3333333333335,600.9252125773315,3,1433.3333333333335,600.9252125773315,0.07071428571428573,0.06760353611489639,7,0.03320238095238093,0.08183433549316851,7,354.42857142857144,202.59307091051357,7,-10.533333333333333,distractor
Mix_14_S32,72444000,Mix-14,14.133333333333333,69,28,69,0.323310529698799,0.2703416078077245,9,-0.01379895158803579,0.017552295986900182,2,1.1428571428571428,0.3779644730092272,7,NA,NA,NA,0.5555555555555556,0.5270462766947299,9,765.6,392.11962460453316,5,1.4444444444444444,9,836.9047619047619,419.4864900612597,7,890.4761904761906,433.9586452878959,7,890.4761904761906,433.9586452878959,0.006111111111111079,0.0425571511160125,9,-0.01247222222222217,0.039319007807929275,9,355.22222222222223,240.81205211626025,9,-10.866666666666667,distractor
Mix_14_S34,70908000,Mix-14,14.8,57,43,57,0.21230479052935042,0.1843064512430818,7,-0.5825267110970063,0.0742600504625987,2,1,0,4,NA,NA,NA,0.14285714285714285,0.3779644730092272,7,1384,NA,1,0.5714285714285714,7,779.1666666666667,149.303940559741,4,779.1666666666667,149.303940559741,4,779.1666666666667,149.303940559741,-0.016666666666666757,0.0413118223595459,6,-0.0318055555555555,0.04726234896436723,6,330.1666666666667,202.63703182455737,6,-10.2,distractor
Mix_20_S47,61680000,Mix-20,20.2,80,20,80,0.4145326822019741,0.34158930171761726,11,0.04561119947336302,0.014071794899731942,4,1,0,7,NA,NA,NA,0.6363636363636364,0.504524979109513,11,739.8571428571429,420.8726761430463,7,0.6363636363636364,11,1445.2380952380954,382.5734359079756,7,1445.2380952380954,382.5734359079756,7,1445.2380952380954,382.5734359079756,0.054545454545454675,0.07524807457518592,11,0.01303030303030313,0.061255025561709295,11,411.54545454545456,258.8321323315031,11,-4.800000000000001,distractor
Mix_14_S41,68436000,Mix-14,14.866666666666667,85,6,85,0.22387190592117753,0.325499882485362,9,-0.5474452554744526,0.5227011325538148,4,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,0.3333333333333333,0.5,9,562.3333333333334,324.53710625032284,3,0.5555555555555556,9,1269.4444444444446,648.1990720735699,3,1261.1111111111113,661.2978261077341,3,1277.7777777777778,635.158189686574,0.07388888888888874,0.0882743513774593,9,0.037855363984674324,0.07809676538283342,9,433.1111111111111,250.22811814644476,9,-10.133333333333333,distractor
Mix_14_S43,68664000,Mix-14,14,48,52,48,0.31936664163545503,0.2989048436419924,9,-0.5230757486784787,0.09460226433417286,6,1,0,6,NA,NA,NA,0.5555555555555556,0.5270462766947299,9,828.4,440.46203014561877,5,0.8888888888888888,9,1069.4444444444446,522.3256398781072,6,1069.4444444444446,522.3256398781072,6,1069.4444444444446,522.3256398781072,0.08722222222222215,0.13033876800263394,9,0.020576719576719495,0.09524206132201508,9,353.3333333333333,221.06277389013283,9,-11,distractor
Mix_20_S51,49872000,Mix-20,21.7,40,60,40,0.4940644296851068,0.29387842941449754,5,-0.20585561497326205,0.02091069786075732,2,1,0,4,NA,NA,NA,0.8,0.44721359549995793,5,843.5,249.59233428399466,4,0.8,5,1283.3333333333335,279.88092706244447,4,1283.3333333333335,279.88092706244447,4,1283.3333333333335,279.88092706244447,0.03000000000000016,0.10458250331675938,5,0.02031666666666663,0.08825051935635649,5,406.4,141.35876343545172,5,-3.3000000000000007,distractor
