recording_name,subject_id,dataset_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred,data_split
414_xsectional_2007_31,414,xsectional_2007,31,0.6742726462298503,0.24958417090351162,12,NA,NA,NA,1.0909090909090908,0.30151134457776363,11,NA,NA,NA,0.9166666666666666,0.28867513459481287,12,469.54545454545456,265.0042881299711,11,14,12,2186.3636363636365,632.491465986265,11,2190.909090909091,623.625761902995,11,2190.909090909091,623.625761902995,6,distractor
415_xsectional_2007_16,415,xsectional_2007,16,0.34625252525252526,0.3279258988437103,10,NA,NA,NA,1,0,6,NA,NA,NA,0.5,0.5270462766947299,10,1085,396.23225512317896,5,6,10,1944.4444444444446,617.4019640276383,6,1944.4444444444446,617.4019640276383,6,1944.4444444444446,617.4019640276383,-9,distractor
416_xsectional_2007_25,416,xsectional_2007,25,0.5587733556574044,0.3787487529230848,14,NA,NA,NA,1,0,10,NA,NA,NA,0.7142857142857143,0.4688072309384954,14,670,306.367607803291,10,9,14,2543.3333333333335,376.81249225707427,10,2543.3333333333335,376.81249225707427,10,2543.3333333333335,376.81249225707427,0,distractor
417_xsectional_2007_37,417,xsectional_2007,37,0.7588267706486282,0.2503675465138287,15,NA,NA,NA,1.0714285714285714,0.2672612419124244,14,NA,NA,NA,0.9333333333333333,0.2581988897471611,15,423.92857142857144,220.0540018637783,14,12,15,2679.761904761905,676.8510097335228,14,2695.2380952380954,634.5948492626005,14,2695.2380952380954,634.5948492626005,12,distractor
418_xsectional_2007_15,418,xsectional_2007,15,0.2730103024832567,0.39151471023146034,6,NA,NA,NA,1,0,2,NA,NA,NA,0.3333333333333333,0.5163977794943222,6,565,212.13203435596427,2,2,6,2583.3333333333335,589.2556509887894,2,1833.3333333333335,1364.2254619787418,3,2583.3333333333335,589.2556509887894,-10,distractor
419_xsectional_2007_28,419,xsectional_2007,28,0.26427482292143945,0.30777836026986233,13,NA,NA,NA,1,0,7,NA,NA,NA,0.3076923076923077,0.4803844614152614,13,1015,235.40744819709224,4,7,13,1566.6666666666667,869.8658900466593,7,1400,933.1632498087625,8,1566.6666666666667,869.8658900466593,3,distractor
420_xsectional_2007_31,420,xsectional_2007,31,0.3708167434539807,0.27416174193079534,13,NA,NA,NA,1,0,11,NA,NA,NA,0.5384615384615384,0.5188745216627708,13,754.2857142857143,277.58525074032923,7,14,13,1384.848484848485,768.311805390904,11,1384.848484848485,768.311805390904,11,1384.848484848485,768.311805390904,6,distractor
421_xsectional_2007_21,421,xsectional_2007,21,0.27615084339228,0.24911671706284017,9,NA,NA,NA,1,0,6,NA,NA,NA,0.5555555555555556,0.5270462766947299,9,890,144.6979612848778,5,9,9,1316.6666666666667,560.4561634161151,6,1316.6666666666667,560.4561634161151,6,1316.6666666666667,560.4561634161151,-4,distractor
422_xsectional_2007_18,422,xsectional_2007,18,0.11877758364071701,0.18815219159374655,9,NA,NA,NA,1,0,3,NA,NA,NA,0,0,9,NA,NA,NA,3,9,1200,409.6068575814836,3,1200,409.6068575814836,3,1200,409.6068575814836,-7,distractor
423_xsectional_2007_19,423,xsectional_2007,19,0.1000485436893204,0.2224944924827988,10,NA,NA,NA,1,0,2,NA,NA,NA,0.1,0.31622776601683794,10,990,NA,1,2,10,1700,754.2472332656507,2,1700,754.2472332656507,2,1700,754.2472332656507,-6,distractor
424_xsectional_2007_26,424,xsectional_2007,26,0.43761214071561694,0.34817069303696613,9,NA,NA,NA,1,0,6,NA,NA,NA,0.6666666666666666,0.5,9,860.8333333333334,295.1341502887571,6,6,9,1977.7777777777778,372.77736380172416,6,1977.7777777777778,372.77736380172416,6,1977.7777777777778,372.77736380172416,1,distractor
425_xsectional_2007_34,425,xsectional_2007,34,0.7946574270173223,0.1170220121594778,13,NA,NA,NA,1,0,13,NA,NA,NA,1,0,13,607.3076923076923,203.71155449776882,13,12,13,2628.2051282051284,464.8468791791778,13,2628.2051282051284,464.8468791791778,13,2628.2051282051284,464.8468791791778,9,distractor
426_xsectional_2007_27,426,xsectional_2007,27,0.6500509971029632,0.24413811160981233,14,NA,NA,NA,1,0,13,NA,NA,NA,0.8571428571428571,0.36313651960128146,14,796.25,184.36777720829437,12,12,14,2248.7179487179487,530.1319515364888,13,2248.7179487179487,530.1319515364888,13,2248.7179487179487,530.1319515364888,2,distractor
427_xsectional_2007_28,427,xsectional_2007,28,0.1265558038753915,0.2101091132659845,10,NA,NA,NA,1,0,3,NA,NA,NA,0.3,0.48304589153964794,10,831.6666666666666,507.64981368393444,3,5,10,1344.4444444444446,353.29140212410323,3,1344.4444444444446,353.29140212410323,3,1344.4444444444446,353.29140212410323,3,distractor
428_xsectional_2007_26,428,xsectional_2007,26,0.6691099002739465,0.21367878502196608,13,NA,NA,NA,1,0,13,NA,NA,NA,1,0,13,370.7692307692308,338.6790894652719,13,10,13,2220.512820512821,742.1862676178104,13,2220.512820512821,742.1862676178104,13,2220.512820512821,742.1862676178104,1,distractor
429_xsectional_2007_17,429,xsectional_2007,17,0.09519133731554974,0.2647495786650489,11,NA,NA,NA,1,0,2,NA,NA,NA,0.09090909090909091,0.30151134457776363,11,490,NA,1,2,11,1733.3333333333335,1649.9158227686107,2,1733.3333333333335,1649.9158227686107,2,1733.3333333333335,1649.9158227686107,-8,distractor
430_xsectional_2007_20,430,xsectional_2007,20,0.600221472311585,0.2821968890102197,13,NA,NA,NA,1,0,12,NA,NA,NA,0.7692307692307693,0.4385290096535146,13,777.5,409.6492402043485,10,11,13,2155.5555555555557,776.5936151537967,12,2155.5555555555557,776.5936151537967,12,2155.5555555555557,776.5936151537967,-5,distractor
431_xsectional_2007_24,431,xsectional_2007,24,0.28649198975734164,0.36022509153158305,12,NA,NA,NA,1,0,5,NA,NA,NA,0.4166666666666667,0.5149286505444373,12,855,386.7331121070447,5,5,12,2153.3333333333335,574.7463208523682,5,1827.7777777777778,948.7808941927452,6,2153.3333333333335,574.7463208523682,-1,distractor
432_xsectional_2007_28,432,xsectional_2007,28,0.6789018135889678,0.24125015080386303,6,NA,NA,NA,1,0,6,NA,NA,NA,1,0,6,452.5,116.9935895679759,6,8,6,2238.888888888889,849.1608057806685,6,2238.888888888889,849.1608057806685,6,2238.888888888889,849.1608057806685,3,distractor
433_xsectional_2007_24,433,xsectional_2007,24,0.5341336615704082,0.3278824293384316,10,NA,NA,NA,1,0,9,NA,NA,NA,0.9,0.31622776601683794,10,437.22222222222223,138.88194427082465,9,10,10,1992.5925925925926,999.6913103800507,9,1992.5925925925926,999.6913103800507,9,1992.5925925925926,999.6913103800507,-1,distractor
434_xsectional_2007_37,434,xsectional_2007,37,0.830104210672771,0.11744250751668793,13,NA,NA,NA,1,0,13,NA,NA,NA,1,0,13,474.61538461538464,187.78823998568993,13,10,13,2748.7179487179487,443.5996244144339,13,2748.7179487179487,443.5996244144339,13,2748.7179487179487,443.5996244144339,12,distractor
435_xsectional_2007_26,435,xsectional_2007,26,0.5338136610055735,0.26605664434416526,10,NA,NA,NA,1,0,9,NA,NA,NA,0.8,0.4216370213557839,10,793.125,331.5110157618123,8,11,10,1918.5185185185187,719.0099503080437,9,1918.5185185185187,719.0099503080437,9,1918.5185185185187,719.0099503080437,1,distractor
436_xsectional_2007_20,436,xsectional_2007,20,0.2637268447334124,0.33448039037037686,10,NA,NA,NA,1,0,5,NA,NA,NA,0.3,0.48304589153964794,10,965,717.1994143890527,3,4,10,1766.6666666666667,1037.893165129351,5,1766.6666666666667,1037.893165129351,5,1766.6666666666667,1037.893165129351,-5,distractor
437_xsectional_2007_34,437,xsectional_2007,34,0.43637682518251825,0.3867364797354293,10,NA,NA,NA,1,0,6,NA,NA,NA,0.6,0.5163977794943222,10,723.3333333333334,210.75261959621443,6,7,10,2422.2222222222226,448.53671553751894,6,2422.2222222222226,448.53671553751894,6,2422.2222222222226,448.53671553751894,9,distractor
438_xsectional_2007_20,438,xsectional_2007,20,0.13596389050669774,0.28664139629952406,10,NA,NA,NA,1,0,2,NA,NA,NA,0.2,0.4216370213557839,10,940,0,2,2,10,2300,0,2,2300,0,2,2300,0,-5,distractor
439_swingley_aslin_2002_15,439,swingley_aslin_2002,15,0.8185271223874165,0.13380400226392505,8,0.5990566037735849,0.045079469140979385,4,1,0,8,NA,NA,NA,1,0,8,518.125,352.39930172624184,8,5,8,2850,459.8136268408881,8,2850,459.8136268408881,8,2850,459.8136268408881,-10,distractor
440_swingley_aslin_2002_15,440,swingley_aslin_2002,15,0.14285714285714285,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,890,NA,1,2,1,466.6666666666667,NA,1,466.6666666666667,NA,1,466.6666666666667,NA,-10,distractor
441_swingley_aslin_2002_15,441,swingley_aslin_2002,15,0.7932994298042841,0.08402216929752508,5,0.5943396226415094,0.01334163738087833,2,1,0,5,NA,NA,NA,1,0,5,510,221.78255116216874,5,4,5,2713.3333333333335,296.83515814524253,5,2713.3333333333335,296.83515814524253,5,2713.3333333333335,296.83515814524253,-10,distractor
442_swingley_aslin_2002_15,442,swingley_aslin_2002,15,0.539871549215738,0.1828347120927342,8,0.10534591194968553,0.1892836232223307,6,1,0,8,NA,NA,NA,0.875,0.3535533905932738,8,486.42857142857144,271.35023932355836,7,12,8,1870.8333333333335,630.3029002247619,8,1870.8333333333335,630.3029002247619,8,1870.8333333333335,630.3029002247619,-10,distractor
443_swingley_aslin_2002_16,443,swingley_aslin_2002,16,0.5686647042498411,0.25749830008395436,9,0.17138364779874216,0.16292828836891624,6,1,0,9,NA,NA,NA,0.8888888888888888,0.3333333333333333,9,533.75,173.5912687073534,8,12,9,1933.3333333333335,913.9353247236797,9,1933.3333333333335,913.9353247236797,9,1933.3333333333335,913.9353247236797,-9,distractor
444_swingley_aslin_2002_15,444,swingley_aslin_2002,15,0.5050314465408805,0.37628354146143367,4,0.1320754716981132,3.925231146709438e-17,2,1,0,3,NA,NA,NA,0.75,0.5,4,331.6666666666667,274.24137786507225,3,3,4,2300,753.5103036971544,3,2300,753.5103036971544,3,2300,753.5103036971544,-10,distractor
445_swingley_aslin_2002_15,445,swingley_aslin_2002,15,0.7737793578970049,0.16114057618420582,5,0.5849056603773586,0.07184691609305578,4,1,0,5,NA,NA,NA,1,0,5,510,285.810251740556,5,5,5,2653.3333333333335,639.704793027395,5,2653.3333333333335,639.704793027395,5,2653.3333333333335,639.704793027395,-10,distractor
446_swingley_aslin_2002_14,446,swingley_aslin_2002,14,0.465513900827145,0.3072208796277653,5,-0.11320754716981132,0.013341637380878213,2,1,0,4,NA,NA,NA,0.6,0.5477225575051661,5,606.6666666666666,505.18148554092255,3,4,5,2016.6666666666667,638.5748020222672,4,2016.6666666666667,638.5748020222672,4,2016.6666666666667,638.5748020222672,-11,distractor
447_swingley_aslin_2002_15,447,swingley_aslin_2002,15,0.4937423687423687,0.048738629053271726,3,NA,NA,NA,1,0,3,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,1302.5,17.67766952966369,2,3,3,1722.2222222222224,164.42942874387492,3,1722.2222222222224,164.42942874387492,3,1722.2222222222224,164.42942874387492,-10,distractor
448_swingley_aslin_2002_15,448,swingley_aslin_2002,15,0.41994902687673774,0.03161992788901845,2,NA,NA,NA,1,0,2,NA,NA,NA,1,0,2,902.5,441.9417382415922,2,4,2,1283.3333333333335,259.2724864350675,2,1283.3333333333335,259.2724864350675,2,1283.3333333333335,259.2724864350675,-10,distractor
449_swingley_aslin_2002_14,449,swingley_aslin_2002,14,0.5059538378458179,0.3393504414721548,7,-0.06367924528301885,0.14525953416329546,4,1.1666666666666667,0.408248290463863,6,NA,NA,NA,0.8571428571428571,0.3779644730092272,7,590,344.6012188022555,6,9,7,1911.1111111111113,1138.9403782398733,6,1955.5555555555557,1089.4782985277693,6,1955.5555555555557,1089.4782985277693,-11,distractor
450_swingley_aslin_2002_14,450,swingley_aslin_2002,14,0.5109354268022999,0.13159008028096442,4,NA,NA,NA,1,0,4,NA,NA,NA,1,0,4,708.75,274.9052867201114,4,7,4,1716.6666666666667,434.1871929462205,4,1716.6666666666667,434.1871929462205,4,1716.6666666666667,434.1871929462205,-11,distractor
451_swingley_aslin_2002_15,451,swingley_aslin_2002,15,0.5873397435897436,0.40114427054109636,4,0.570754716981132,0.006670818690439126,2,1,0,3,NA,NA,NA,0.75,0.5,4,615,288.3140648667699,3,2,4,2733.3333333333335,384.41875315569314,3,2733.3333333333335,384.41875315569314,3,2733.3333333333335,384.41875315569314,-10,distractor
452_swingley_aslin_2002_15,452,swingley_aslin_2002,15,0.5352841369157159,0.2220700125194204,5,NA,NA,NA,1,0,5,NA,NA,NA,0.8,0.44721359549995793,5,771.25,348.43399661915885,4,7,5,1760,671.3998642968122,5,1760,671.3998642968122,5,1760,671.3998642968122,-10,distractor
453_swingley_aslin_2002_15,453,swingley_aslin_2002,15,0.5648173832639852,0.340836583479008,2,0.12264150943396229,0.013341637380878173,2,1,0,2,NA,NA,NA,0.5,0.7071067811865476,2,590,NA,1,2,2,1950.0000000000002,1154.9410759380278,2,1950.0000000000002,1154.9410759380278,2,1950.0000000000002,1154.9410759380278,-10,distractor
454_swingley_aslin_2002_15,454,swingley_aslin_2002,15,0.46601941747572817,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1240,NA,1,1,1,1600,NA,1,1600,NA,1,1600,NA,-10,distractor
455_swingley_aslin_2002_14,455,swingley_aslin_2002,14,0.5211842665868937,0.33478179125063384,6,0.10259433962264153,0.2142421812680323,4,1.2,0.44721359549995793,5,NA,NA,NA,0.6666666666666666,0.5163977794943222,6,446.25,330.64016190817875,4,7,6,1850,722.0726340811491,5,1826.6666666666667,737.2622027172936,5,1873.3333333333335,710.3989489481714,-11,distractor
456_swingley_aslin_2002_15,456,swingley_aslin_2002,15,0.6682692307692308,0.125,4,0.15094339622641506,0,2,1,0,4,NA,NA,NA,1,0,4,758.75,382.6306966253492,4,5,4,2316.666666666667,433.33333333333326,4,2316.666666666667,433.33333333333326,4,2316.666666666667,433.33333333333326,-10,distractor
457_swingley_aslin_2002_14,457,swingley_aslin_2002,14,0.33678782192488643,0.1259433909317403,4,-0.49999999999999994,0,2,1,0,4,NA,NA,NA,0.75,0.5,4,915,442.2951503238533,3,7,4,1083.3333333333335,315.64161580759543,4,1083.3333333333335,315.64161580759543,4,1083.3333333333335,315.64161580759543,-11,distractor
458_swingley_aslin_2002_15,458,swingley_aslin_2002,15,0.5448388597410585,0.15063435400169603,4,NA,NA,NA,1,0,4,NA,NA,NA,1,0,4,752.5,225,4,6,4,1883.3333333333335,537.8282804569311,4,1883.3333333333335,537.8282804569311,4,1883.3333333333335,537.8282804569311,-10,distractor
459_swingley_aslin_2002_15,459,swingley_aslin_2002,15,0.5892156862745098,0.13161581223389712,4,NA,NA,NA,1.25,0.5,4,NA,NA,NA,1,0,4,577.5,398.172910513343,4,6,4,1591.6666666666667,474.04875511092973,4,1741.6666666666667,413.99141161247405,4,1741.6666666666667,413.99141161247405,-10,distractor
460_swingley_aslin_2002_15,460,swingley_aslin_2002,15,0.411734503360717,0.3239145794699766,2,NA,NA,NA,1.5,0.7071067811865476,2,NA,NA,NA,0.5,0.7071067811865476,2,240,NA,1,4,2,866.6666666666667,329.98316455372213,2,1033.3333333333335,565.6854249492382,2,1033.3333333333335,565.6854249492382,-10,distractor
461_swingley_aslin_2002_14,461,swingley_aslin_2002,14,0.37905982905982905,0.33504266690649925,3,NA,NA,NA,1,0,2,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,640,141.4213562373095,2,3,3,1866.666666666667,989.9494936611667,2,1322.2222222222224,1174.4186899310057,3,1866.666666666667,989.9494936611667,-11,distractor
462_swingley_aslin_2002_14,462,swingley_aslin_2002,14,0.7572815533980582,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,715,NA,1,1,1,2600,NA,1,2600,NA,1,2600,NA,-11,distractor
463_swingley_aslin_2002_15,463,swingley_aslin_2002,15,0.47418967587034816,0.36211683460030475,3,NA,NA,NA,1,0,3,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,915,742.4621202458749,2,3,3,1600,1241.4149633024049,3,1600,1241.4149633024049,3,1600,1241.4149633024049,-10,distractor
464_swingley_aslin_2002_15,464,swingley_aslin_2002,15,0.34037033511043413,0.277483605350244,4,0.047169811320754707,0,2,1.25,0.5,4,NA,NA,NA,0.5,0.5773502691896257,4,390,353.5533905932738,2,6,4,837.5000000000001,363.20971393438293,4,925.0000000000001,508.72025347561726,4,925.0000000000001,508.72025347561726,-10,distractor
465_swingley_aslin_2002_15,465,swingley_aslin_2002,15,0.5454388984509466,0.1579732533528638,2,NA,NA,NA,1,0,2,NA,NA,NA,0.5,0.7071067811865476,2,940,NA,1,2,2,1750,777.8174593052023,2,1750,777.8174593052023,2,1750,777.8174593052023,-10,distractor
466_swingley_aslin_2002_15,466,swingley_aslin_2002,15,0.6370488580047404,0.18690440652669135,4,0.4481132075471698,0.006670818690439126,2,1.25,0.5,4,NA,NA,NA,1,0,4,827.5,572.09410647783,4,3,4,1975.0000000000002,922.305886432559,4,2108.3333333333335,742.5556469981822,4,2108.3333333333335,742.5556469981822,-10,distractor
467_swingley_aslin_2002_14,467,swingley_aslin_2002,14,0.5549195256892899,0.3978590194856792,5,0.05306603773584906,0.45666898476586604,4,1,0,4,NA,NA,NA,0.6,0.5477225575051661,5,390,264.5751311064591,3,4,5,2375,1014.1133693655389,4,2375,1014.1133693655389,4,2375,1014.1133693655389,-11,distractor
468_swingley_aslin_2002_14,468,swingley_aslin_2002,14,0.708081415439906,0.3492560499222883,5,NA,NA,NA,1,0,5,NA,NA,NA,0.8,0.44721359549995793,5,433.75,360.7717422415453,4,3,5,2466.666666666667,1210.6013198223252,5,2466.666666666667,1210.6013198223252,5,2466.666666666667,1210.6013198223252,-11,distractor
469_swingley_aslin_2002_14,469,swingley_aslin_2002,14,0.40454545454545454,0.3822896345544302,5,-0.09198113207547169,0.11817583285606005,4,1,0,4,NA,NA,NA,0.2,0.44721359549995793,5,40,NA,1,3,5,1691.666666666667,1253.25502119407,4,1691.666666666667,1253.25502119407,4,1691.666666666667,1253.25502119407,-11,distractor
470_swingley_aslin_2002_14,470,swingley_aslin_2002,14,0.3323957325050759,0.2775369935005411,6,-0.34787735849056606,0.08986024445704117,4,1.5,0.5773502691896257,4,NA,NA,NA,0.5,0.5477225575051661,6,823.3333333333334,339.42353090693837,3,9,6,1162.5,178.66531923206674,4,1108.3333333333335,324.7506165705663,4,1341.6666666666667,166.38865702079931,-11,distractor
471_swingley_aslin_2002_14,471,swingley_aslin_2002,14,0.44802091112770726,0.14373014935586734,5,NA,NA,NA,1,0,5,NA,NA,NA,1,0,5,925,177.30623226497144,5,9,5,1540,490.69112257893744,5,1540,490.69112257893744,5,1540,490.69112257893744,-11,distractor
472_swingley_aslin_2002_15,472,swingley_aslin_2002,15,0.5270946690849603,0.29041330195081244,3,NA,NA,NA,1,0,3,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,665,353.5533905932738,2,4,3,1833.3333333333335,1026.8614533832908,3,1833.3333333333335,1026.8614533832908,3,1833.3333333333335,1026.8614533832908,-10,distractor
473_swingley_aslin_2002_15,473,swingley_aslin_2002,15,0.7761590446484793,0.24142181088170825,3,0.49528301886792453,0.006670818690439126,2,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,1,0,3,373.3333333333333,264.9685515930774,3,4,3,2372.222222222222,1327.731286959214,3,2344.4444444444443,1374.5032772821094,3,2400,1281.0585900383758,-10,distractor
474_swingley_aslin_2002_14,474,swingley_aslin_2002,14,0.6150385154061625,0.20269244937774852,4,0.5518867924528302,0.020012456071317457,2,1,0,4,NA,NA,NA,1,0,4,602.5,165.20189667999173,4,6,4,2091.6666666666665,739.5569244111263,4,2091.6666666666665,739.5569244111263,4,2091.6666666666665,739.5569244111263,-11,distractor
475_swingley_aslin_2002_15,475,swingley_aslin_2002,15,0.651393747128494,0.13264834188597308,6,0.22405660377358488,0.14500402027301318,4,1.1666666666666667,0.408248290463863,6,NA,NA,NA,1,0,6,410.8333333333333,213.5513209199762,6,9,6,1919.4444444444446,578.9278084592304,6,1922.2222222222224,574.9073999510864,6,1922.2222222222224,574.9073999510864,-10,distractor
476_swingley_aslin_2002_15,476,swingley_aslin_2002,15,0.7145567169957414,0.0716041140418282,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,NA,NA,NA,1,0,3,598.3333333333334,72.16878364870321,3,3,3,1533.3333333333335,1013.7937550497032,3,1422.2222222222222,1121.6720323464199,3,1644.4444444444446,914.2898478742536,-10,distractor
477_swingley_aslin_2002_15,477,swingley_aslin_2002,15,0.5818409426637136,0.2975288898300988,6,0.18160377358490565,0.2779552259451802,4,1.2,0.44721359549995793,5,NA,NA,NA,0.8333333333333334,0.408248290463863,6,490,200,5,5,6,2070,465.5343405402251,5,2186.666666666667,273.4552573599158,5,2186.666666666667,273.4552573599158,-10,distractor
478_swingley_aslin_2002_15,478,swingley_aslin_2002,15,0.4842833797942901,0.4469963326276045,5,-0.2169811320754717,0.105895963776621,4,1,0,3,NA,NA,NA,0.6,0.5477225575051661,5,473.3333333333333,72.16878364870321,3,4,5,2755.5555555555557,346.9443332443554,3,2755.5555555555557,346.9443332443554,3,2755.5555555555557,346.9443332443554,-10,distractor
479_swingley_aslin_2002_14,479,swingley_aslin_2002,14,0.6271745270842534,0.2558897737818958,5,0.455188679245283,0.12874852890524702,4,1,0,5,NA,NA,NA,1,0,5,830,382.6715301665385,5,6,5,2153.3333333333335,879.5832346439232,5,2153.3333333333335,879.5832346439232,5,2153.3333333333335,879.5832346439232,-11,distractor
480_swingley_aslin_2002_14,480,swingley_aslin_2002,14,0.6043173355974204,0.2065138354722211,7,0.13207547169811318,0.07731629467386318,4,1.2857142857142858,0.4879500364742666,7,NA,NA,NA,1,0,7,561.4285714285714,412.92366410869744,7,11,7,1716.6666666666667,771.5424666068473,7,1776.1904761904764,761.9940423880759,7,1780.9523809523812,756.418741286407,-11,distractor
481_swingley_aslin_2002_14,481,swingley_aslin_2002,14,0.4559054515507971,0.1773459837963873,6,-0.07389937106918239,0.09441820626416622,6,1,0,6,NA,NA,NA,1,0,6,840,376.497011940334,6,10,6,1516.6666666666667,696.8978882638881,6,1516.6666666666667,696.8978882638881,6,1516.6666666666667,696.8978882638881,-11,distractor
482_swingley_aslin_2002_15,482,swingley_aslin_2002,15,0.351323053493242,0.03001804915374073,2,NA,NA,NA,1,0,2,NA,NA,NA,1,0,2,915,565.685424949238,2,4,2,1050,23.57022603955153,2,1050,23.57022603955153,2,1050,23.57022603955153,-10,distractor
483_swingley_aslin_2002_14,483,swingley_aslin_2002,14,0.7376115183937653,0.21201769608978116,5,0.6933962264150944,0.046695730833073885,2,1.2,0.44721359549995793,5,NA,NA,NA,1,0,5,440,108.97247358851683,5,5,5,2243.3333333333335,879.5200711499173,5,2106.666666666667,1077.3939751909595,5,2380,757.0410234003908,-11,distractor
484_swingley_aslin_2002_14,484,swingley_aslin_2002,14,0.32024324485153094,0.22674061487491312,4,-0.10849056603773582,0.020012456071317377,2,1,0,3,NA,NA,NA,0.75,0.5,4,581.6666666666666,302.4207885270676,3,5,4,1433.3333333333335,317.9797338056486,3,1433.3333333333335,317.9797338056486,3,1433.3333333333335,317.9797338056486,-11,distractor
485_swingley_aslin_2002_14,485,swingley_aslin_2002,14,0.5061728395061729,0.22697254704753375,2,NA,NA,NA,1,0,2,NA,NA,NA,1,0,2,477.5,618.7184335382291,2,3,2,1500,1178.5113019775793,2,1300,1461.3540144521983,2,1500,1178.5113019775793,-11,distractor
486_swingley_aslin_2002_15,486,swingley_aslin_2002,15,0.5431566686080372,0.08598945597655859,2,NA,NA,NA,1.5,0.7071067811865476,2,NA,NA,NA,1,0,2,65,35.35533905932738,2,4,2,1283.3333333333335,1013.5197197007183,2,1200,1131.3708498984763,2,1366.6666666666667,895.6685895029603,-10,distractor
487_swingley_aslin_2002_14,487,swingley_aslin_2002,14,0.41256928941038024,0.1597660532199252,8,-0.0837264150943396,0.0434670941722613,4,1,0,8,NA,NA,NA,1,0,8,652.5,460.9772228646444,8,13,8,1400,529.1502622129182,8,1400,529.1502622129182,8,1400,529.1502622129182,-11,distractor
488_swingley_aslin_2002_14,488,swingley_aslin_2002,14,0.7021035340397767,0.3225560200111008,7,0.31918238993710696,0.41326426192441634,6,1,0,6,NA,NA,NA,0.8571428571428571,0.3779644730092272,7,390,164.31676725154983,6,5,7,2733.3333333333335,482.58562855610285,6,2733.3333333333335,482.58562855610285,6,2733.3333333333335,482.58562855610285,-11,distractor
969_potter_remix_23,969,potter_remix,23,0.9202464035814051,0.060089722597585715,4,NA,NA,NA,1,0,4,NA,NA,NA,1,0,4,283.75,144.87782208928093,4,1,4,2958.3333333333335,245.5153310442706,4,2958.3333333333335,245.5153310442706,4,2958.3333333333335,245.5153310442706,-2,distractor
970_potter_remix_20,970,potter_remix,20,0.4779567709038401,0.4294742138561185,3,NA,NA,NA,1,0,2,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,740,353.5533905932738,2,2,3,2066.666666666667,565.6854249492382,2,2066.666666666667,565.6854249492382,2,2066.666666666667,565.6854249492382,-5,distractor
971_potter_remix_22,971,potter_remix,22,0.21875,0.4375,4,NA,NA,NA,1,NA,1,NA,NA,NA,0.25,0.5,4,390,NA,1,1,4,2800,NA,1,2800,NA,1,2800,NA,-3,distractor
972_potter_remix_28,972,potter_remix,28,0.9885057471264368,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,140,NA,1,0,1,2866.666666666667,NA,1,2866.666666666667,NA,1,2866.666666666667,NA,3,distractor
973_potter_remix_25,973,potter_remix,25,0.3391046324344256,0.35556824221095806,6,-0.5683962264150944,0.19928896390827935,4,1,0,4,NA,NA,NA,0.5,0.5477225575051661,6,890,435.88989435406734,3,4,6,1541.6666666666667,988.5923400546936,4,1541.6666666666667,988.5923400546936,4,1541.6666666666667,988.5923400546936,0,distractor
974_potter_remix_27,974,potter_remix,27,0.62691688217413,0.28610798746558924,3,0.45754716981132076,0.08672064297570864,2,1,0,3,NA,NA,NA,1,0,3,390,86.60254037844386,3,4,3,1800,973.5387911006823,3,1800,973.5387911006823,3,1800,973.5387911006823,2,distractor
975_potter_remix_19,975,potter_remix,19,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,-6,distractor
976_potter_remix_29,976,potter_remix,29,0.33466898954703833,0.45604691706491274,2,NA,NA,NA,1,NA,1,NA,NA,NA,0.5,0.7071067811865476,2,940,NA,1,1,2,2300,NA,1,2300,NA,1,2300,NA,4,distractor
977_potter_remix_25,977,potter_remix,25,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,distractor
978_potter_remix_25,978,potter_remix,25,0.5288461538461539,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,515,NA,1,2,1,1833.3333333333335,NA,1,1833.3333333333335,NA,1,1833.3333333333335,NA,0,distractor
