recording_name,subject_id,dataset_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred,data_split
315_fmw_2013_24,315,fmw_2013,24,0.7454362280985827,0.2345885104434331,14,0.6564465408805031,0.15494164161284762,6,1,0,13,NA,NA,NA,0.9285714285714286,0.2672612419124244,14,603.4615384615385,246.56291130413194,13,10,14,2702.5641025641025,352.09992754097374,13,2702.5641025641025,352.09992754097374,13,2702.5641025641025,352.09992754097374,-1,distractor
316_fmw_2013_19,316,fmw_2013,19,0.3541809218548184,0.33265705382292665,12,-0.11212657232704401,0.4026400638818311,8,1.25,0.4629100498862757,8,NA,NA,NA,0.5625,0.51234753829798,12,678.8888888888889,205.43821726035083,8,14,12,1658.3333333333335,670.6429040569242,8,1616.6666666666667,613.0848357878507,8,1800,841.2009555504842,-6,distractor
316_fmw_2013_23,316,fmw_2013,23,0.6316901262938077,0.2719072058751491,14,0.2289308176100629,0.2714573045742003,10,1,0,13,NA,NA,NA,0.8571428571428571,0.36313651960128146,14,631.6666666666666,316.10796007731665,12,15,14,2215.3846153846157,732.7795111531244,13,2215.3846153846157,732.7795111531244,13,2215.3846153846157,732.7795111531244,-2,distractor
317_fmw_2013_18,317,fmw_2013,18,0.6252949327210787,0.3013971191061304,20,0.19854559748427672,0.17504351510271687,8,1.2777777777777777,0.4608885989624768,18,NA,NA,NA,0.88,0.33166247903553997,20,494.54545454545456,311.4517049273683,18,21,20,2103.703703703704,734.4811773318338,18,2088.888888888889,685.613126680874,18,2161.1111111111113,749.7494134752864,-7,distractor
317_fmw_2013_24,317,fmw_2013,24,0.3942587936290944,0.23696677324268917,8,-0.042452830188679236,0.013341637380878252,2,1,0,7,NA,NA,NA,0.75,0.4629100498862757,8,702.5,171.5735993677349,6,11,8,1471.4285714285716,625.2195381619731,7,1471.4285714285716,625.2195381619731,7,1471.4285714285716,625.2195381619731,-1,distractor
318_fmw_2013_18,318,fmw_2013,18,0.1890074864358806,0.28570052429959203,23,-0.5816627358490566,0.2006741651073741,8,1.1,0.31622776601683794,10,NA,NA,NA,0.32,0.4760952285695233,23,521.25,359.25269657999786,8,14,23,1435,942.5618491675615,10,1470,930.3457474920511,10,1470,930.3457474920511,-7,distractor
318_fmw_2013_24,318,fmw_2013,24,0.33158690611636377,0.3334295328754605,16,-0.5511006289308176,0.3456513455147324,6,1,0,10,NA,NA,NA,0.5,0.5163977794943222,16,702.5,393.47354240333436,8,11,16,1720.0000000000002,929.5160030897802,10,1720.0000000000002,929.5160030897802,10,1720.0000000000002,929.5160030897802,-1,distractor
319_fmw_2013_17,319,fmw_2013,17,0.5999848355291695,0.2522437720312072,23,0.17574685534591195,0.2002082416975484,8,1.2272727272727273,0.4289320272288885,22,NA,NA,NA,0.8928571428571429,0.314970394174356,23,623,274.68921832985484,21,31,23,2038.6363636363637,751.16111819837,22,2074.2424242424245,739.7219424814652,22,2121.2121212121215,738.7638362643409,-8,distractor
319_fmw_2013_25,319,fmw_2013,25,0.8098633557253051,0.21013850736619022,16,0.4820754716981132,0.3037953948705335,10,1,0,16,NA,NA,NA,1,0,16,438.4375,174.9925593656294,16,11,16,2695.8333333333335,745.1447783758139,16,2695.8333333333335,745.1447783758139,16,2695.8333333333335,745.1447783758139,0,distractor
320_fmw_2013_18,320,fmw_2013,18,0.46737742183780007,0.3302631670069475,13,-0.04658018867924528,0.3620587557539732,8,1.1,0.31622776601683794,10,NA,NA,NA,0.6428571428571429,0.4972451580988469,13,665,381.6084380618437,8,15,13,1965,831.8672288410892,10,1906.6666666666667,830.1122934597984,10,2023.3333333333335,873.4845783652825,-7,distractor
320_fmw_2013_24,320,fmw_2013,24,0.6959147567005836,0.2872101048309992,17,0.28144654088050314,0.31132302357890695,8,1,0,15,NA,NA,NA,0.8823529411764706,0.3321055820775357,17,651.6666666666666,312.802234798983,15,11,17,2664.444444444445,439.96151827874394,15,2664.444444444445,439.96151827874394,15,2664.444444444445,439.96151827874394,-1,distractor
321_fmw_2013_17,321,fmw_2013,17,0.3104594346029466,0.28441838386134105,17,-0.2287735849056604,0.20587699918149713,6,1,0,11,NA,NA,NA,0.5882352941176471,0.5072996561958923,17,747.5,405.35478287544606,10,14,17,1469.6969696969697,539.434795864986,11,1469.6969696969697,539.434795864986,11,1469.6969696969697,539.434795864986,-8,distractor
321_fmw_2013_18,321,fmw_2013,18,0.28290913854991967,0.2907690597410512,11,0.10377358490566042,0.08004982428526958,2,1,0,7,NA,NA,NA,0.7272727272727273,0.46709936649691375,11,718.125,298.33990083220755,8,11,11,1342.857142857143,895.816260450084,7,1208.3333333333335,912.479614906025,8,1342.857142857143,895.816260450084,-7,distractor
321_fmw_2013_25,321,fmw_2013,25,0.6911733437334466,0.24811632587477817,15,0.3950471698113207,0.14305028632024333,8,1.0666666666666667,0.2581988897471611,15,NA,NA,NA,0.8666666666666667,0.3518657752744984,15,493.84615384615387,189.25461075574273,13,13,15,2052.222222222222,908.5761289020212,15,2037.7777777777778,923.8348875588644,15,2066.666666666667,896.5542503437949,0,distractor
322_fmw_2013_21,322,fmw_2013,21,0.8152646001096119,0.17143168079975282,22,0.6053066037735849,0.12774092498307768,8,1.1363636363636365,0.35125008665710444,22,NA,NA,NA,0.96,0.2,22,379.5833333333333,238.6461664339555,21,12,22,2728.030303030303,622.3650565289344,22,2709.0909090909095,635.5584819153812,22,2746.969696969697,613.6592552693079,-4,distractor
323_fmw_2013_19,323,fmw_2013,19,0.5200578328016422,0.35193992972342686,16,0.2007337526205451,0.14150477513877732,6,1,0,12,NA,NA,NA,0.6875,0.47871355387816905,16,828.6363636363636,419.87552267958483,11,10,16,2263.888888888889,708.0287521031288,12,2263.888888888889,708.0287521031288,12,2263.888888888889,708.0287521031288,-6,distractor
323_fmw_2013_20,323,fmw_2013,20,0.6155601317802141,0.31918285298249977,18,0.19811320754716982,0.2902880005252841,8,1,0,16,NA,NA,NA,0.8333333333333334,0.3834824944236852,18,476.6666666666667,246.3785318415161,15,13,18,2212.5,863.3161731456297,16,2212.5,863.3161731456297,16,2212.5,863.3161731456297,-5,distractor
323_fmw_2013_23,323,fmw_2013,23,0.6259275904241681,0.24403740176967006,15,0.3288784067085954,0.2923013347160015,6,1,0,15,NA,NA,NA,0.9333333333333333,0.2581988897471611,15,588.2142857142857,281.9001947147603,14,17,15,1977.7777777777778,822.2758455272574,15,1977.7777777777778,822.2758455272574,15,1977.7777777777778,822.2758455272574,-2,distractor
324_fmw_2013_20,324,fmw_2013,20,0.4559536993025793,0.33710483628915094,23,-0.05138561320754716,0.20502224774547026,8,1.2352941176470589,0.4372373160976031,17,NA,NA,NA,0.5666666666666667,0.5040069329937309,23,691.4705882352941,284.6970138689241,14,27,23,2131.372549019608,520.5459991728897,17,2058.823529411765,563.9061943962236,17,2237.2549019607845,558.2565062741193,-5,distractor
325_fmw_2013_18,325,fmw_2013,18,0.5943381120843603,0.2569642435014317,16,0.1597877358490566,0.14836145650721233,8,1.6,0.7367883976130072,15,NA,NA,NA,0.8571428571428571,0.35856858280031806,16,515,399.7241696028724,14,28,16,1637.4074074074076,645.4954028564105,15,1671.1111111111113,748.8474389169578,15,1897.7777777777778,784.0135513352104,-7,distractor
325_fmw_2013_24,325,fmw_2013,24,0.6638742362960909,0.3179310706228963,13,0.5078616352201257,0.2937534479269659,6,1.1666666666666667,0.3892494720807615,12,NA,NA,NA,0.7692307692307693,0.4385290096535146,13,332.5,187.84228017733977,10,10,13,2208.3333333333335,1039.7042120164988,12,2233.3333333333335,1019.8039027185571,12,2241.666666666667,1006.1552985739751,-1,distractor
326_fmw_2013_18,326,fmw_2013,18,0.4696466963542606,0.3571255465345974,20,-0.11676493710691825,0.34639599941007104,8,1.0625,0.25,16,NA,NA,NA,0.6363636363636364,0.49236596391733095,20,504.2857142857143,156.4984288795202,13,19,20,1992.7083333333335,937.8258692908355,16,1952.0833333333335,995.2456424867627,16,2020.8333333333335,913.0230616534892,-7,distractor
326_fmw_2013_25,326,fmw_2013,25,0.3371862189872142,0.3208248673586344,19,-0.2055817610062893,0.2654004349459212,8,1.0833333333333333,0.28867513459481287,12,NA,NA,NA,0.5263157894736842,0.512989176042577,19,650,363.08860259354515,10,13,19,1577.7777777777778,904.4595834237913,12,1541.6666666666667,947.5246858541631,12,1580.5555555555557,901.6772623959671,0,distractor
327_fmw_2013_21,327,fmw_2013,21,0.712989714211802,0.2607540650546423,23,0.37368317610062896,0.09567137790194177,8,1.3636363636363635,0.49236596391733095,22,NA,NA,NA,0.875,0.3360107525161235,23,498.0357142857143,231.1458545694819,21,27,23,2483.3333333333335,502.08559737354256,22,2442.4242424242425,673.0002176294544,22,2640.909090909091,513.8228770830947,-4,distractor
328_fmw_2013_17,328,fmw_2013,17,0.16512626262626262,0.3318677703056691,10,-0.5487421383647799,0.10702608939550384,4,1,0,3,NA,NA,NA,0.2,0.4216370213557839,10,202.5,17.67766952966369,2,2,10,1700.0000000000002,1419.3112570695846,3,1700.0000000000002,1419.3112570695846,3,1700.0000000000002,1419.3112570695846,-8,distractor
328_fmw_2013_18,328,fmw_2013,18,0.279414084081973,0.2721144821854595,16,-0.4119496855345912,0.19846479733249983,6,1,0,9,NA,NA,NA,0.4375,0.51234753829798,16,843.5714285714286,390.893360198941,7,11,16,1607.4074074074076,404.755680001933,9,1607.4074074074076,404.755680001933,9,1607.4074074074076,404.755680001933,-7,distractor
328_fmw_2013_25,328,fmw_2013,25,0.48604416453514127,0.2805831931561206,19,0.062106918238993725,0.2447121700653668,8,1,0,17,NA,NA,NA,0.8421052631578947,0.3746343246326776,19,675.9375,276.43093622096643,16,24,19,1723.529411764706,826.7040235076034,17,1723.529411764706,826.7040235076034,17,1723.529411764706,826.7040235076034,0,distractor
329_fmw_2013_18,329,fmw_2013,18,0.576131294872706,0.3347303253476178,23,0.17230738993710693,0.22815510203710362,8,1.0476190476190477,0.21821789023599236,21,NA,NA,NA,0.8461538461538461,0.36794648440311994,23,501.3636363636364,351.16534505429144,21,25,23,2234.126984126984,864.3635454045587,21,2249.2063492063494,866.1933994732385,21,2249.2063492063494,866.1933994732385,-7,distractor
329_fmw_2013_23,329,fmw_2013,23,0.7081857853099065,0.27528735802015697,15,0.41764937106918243,0.17585565985973595,8,1,0,15,NA,NA,NA,1,0,15,536.6666666666666,301.16835981288096,15,13,15,2257.777777777778,968.673341394323,15,2257.777777777778,968.673341394323,15,2257.777777777778,968.673341394323,-2,distractor
330_fmw_2013_20,330,fmw_2013,20,0.529870747275569,0.31482852861779936,15,0.1629323899371069,0.08677140758658908,4,1,0,13,NA,NA,NA,0.8666666666666667,0.3518657752744984,15,563.0769230769231,338.57260706739146,13,11,15,1948.7179487179487,770.2350993444198,13,1948.7179487179487,770.2350993444198,13,1948.7179487179487,770.2350993444198,-5,distractor
330_fmw_2013_21,330,fmw_2013,21,0.6957377900653208,0.24519951218089808,13,0.29245283018867924,0.3727957247967359,4,1.2307692307692308,0.4385290096535146,13,NA,NA,NA,1,0,13,318.84615384615387,257.1571653528396,13,14,13,1897.4358974358977,954.3721553074623,13,1923.0769230769233,930.0920519342294,13,1943.5897435897436,912.402670140017,-4,distractor
331_fmw_2013_19,331,fmw_2013,19,0.564333191661338,0.4182476465079288,12,0.2216981132075472,0.4711296364799022,6,1,0,8,NA,NA,NA,0.6666666666666666,0.49236596391733095,12,555.625,226.75407540832805,8,6,12,2812.5,302.33876721110414,8,2812.5,302.33876721110414,8,2812.5,302.33876721110414,-6,distractor
331_fmw_2013_20,331,fmw_2013,20,0.7436421573293699,0.20653037861864812,10,0.5283018867924528,0.21388271790103083,6,1,0,10,NA,NA,NA,1,0,10,547.5,231.85543867773396,10,8,10,2216.666666666667,702.0692519744055,10,2216.666666666667,702.0692519744055,10,2216.666666666667,702.0692519744055,-5,distractor
332_fmw_2013_19,332,fmw_2013,19,0.6052824754863506,0.27581864905417347,19,0.10603380503144656,0.31945126452983275,8,1.6666666666666667,0.8401680504168059,18,NA,NA,NA,0.9642857142857143,0.1889822365046136,19,508.51851851851853,282.55297261961755,18,29,19,1664.6604938271605,736.8945797065574,18,1914.814814814815,937.5410908448295,18,2016.6666666666667,986.2618406390128,-6,distractor
332_fmw_2013_25,332,fmw_2013,25,0.6742280008508654,0.20404727696221706,18,0.3160377358490566,0.25350476359145907,6,1.1111111111111112,0.3233808333817773,18,NA,NA,NA,0.8333333333333334,0.3834824944236852,18,616.6666666666666,370.2637412645723,15,16,18,1850.925925925926,812.7752871445362,18,1855.5555555555557,810.3900456840465,18,1872.2222222222224,790.2386501450095,0,distractor
333_fmw_2013_21,333,fmw_2013,21,0.4903007003772383,0.29502733716897833,8,-0.037735849056603765,0.2806005462126105,4,1,0,6,NA,NA,NA,0.875,0.3535533905932738,8,690,259.0045044653342,7,7,8,2111.1111111111113,591.6705790167989,6,1857.1428571428573,862.1064396160797,7,2111.1111111111113,591.6705790167989,-4,distractor
334_fmw_2013_18,334,fmw_2013,18,0.37311763081419685,0.3511636188231014,18,-0.2824685534591195,0.19900090274412205,8,1,0,12,NA,NA,NA,0.5714285714285714,0.50709255283711,18,656.6666666666666,294.52066861669357,12,11,18,1922.2222222222224,902.2232173950824,12,1797.4358974358975,973.9630324627258,13,1922.2222222222224,902.2232173950824,-7,distractor
334_fmw_2013_25,334,fmw_2013,25,0.43283655567490154,0.4027764552957692,8,-0.3207547169811321,0.4026876598191141,4,1,0,5,NA,NA,NA,0.625,0.5175491695067657,8,470,345.6877203488721,5,5,8,2160,897.3417533037357,5,2160,897.3417533037357,5,2160,897.3417533037357,0,distractor
335_fmw_2013_18,335,fmw_2013,18,0.6887177543316106,0.23956262961243682,19,0.4010744234800839,0.17943511454709485,6,1.2777777777777777,0.5745131499601416,18,NA,NA,NA,0.8695652173913043,0.34435022157509093,19,530,318.3427480926146,18,22,19,2375.925925925926,659.7737337990834,18,2328.070175438597,778.5126019179326,19,2487.0370370370374,645.1568070919734,-7,distractor
335_fmw_2013_24,335,fmw_2013,24,0.7276868151029748,0.25693951804463744,18,0.38663522012578616,0.1902616066565092,10,1.1176470588235294,0.3321055820775357,17,NA,NA,NA,0.9444444444444444,0.23570226039551584,18,417.94117647058823,322.0882003792275,17,13,18,2355.8823529411766,837.5091453992912,17,2364.7058823529414,823.1435837550605,17,2364.7058823529414,823.1435837550605,-1,distractor
336_fmw_2013_18,336,fmw_2013,18,0.5475195031148772,0.350226944076909,24,0.07203223270440252,0.2696754803698045,8,1.15,0.36634754853252327,20,NA,NA,NA,0.7096774193548387,0.4614143753790638,24,747.9545454545455,254.9960741570306,19,24,24,2440.8333333333335,507.44385798415965,20,2433.3333333333335,515.7178611224375,20,2463.3333333333335,520.8966628164682,-7,distractor
336_fmw_2013_26,336,fmw_2013,26,0.6530458301742884,0.2861518469107651,15,0.22425314465408805,0.42326935345545474,8,1,0,13,NA,NA,NA,0.8666666666666667,0.3518657752744984,15,718.8461538461538,230.22773006809518,13,11,15,2448.7179487179487,494.9027934137925,13,2448.7179487179487,494.9027934137925,13,2448.7179487179487,494.9027934137925,1,distractor
337_fmw_2013_18,337,fmw_2013,18,0.6268930870105209,0.35043502990447384,12,0.22264150943396227,0.26494921735886945,8,1.3,0.48304589153964794,10,NA,NA,NA,0.8125,0.4031128874149275,12,566.9230769230769,257.888367819121,10,15,12,2256.666666666667,1022.0168875896908,10,1848.4848484848485,1217.681187646206,11,2303.3333333333335,1047.212643634355,-7,distractor
337_fmw_2013_24,337,fmw_2013,24,0.6633020935510878,0.25094138278397865,7,-0.2688679245283019,0.006670818690439126,2,1.1428571428571428,0.3779644730092272,7,NA,NA,NA,1,0,7,668.5714285714286,294.5436340866195,7,8,7,1838.0952380952383,917.6113458379763,7,1800,945.5549027285905,7,1876.1904761904764,900.1469603706665,-1,distractor
338_fmw_2013_18,338,fmw_2013,18,0.5601323168174815,0.23623879766559172,17,0.15723270440251574,0.15306700969368073,8,1.5333333333333334,0.7432233529572065,15,NA,NA,NA,0.8260869565217391,0.38755338788158983,17,836.0526315789474,298.2894704597105,14,28,17,1863.703703703704,609.9587499665759,15,1906.6666666666667,625.1602969042394,15,2022.2222222222224,558.0104491635093,-7,distractor
338_fmw_2013_24,338,fmw_2013,24,0.5658607279455411,0.23061143187083177,13,0.3431603773584906,0.08810995846029103,4,1.1538461538461537,0.3755338080994054,13,NA,NA,NA,1,0,13,555.3846153846154,279.9811120002974,13,18,13,1716.6666666666667,891.3680704608154,13,1758.9743589743591,854.0918770676458,13,1758.9743589743591,854.0918770676458,-1,distractor
339_fmw_2013_18,339,fmw_2013,18,0.351818009764894,0.3286395087482942,8,-0.3278301886792453,0.669995656271951,6,1,0,5,NA,NA,NA,0.625,0.5175491695067657,8,1080,341.2293949823198,5,6,8,1866.6666666666667,691.6164640415477,5,1866.6666666666667,691.6164640415477,5,1866.6666666666667,691.6164640415477,-7,distractor
340_fmw_2013_18,340,fmw_2013,18,0.2494528797564999,0.35245518579017543,13,-0.46084905660377357,0.3261037696709126,8,1.1666666666666667,0.408248290463863,6,NA,NA,NA,0.2222222222222222,0.4277926319464986,13,902.5,563.2864872040396,4,6,13,1900.0000000000002,913.8441393974747,6,1709.5238095238096,1025.0048393226837,7,1944.4444444444446,892.8522751190061,-7,distractor
340_fmw_2013_24,340,fmw_2013,24,0.4818621742491435,0.30477818589925576,14,0.041928721174004174,0.36107375975614947,6,1.0909090909090908,0.30151134457776363,11,NA,NA,NA,0.6428571428571429,0.4972451580988469,14,815,389.7114317029974,9,10,14,1919.6969696969697,720.7564768976405,11,1948.4848484848485,674.1848800776035,11,1948.4848484848485,674.1848800776035,-1,distractor
341_fmw_2013_18,341,fmw_2013,18,0.46143062406866053,0.23289499869792582,8,0.095125786163522,0.12833823528359728,4,1,0,7,NA,NA,NA,0.625,0.5175491695067657,8,1000,267.86190471957747,5,7,8,1638.0952380952383,517.625837779093,7,1638.0952380952383,517.625837779093,7,1638.0952380952383,517.625837779093,-7,distractor
342_fmw_2013_17,342,fmw_2013,17,0.07164093258786891,0.1454458391250676,14,-0.8582940251572327,0.16735697094687632,8,1,0,3,NA,NA,NA,0.11764705882352941,0.3321055820775357,14,1365,35.35533905932738,2,3,14,933.3333333333334,404.145188432738,3,933.3333333333334,404.145188432738,3,933.3333333333334,404.145188432738,-8,distractor
342_fmw_2013_23,342,fmw_2013,23,0.32369644153957877,0.3388156088234556,9,0.17452830188679247,0.026683274761756425,2,1,0,5,NA,NA,NA,0.3333333333333333,0.5,9,965,163.93596310755,3,5,9,1800.0000000000002,664.1619615057092,5,1800.0000000000002,664.1619615057092,5,1800.0000000000002,664.1619615057092,-2,distractor
343_fmw_2013_17,343,fmw_2013,17,0.40220353205172166,0.32041490932091377,6,0.033018867924528295,0.22013701678449124,2,1,0,4,NA,NA,NA,0.6666666666666666,0.5163977794943222,6,771.25,247.80284501998761,4,5,6,1716.6666666666667,404.14518843273805,4,1716.6666666666667,404.14518843273805,4,1716.6666666666667,404.14518843273805,-8,distractor
343_fmw_2013_24,343,fmw_2013,24,0.49816571030415,0.33114626442826745,17,-0.12154088050314467,0.3834250951717327,10,1,0,13,NA,NA,NA,0.6470588235294118,0.492592183071889,17,753.6363636363636,269.1104876169908,11,14,17,2043.5897435897439,776.1949706604859,13,1919.0476190476193,879.3659609539667,14,2043.5897435897439,776.1949706604859,-1,distractor
344_fmw_2013_18,344,fmw_2013,18,0.6115995763068466,0.32059218387509686,19,0.28862028301886794,0.2425749692280831,8,1,0,17,NA,NA,NA,0.8947368421052632,0.3153017676423058,19,626.7647058823529,381.21082248077715,17,14,19,2272.549019607843,916.078242512739,17,2272.549019607843,916.078242512739,17,2272.549019607843,916.078242512739,-7,distractor
344_fmw_2013_19,344,fmw_2013,19,0.4554715997915581,0.32099366743268204,4,0.330188679245283,0.040024912142634754,2,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,0.75,0.5,4,706.6666666666666,534.0489990004038,3,5,4,1594.4444444444446,552.8545451998637,3,1800,371.1842908553348,3,1800,371.1842908553348,-6,distractor
344_fmw_2013_24,344,fmw_2013,24,0.7749059005433533,0.2378859695150561,18,0.6183962264150944,0.2461427643314669,10,1,0,17,NA,NA,NA,0.9444444444444444,0.23570226039551584,18,447.3529411764706,283.49998703184946,17,9,18,2711.764705882353,528.3545180388128,17,2711.764705882353,528.3545180388128,17,2711.764705882353,528.3545180388128,-1,distractor
345_fmw_2013_17,345,fmw_2013,17,0.5359906252140154,0.3886091506069007,14,0.14544025157232707,0.15793195814840502,8,1,0,10,NA,NA,NA,0.7142857142857143,0.4688072309384954,14,675,267.49870196985177,10,8,14,2466.666666666667,683.6720027962294,10,2466.666666666667,683.6720027962294,10,2466.666666666667,683.6720027962294,-8,distractor
345_fmw_2013_18,345,fmw_2013,18,0.7393189118512103,0.2983928009536599,12,0.30660377358490565,0.4090359773397408,6,1,0,11,NA,NA,NA,0.8333333333333334,0.3892494720807615,12,537.5,211.62401145007675,10,6,12,2657.575757575758,651.5095137176789,11,2657.575757575758,651.5095137176789,11,2657.575757575758,651.5095137176789,-7,distractor
345_fmw_2013_24,345,fmw_2013,24,0.5900397617595041,0.33854684378008554,20,0.07802672955974846,0.5360116279983783,8,1,0,16,NA,NA,NA,0.8,0.41039134083406165,20,668.125,324.0209612561097,16,13,20,2427.0833333333335,554.6061331818852,16,2427.0833333333335,554.6061331818852,16,2427.0833333333335,554.6061331818852,-1,distractor
346_fmw_2013_18,346,fmw_2013,18,0.4565061948436958,0.3429665370917529,18,-0.06780660377358491,0.43653323019954365,8,1,0,13,NA,NA,NA,0.6111111111111112,0.5016313257045503,18,855.9090909090909,262.743393654514,11,13,18,2087.1794871794873,759.0855196951304,13,2087.1794871794873,759.0855196951304,13,2087.1794871794873,759.0855196951304,-7,distractor
346_fmw_2013_19,346,fmw_2013,19,0.7725151426907397,0.25125522765772695,5,0.6226415094339621,0.1334163738087826,2,1,0,5,NA,NA,NA,0.8,0.44721359549995793,5,427.5,204.63381929681125,4,3,5,2466.666666666667,772.0823214600313,5,2466.666666666667,772.0823214600313,5,2466.666666666667,772.0823214600313,-6,distractor
346_fmw_2013_24,346,fmw_2013,24,0.6282036995794926,0.22771363062222677,13,0.07258909853249476,0.3313492879808439,6,1,0,12,NA,NA,NA,0.7692307692307693,0.4385290096535146,13,820,205.074512203627,10,12,13,2230.5555555555557,457.8073198273943,12,2230.5555555555557,457.8073198273943,12,2230.5555555555557,457.8073198273943,-1,distractor
347_fmw_2013_18,347,fmw_2013,18,0.24444290876942198,0.3287793129536951,15,-0.4320754716981132,0.2260452954920707,8,1.1428571428571428,0.3779644730092272,7,NA,NA,NA,0.2777777777777778,0.4608885989624768,15,825,501.43543951340337,5,8,15,1578.5714285714287,589.6259239201837,7,1595.8333333333335,947.7521442783061,8,1771.4285714285716,871.8708219448167,-7,distractor
347_fmw_2013_24,347,fmw_2013,24,0.36027512217203495,0.2855925552312774,9,-0.2665094339622641,0.444590589970326,4,1,0,6,NA,NA,NA,0.5555555555555556,0.5270462766947299,9,445,319.37438845342626,5,8,9,1616.6666666666667,450.5552130427524,6,1616.6666666666667,450.5552130427524,6,1616.6666666666667,450.5552130427524,-1,distractor
348_fmw_2013_18,348,fmw_2013,18,0.49327938376207936,0.253831531282154,13,-0.027712264150943397,0.08922943605993383,8,1,0,11,NA,NA,NA,0.7692307692307693,0.4385290096535146,13,732.5,303.69255286665606,10,16,13,1842.4242424242425,572.5364440784357,11,1842.4242424242425,572.5364440784357,11,1842.4242424242425,572.5364440784357,-7,distractor
348_fmw_2013_19,348,fmw_2013,19,0.6480302782077023,0.27349203965691216,12,0.39858490566037735,0.20270399760329696,6,1,0,12,NA,NA,NA,1,0,12,508.75,150.42553276984233,12,13,12,2119.444444444445,996.8088814451576,12,2119.444444444445,996.8088814451576,12,2119.444444444445,996.8088814451576,-6,distractor
348_fmw_2013_24,348,fmw_2013,24,0.623530351543608,0.2908968624750351,13,0.22311320754716982,0.3044315081832302,10,1,0,12,NA,NA,NA,0.8461538461538461,0.3755338080994054,13,626.3636363636364,252.08223766353422,11,11,13,2200,799.8737274082578,12,2200,799.8737274082578,12,2200,799.8737274082578,-1,distractor
349_fmw_2013_18,349,fmw_2013,18,0.5012682495215003,0.3007257672484194,25,-0.05426493710691824,0.2596291764318709,8,1.4285714285714286,0.50709255283711,21,NA,NA,NA,0.7647058823529411,0.43056154520204615,25,595.7692307692307,289.3361101131081,19,38,25,1800,849.9673196331989,21,1681.818181818182,870.0621684731368,22,1888.888888888889,882.1270589592796,-7,distractor
349_fmw_2013_24,349,fmw_2013,24,0.6035788951688865,0.30389015792074053,13,0.23427672955974843,0.507146038676154,6,1.0909090909090908,0.30151134457776363,11,NA,NA,NA,0.8461538461538461,0.3755338080994054,13,569.5454545454545,336.8638786324125,11,10,13,2078.787878787879,646.0603217919665,11,2048.4848484848485,709.8299696818851,11,2109.090909090909,592.5633410288837,-1,distractor
350_fmw_2013_18,350,fmw_2013,18,0.32762971863084095,0.31048481932890665,16,-0.26179245283018865,0.1037962144184734,6,1,0,10,NA,NA,NA,0.4375,0.51234753829798,16,979.2857142857143,393.6625942291674,7,9,16,1666.6666666666667,733.1649638366054,10,1666.6666666666667,733.1649638366054,10,1666.6666666666667,733.1649638366054,-7,distractor
350_fmw_2013_19,350,fmw_2013,19,0.29841197409180403,0.34434059107610215,17,-0.35200471698113206,0.1479216037962463,8,1,0,8,NA,NA,NA,0.35294117647058826,0.492592183071889,17,769.1666666666666,230.44341315530514,6,8,17,1991.6666666666667,597.2822044444583,8,1991.6666666666667,597.2822044444583,8,1991.6666666666667,597.2822044444583,-6,distractor
350_fmw_2013_24,350,fmw_2013,24,0.2662063447748968,0.31509694526053633,14,-0.4669811320754717,0.353770726117666,12,1,0,7,NA,NA,NA,0.42857142857142855,0.5135525910130955,14,673.3333333333334,225.64721728101736,6,10,14,1728.5714285714287,775.6546987160018,7,1728.5714285714287,775.6546987160018,7,1728.5714285714287,775.6546987160018,-1,distractor
351_fmw_2013_18,351,fmw_2013,18,0.5818577301699144,0.27677367823326593,9,-0.10455974842767296,0.3055483635804911,4,1.125,0.3535533905932738,8,NA,NA,NA,0.8,0.4216370213557839,9,665,406.86080455816125,7,7,9,1939.5833333333335,896.5514840164303,8,1916.6666666666667,897.6158898517148,8,1962.5,900.1653287300168,-7,distractor
351_fmw_2013_23,351,fmw_2013,23,0.48925990560217986,0.39420308764708895,8,0.4363207547169811,0.3096845702461369,4,1,0,6,NA,NA,NA,0.625,0.5175491695067657,8,530,314.5433197510321,5,5,8,1716.6666666666667,1004.8217088949993,6,1716.6666666666667,1004.8217088949993,6,1716.6666666666667,1004.8217088949993,-2,distractor
352_fmw_2013_19,352,fmw_2013,19,0.4025938629760511,0.3905202172425522,21,-0.012853773584905661,0.33750238456463627,8,1.0714285714285714,0.2672612419124244,14,NA,NA,NA,0.5,0.5099019513592785,21,815,342.1744194607968,12,16,21,2109.5238095238096,746.3218722483866,14,2154.761904761905,781.474296251691,14,2154.761904761905,781.474296251691,-6,distractor
