recording_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,initial_look,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,exp_to_target_lang_centred,age_months_centred
Mix_14_S26,15.1,33,33,61,0.5627420449554837,0.44975727389283704,3,NA,NA,NA,1,0,3,distractor,1,NA,1,NA,NA,NA,835,NA,1,2,3,1222.2222222222224,1042.2109689039469,3,0.11666666666666685,0.1632737986736798,3,0.1000277777777776,0.12623237867491013,3,288.6666666666667,151.6091466018239,3,1222.2222222222224,1042.2109689039469,3,-0.16999999999999998,-9.9
Mix_14_S31,15.033333333333333,82,82,18,0.2870809408583237,0.09484335779608705,4,-0.3492806516449804,0.19931090854454206,2,1.25,0.5,4,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,4,4,408.33333333333337,125.83057392117918,4,-0.030000000000000138,0.11979148550710937,4,-0.04298893491565914,0.06161733769504737,4,387.5,238.1323161605749,4,245.83333333333334,45.89642122738418,4,0.31999999999999995,-9.966666666666667
Mix_14_S35,15,42,42,58,0.4505447838784425,0.39432112278645337,5,-0.08041098064106633,0.29064283989037,4,1,0,3,distractor,0.5,0.7071067811865476,2,NA,NA,NA,1234,NA,1,3,5,1605.5555555555557,647.5023237481543,3,0.0750000000000001,0.028939592256975483,5,0.03436379310344835,0.026213271935758328,5,509.8,113.98113879059115,5,1561.1111111111113,706.5828042482066,3,-0.08000000000000002,-10
Mix_14_S40,15.233333333333333,40,40,60,0.7411761781666335,0.2988786942223043,4,0.46888359437713517,0.1363234486341227,4,1,0,4,distractor,1,NA,1,NA,NA,NA,918,NA,1,2,4,1362.5,875.6346904452286,4,0.03166666666666673,0.08460693430998036,3,-0.04527777777777775,0.1155651672017584,3,466.6666666666667,346.1218475238645,3,1362.5,875.6346904452286,4,-0.09999999999999998,-9.766666666666667
Mix_14_S45,14,41,41,59,0.6386861313868613,0.4747145075099348,4,0.00724637681159418,0.010247924365022395,2,1,0,3,distractor,0.5,0.7071067811865476,2,NA,NA,NA,1018,NA,1,1,4,1950.0000000000002,620.7074816512024,3,0.04250000000000009,0.053774219349672664,4,-0.016092261904761873,0.04629339435821886,4,408,217.58829625388094,4,1950.0000000000002,620.7074816512024,3,-0.09000000000000002,-11
Mix_14_S47,14.333333333333334,26,26,74,0.41896271693555803,0.40179533243930776,6,-0.2025206276631205,0.1870390251223905,6,1.25,0.5,4,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,3,6,931.25,570.3465077379618,4,0.05874999999999997,0.17427827365069523,4,-0.0560208333333333,0.246139031915719,4,416.5,211.9756275298334,4,929.1666666666667,572.09410647783,4,-0.24,-10.666666666666666
Mix_20_S60,20.633333333333333,86.33,86.33,13.86,0.6893111809742939,0.29065397689992684,4,0.3729768327515075,0.0836611730708868,4,1.25,0.5,4,distractor,1,0,3,NA,NA,NA,557,551.5605134525132,3,5,4,1368.75,794.0862148826579,4,0.06500000000000006,0.06055300708195013,4,0.027601293103448388,0.044453009977820625,4,553.75,83.22409506867588,4,1283.3333333333335,900.1028747788695,4,0.36329999999999996,-4.366666666666667
Mix_20_S62,21.5,90.24,90.24,9.76,0.5358998424871655,0.20186508322070856,6,0.07228453987048378,0.26435954087139346,6,1,0,6,distractor,1,0,4,NA,NA,NA,868,244.6316959567314,4,8,6,1219.4444444444446,470.3918776068721,6,0.06666666666666672,0.11809600614189575,6,0.008069444444444537,0.11168348650273857,6,405,220.00363633358427,6,1219.4444444444446,470.3918776068721,6,0.4024,-3.5
Mix_20_S67,20.666666666666668,37,37,63,0.7110807528840316,0.13622646124498577,2,0.40363913248962874,0.07615795873620802,2,1,0,2,distractor,1,0,2,NA,NA,NA,618.5,259.50818869546293,2,2,2,1416.6666666666667,494.9747468305833,2,0.0800000000000003,0.028284271247461613,2,0.018561781609195416,0.009222866895993503,2,250,70.71067811865476,2,1416.6666666666667,494.9747468305833,2,-0.13,-4.333333333333332
Mix_20_S06,20.666666666666668,34,34,67,NA,NA,7,-0.05745708705930725,0.5349429837620857,6,1,0,4,distractor,0.5,0.7071067811865476,2,NA,NA,NA,219,NA,1,3,6,1616.6666666666667,726.6105992641197,4,-0.04416666666666683,0.05911147660705711,6,-0.04632070707070716,0.0692133847113527,6,233.16666666666666,216.04575132750625,6,1562.5000000000002,713.5429338999292,4,-0.15999999999999998,-4.333333333333332
Mix_20_S07,21.066666666666666,45.5,45.5,54.5,0.6486174862042312,0.353123781761151,6,0.30710287349323945,0.05605055701197831,6,1,0,6,distractor,1,0,3,NA,NA,NA,690.3333333333334,423.1977473159957,3,6,6,1450,887.9439421745296,6,0.04083333333333328,0.12080631881928465,6,-0.04239224137931038,0.14721722240249305,6,252.5,211.7326143984436,6,1422.2222222222224,920.4869886621409,6,-0.044999999999999984,-3.9333333333333336
Mix_20_S16,21.333333333333332,36.5,36.5,63.5,NA,NA,7,0.33604243408427753,0.22682285601724841,6,1,0,6,distractor,1,NA,1,NA,NA,NA,119,NA,1,5,6,1602.7777777777778,506.11995357563944,6,0.03500000000000002,0.08386497083606095,7,-0.019869047619047477,0.09114556247125283,7,304.85714285714283,229.87201407988502,7,1602.7777777777778,506.11995357563944,6,-0.135,-3.666666666666668
Mix_14_S05,14,51.5,51.5,48.5,0.5,0.7071067811865476,2,-0.05839416058394159,0.08258181386120261,2,2,NA,1,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,0,2,1008.3333333333334,NA,1,0.022499999999999964,0.08838834764831845,2,-0.040166666666666906,0.11219427594826574,2,316.5,306.1772362537751,2,1150,NA,1,0.015000000000000013,-11
Mix_14_S10,15.7,50,50,50,NA,NA,7,0.5614862124898621,0.2575749421005561,6,1.1666666666666667,0.408248290463863,6,distractor,1,NA,1,NA,NA,NA,486,NA,1,6,6,1643.0555555555557,523.6203211686314,6,0.06571428571428564,0.07753647375206557,7,0.010101731601731587,0.09031551533679812,7,397,201.71762441591463,7,1550.0000000000002,710.711693382845,6,0,-9.3
Mix_20_S22,19.966666666666665,56.5,56.5,43.5,NA,NA,7,0.016422783811930963,0.62180565311066,6,1,0,4,distractor,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,1235,NA,1,2,6,1441.6666666666667,488.09910954717043,4,0.009999999999999851,0.03523729085311001,7,-0.05006362889983577,0.06691696311733313,7,340.14285714285717,220.54661530798774,7,1404.1666666666667,530.4391960825865,4,0.06499999999999995,-5.033333333333335
Mix_20_S17,20.7,27,27,73,NA,NA,8,-0.02020182932453986,0.5775025830776768,6,1.4,0.5477225575051661,5,distractor,0.8,0.44721359549995793,5,NA,NA,NA,764,389.526207933005,4,7,6,975,769.6048769769242,5,-0.02562500000000012,0.1324073125947787,8,-0.041604166666666664,0.13080443076265758,8,412.375,224.51658386090642,8,856.6666666666667,841.5098863880856,5,-0.22999999999999998,-4.300000000000001
Mix_20_S20,19.933333333333334,40,40,60,NA,NA,6,0.10737825705821899,0.28586030477764096,4,1.6666666666666667,0.5773502691896257,3,distractor,0.5,0.7071067811865476,2,NA,NA,NA,302,NA,1,2,5,1177.7777777777778,525.484784993114,3,0.05750000000000003,0.09169242062460771,6,0.02457007575757575,0.08746447572686779,6,502.3333333333333,192.78762062608342,6,1005.5555555555557,625.4627916220945,3,-0.09999999999999998,-5.066666666666666
Mix_20_S23,20.4,38,38,62,NA,NA,8,0.1713296208228597,0.48005424896428844,6,1,0,5,distractor,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,960.5,200.11121907579295,2,6,6,1280,676.8390584999593,5,0.03749999999999992,0.15083103128998357,8,-0.022152462121212135,0.13846806792517957,8,407.875,195.87272653434934,8,1216.6666666666667,726.7698703471716,5,-0.12,-4.600000000000001
Mix_14_S13,14.833333333333334,59,59,41,NA,NA,6,-0.16157896738234884,0.5072134951921353,6,1.6666666666666667,0.5773502691896257,3,distractor,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,685,NA,1,5,4,700,80.36375634160795,3,0.09666666666666683,0.08244189873278422,6,0.05999999999999983,0.05953325401263838,6,371.6666666666667,197.06005852700508,6,677.7777777777778,48.112522432468836,3,0.08999999999999997,-10.166666666666666
Mix_20_S27,21.9,52,52,48,NA,NA,7,0.23066561989367154,0.5703124391040381,6,1.2,0.44721359549995793,5,distractor,1,0,2,NA,NA,NA,493,318.1980515339464,2,7,5,1353.3333333333335,725.8519898099827,5,0.07642857142857144,0.1954207914073772,7,-0.014129251700680292,0.21150139974285403,7,375.57142857142856,212.47812212308443,7,1343.3333333333335,742.1440411252912,5,0.020000000000000018,-3.1000000000000014
Mix_14_S15,14.066666666666666,10.7,10.7,86.5,NA,NA,3,NA,NA,NA,1,NA,1,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,0,2,2250,NA,1,0.0300000000000001,0.10259142264341575,3,-0.03830555555555574,0.15020953728905667,3,322.3333333333333,150.74592310684005,3,2250,NA,1,-0.393,-10.933333333333334
Mix_14_S27,15.333333333333334,63,63,37,NA,NA,5,-0.03763577167737857,0.2335611407253584,4,1.5,0.5773502691896257,4,distractor,1,0,3,NA,NA,NA,940.3333333333334,342.0311876617881,3,5,4,620.8333333333334,321.7789096051304,4,0.02799999999999958,0.11935241933031791,5,-0.013877310924370079,0.12884988379556106,5,436.2,141.5139569088505,5,587.5,381.8509986698807,4,0.13,-9.666666666666666
Mix_20_S44,20.333333333333332,31,31,69,NA,NA,8,0.46526281204000847,0.3614149974900316,6,1,0,6,distractor,1,0,2,NA,NA,NA,777,459.6194077712559,2,5,6,1611.1111111111113,686.5102302925255,6,0.03937499999999999,0.11223182321809236,8,-0.03335416666666674,0.13117630773244637,8,314.5,213.85976713725282,8,1611.1111111111113,686.5102302925255,6,-0.19,-4.666666666666668
Mix_14_S36,14,51,51,49,0.5807291666666666,0.5191835851142478,3,-0.24962702472293266,0.014844419852275139,2,1,0,2,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,1,3,1925,530.3300858899106,2,0.04166666666666682,0.278851812497845,3,0.011476053639846828,0.22287245677401174,3,449.3333333333333,185.80186579615753,3,1650,919.2388155425117,2,0.010000000000000009,-11
Mix_14_S38,15.033333333333333,32,32,68,NA,NA,6,0.06619591664022002,0.567841625610414,6,1.75,0.9574271077563381,4,distractor,1,0,2,NA,NA,NA,560,11.313708498984761,2,5,4,670.8333333333334,457.119605063416,4,0.01416666666666666,0.062242804135632,6,0.003874999999999925,0.07532117803852453,6,291.5,164.37122619242092,6,675,343.86151389875073,4,-0.18,-9.966666666666667
Mix_14_S42,14.266666666666667,24,24,76,0.23684210526315788,0.03721614637823934,2,NA,NA,NA,1,0,2,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,2,2,341.6666666666667,176.7766952966369,2,-0.11999999999999966,0.0212132034355966,2,-0.1673922413793103,0.15010779729929902,2,325,223.44574285494903,2,325,153.2064692570853,2,-0.26,-10.733333333333333
Mix_14_S49,14.433333333333334,47,47,51,NA,NA,7,0.17154294253034177,0.4233381254342476,6,1.2,0.44721359549995793,5,distractor,1,0,3,NA,NA,NA,640.6666666666666,133.94526245199316,3,8,5,1198.3333333333333,739.9418145292836,5,-0.177857142857143,0.5411165704884144,7,-0.24808333333333352,0.5862255700508822,7,252.28571428571428,166.17632631807524,7,1100,517.7408189003022,5,-0.030000000000000027,-10.566666666666666
Mix_20_S57,20.333333333333332,12,12,85,NA,NA,7,0.05821784971261328,0.3863446755076644,6,1.75,0.5,4,distractor,1,0,2,NA,NA,NA,901.5,400.92954493277244,2,7,5,420.83333333333337,77.72815877574013,4,0.04642857142857145,0.16303665962277425,7,0.04245003518648849,0.09326868561425156,7,273.85714285714283,217.7134420681067,7,275,73.91185942027818,4,-0.38,-4.666666666666668
Mix_20_S66,21.366666666666667,80.15,80.15,19.85,NA,NA,8,-0.028826827462181317,0.46796059275310953,6,1.6666666666666667,0.816496580927726,6,distractor,1,0,4,NA,NA,NA,526.5,144.29945714843606,4,13,6,768.9814814814815,433.0712051433111,6,0.011875000000000246,0.17687641973180834,8,-0.056343750000000026,0.223145227452263,8,308.125,220.93078263176844,8,777.7777777777778,444.8054089732406,6,0.3015000000000001,-3.633333333333333
CogMisp24_S03_557712000,25,61,38,61,0.5220187022399726,0.42750467260744307,11,-0.0044025157232704445,0.39155735157300764,10,1.4444444444444444,0.5270462766947299,9,distractor,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,755,NA,1,9,11,1099.0740740740741,926.0921147155242,9,0.3504545454545455,0.16709958924926388,11,0.2519199677020994,0.11174020712557663,11,446.45454545454544,134.90319761693095,11,851.8518518518518,846.8669564785893,9,0.10999999999999999,0
CogMisp24_S05_529728000,31,75,25,75,0.6903520432756075,0.22402118188719602,11,0.2930817610062893,0.171938433628368,10,2.272727272727273,1.1037127426019047,11,distractor,1,0,3,NA,NA,NA,138.33333333333334,92.58689612106744,3,13,11,741.0353535353536,450.39907014843226,11,0.15500000000000008,0.15139352694220448,11,0.0968248820145372,0.09685051918724953,11,470.8181818181818,143.28769534179702,11,730.3030303030304,468.79385316754826,11,0.25,6
CogMisp24_S06_548532000,28,100,0,100,0.6161030261260101,0.15375041575878098,12,0.20178197064989517,0.19445067303549893,12,1.8333333333333333,0.937436866561092,12,distractor,1,0,4,NA,NA,NA,658.75,254.92923854800702,4,20,12,898.3796296296297,569.5687944214909,12,0.10750000000000011,0.14400915374946258,12,0.05131576541274822,0.12377938632141848,12,423.5,159.96732620927767,12,719.4444444444446,565.2760715234965,12,0.5,3
CogMisp24_S18_554724000,29,95,5,95,0.7711238955405453,0.24114972212629054,12,0.45440251572327045,0.35532314220424605,12,1.9166666666666667,1.164500152881315,12,distractor,1,0,6,NA,NA,NA,168.83333333333334,146.66481059431626,6,9,12,1015.462962962963,598.8356094688893,12,0.041666666666666775,0.04965029219603351,12,0.01931990578865576,0.05292459009291929,12,463.5,181.2073147229187,12,1084.7222222222224,651.0077011341932,12,0.44999999999999996,4
CogMisp24_S23_529692000,31,99,1,99,0.5651996230870797,0.28089579451893615,11,0.20440251572327045,0.31469244075721403,10,1.3636363636363635,0.674199862463242,11,distractor,1,0,6,NA,NA,NA,338.1666666666667,228.07929907527046,6,16,11,1148.4848484848485,753.7113559452373,11,0.14636363636363628,0.14948396083009896,11,0.07781060606060596,0.08704344453991777,11,392.3636363636364,163.5183614933031,11,1046.969696969697,839.8352411772397,11,0.49,6
CogMisp24_S24_536832000,27,74,26,74,0.6270918510744042,0.32278967939392955,10,0.21226415094339623,0.37931135895363643,8,1.7777777777777777,0.8333333333333334,9,distractor,0.75,0.5,4,NA,NA,NA,688,393.64450967846614,3,12,10,976.851851851852,633.5830404420581,9,0.19449999999999998,0.12925964395570483,10,0.11906785714285721,0.1156259037471577,10,479.7,156.435325649647,10,850.0000000000001,543.7140792732887,9,0.24,2
CogMisp24_S32_554952000,30,76,16,76,0.5505406966011018,0.2777013222600907,8,0.12578616352201255,0.251310135907606,4,1.4285714285714286,0.5345224838248488,7,distractor,1,0,3,NA,NA,NA,615,270.53835217950154,3,11,8,916.6666666666667,246.45636680909817,7,0.1999999999999999,0.12928374110570018,8,0.12994954284221527,0.09727959670196906,8,408,231.9421110043255,8,850.0000000000001,459.46829173634075,7,0.26,5
CogMisp24_S35_563376000,28,100,0,100,0.6237392222215482,0.33101803964057563,11,0.21949685534591193,0.31579662326062075,10,1.8888888888888888,1.2692955176439846,9,distractor,1,0,2,NA,NA,NA,305,70.71067811865476,2,12,11,1266.6666666666667,787.2574582406671,9,0.3581818181818182,0.4288838579806468,11,0.0956785390283244,0.2290336252526562,11,381.54545454545456,117.74324917918958,11,548.1481481481482,375.50377683820057,9,0.5,3
CogMisp24_S38_562800000,28,35,65,35,0.3950641738377544,0.2265003379836567,3,-0.04402515723270441,0.15120522364995354,2,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,761.1111111111111,567.2382737961705,3,0.3250000000000002,0.0494974746830579,2,0.2654242424242421,0.18421203023820473,2,499.5,0.7071067811865476,2,638.8888888888889,659.1942331642754,3,-0.15000000000000002,3
CogMisp24_S52_522864000,31,36,64,36,0.7394546187998015,0.2331612638004355,12,0.45702306079664573,0.23393480189092067,12,1.3333333333333333,0.6513389472789296,12,distractor,1,0,5,NA,NA,NA,301.2,282.162541808795,5,12,12,1549.3055555555557,825.0685488305564,12,0.22749999999999995,0.13269068611556037,12,0.1953998015873016,0.13259433457655714,12,344.25,203.9719789133257,12,1545.8333333333335,827.3153918402327,12,-0.14,6
CogMisp24_S56_542736000,29,92,8,92,0.7828770996659472,0.15326411127817152,10,0.5133647798742139,0.1878369188299172,8,1.5,0.7071067811865476,10,distractor,1,0,4,NA,NA,NA,392.25,251.51060282487762,4,15,10,1661.9444444444446,734.7256353627927,10,0.34199999999999997,0.19131416861045902,10,0.18146666666666667,0.17220753611217818,10,444.5,187.29789107194986,10,1378.3333333333335,871.7815588894694,10,0.42000000000000004,4
CogMisp24_S68_585456000,25,35,65,35,0.6640390411257877,0.2671958925738203,9,0.3018867924528302,0.22634520235020017,6,1.6666666666666667,0.7071067811865476,9,distractor,1,0,6,NA,NA,NA,393.8333333333333,360.9916434859215,6,9,9,888.8888888888889,422.7678309532182,9,0.1677777777777777,0.14855788247159568,9,0.11233404558404564,0.12096829224604555,9,397.8888888888889,207.87462834870232,9,1027.7777777777778,565.3170202048876,9,-0.15000000000000002,0
CogMisp24_S72_592776000,25,99,1,99,0.617259908800041,0.2905187490446087,11,0.12327044025157234,0.3420366108400364,10,1.4545454545454546,0.5222329678670935,11,distractor,1,0,3,NA,NA,NA,471.6666666666667,152.75252316519467,3,14,11,1073.4848484848485,688.6865334926634,11,0.03727272727272721,0.2164066038313486,11,0.008648756798756702,0.1730860332819663,11,345.27272727272725,179.33883623414695,11,1051.5151515151515,702.3553447529465,11,0.49,0
CogMisp24_S75_549624000,24,100,0,100,0.7199765104291649,0.2986959700041971,9,0.32075471698113206,0.35825877975180676,6,1.25,0.4629100498862757,8,distractor,1,0,5,NA,NA,NA,517.6,326.0449355533682,5,6,9,1786.4583333333335,771.9016085317922,8,0.188888888888889,0.17506744731991455,9,0.11535866602533268,0.16805756600629498,9,392.22222222222223,130.087257040974,9,1679.1666666666667,945.8241556089237,8,0.5,-1
CogMisp24_S76_602136000,25,98,2,98,0.7273765521580888,0.18312218821243537,11,0.5025157232704403,0.24954546886628232,10,1.2727272727272727,0.46709936649691375,11,distractor,1,0,6,NA,NA,NA,424.1666666666667,262.576020738122,6,14,11,1646.969696969697,662.8146289297124,11,0.1840000000000001,0.1015928693910705,10,0.11960512820512821,0.09432947188357353,10,502.9,134.34652540683325,10,1507.5757575757577,851.6116628149384,11,0.48,0
CogMisp24_S01_540060000,25,48,52,48,0.6456593266438255,0.16857832583267987,12,0.23480083857442346,0.19982935953668302,12,1.25,0.621581560508061,12,distractor,1,0,4,NA,NA,NA,563,530.7648569124875,4,17,12,1373.3796296296298,405.4577478802498,12,0.12791666666666665,0.12725168927854133,12,0.09321338383838378,0.09603388774223529,12,400,215.85222217568625,12,1340.2777777777778,473.46020137870335,12,-0.020000000000000018,0
CogMisp24_S02_587580000,25,38,62,38,0.670781765630561,0.29873980089970226,6,0.6352201257861636,0.044472124602927585,2,1.8333333333333333,0.752772652709081,6,distractor,1,0,3,NA,NA,NA,493.3333333333333,214.44191132643203,3,6,6,800.462962962963,629.4922916664585,6,0.1799999999999998,0.07687652437513015,6,0.10266427203065136,0.05319934440511127,6,516.1666666666666,142.15121057052826,6,486.11111111111114,297.84721412657694,6,-0.12,0
CogMisp24_S07_563760000,27,100,0,100,0.6076415792922061,0.28873745947647417,10,0.18427672955974844,0.4006776911066288,10,1.4,0.5163977794943222,10,distractor,1,0,4,NA,NA,NA,646.5,330.9808655093725,4,13,10,1138.3333333333335,753.98324964202,10,0.2355000000000001,0.0952904915391761,10,0.20204458128078812,0.09274358936764276,10,389.8,147.84661721602635,10,1211.6666666666667,723.5905840551917,10,0.5,2
CogMisp24_S09_547320000,28,59,40,59,0.6830453914824253,0.3382198792484274,12,0.3359538784067086,0.2719116213873659,12,1.5,0.5222329678670935,12,distractor,1,NA,1,NA,NA,NA,388,NA,1,10,12,1209.0277777777778,862.1125856112764,12,0.16999999999999996,0.0854932214218819,12,0.12930555555555545,0.0727100608315517,12,471.8333333333333,155.75320415985223,12,1068.0555555555557,797.0735088128187,12,0.08999999999999997,3
CogMisp24_S12_536196000,30,71,24,71,0.7812598338837241,0.22533938025567565,9,0.5167714884696017,0.2209120429433467,6,1.8888888888888888,0.7817359599705717,9,distractor,1,0,4,NA,NA,NA,550.75,525.8031158776702,4,8,9,1182.0987654320988,701.739614058978,9,0.32666666666666677,0.19418097229131384,9,0.24664020749365584,0.09112584682089177,9,397.77777777777777,139.59385532481164,9,824.0740740740741,671.5503989065936,9,0.20999999999999996,5
CogMisp24_S15_533280000,26,96,4,96,0.6501486954091288,0.23129153244437792,9,0.2819706498951782,0.2268833964334525,6,1.4444444444444444,0.7264831572567789,9,distractor,1,0,2,NA,NA,NA,372,165.46298679765212,2,10,9,1180.5555555555557,699.8263673543921,9,0.4544444444444442,0.3989552327990919,9,0.17205555555555557,0.10743048380521972,9,479.3333333333333,164.4277957037678,9,1166.6666666666667,743.770424556156,9,0.45999999999999996,1
CogMisp24_S33_544764000,25,65,35,65,0.5203514373832114,0.22721706561778077,11,0.028930817610062894,0.2051338847989354,10,1.3636363636363635,0.504524979109513,11,distractor,1,0,5,NA,NA,NA,615,406.728410613274,5,18,11,841.6666666666667,530.0943312279429,11,0.1322727272727272,0.11230235163084604,11,0.09362202797202795,0.08743992648401512,11,343.6363636363636,131.9774774173781,11,568.3333333333334,256.5740573666407,10,0.15000000000000002,0
CogMisp24_S37_582792000,24,100,0,100,0.5866304255390731,0.2253389713729226,10,0.22720125786163523,0.23075205142356864,8,1.2,0.4216370213557839,10,distractor,0.8,0.44721359549995793,5,NA,NA,NA,409,180.03518174697598,4,13,10,1108.3333333333335,578.1649343898545,10,0.2234999999999999,0.13329270214248204,10,0.17618928571428571,0.07197848708458413,10,391.5,149.88532653702666,10,950,678.4604940417007,10,0.5,-1
CogMisp24_S51_574128000,24,71,20,71,0.6755231145481285,0.23007967324648895,8,0.4308176100628931,0.40597472097587195,6,1.5,1.0690449676496976,8,distractor,1,0,3,NA,NA,NA,299,339.7822832344265,3,9,8,1233.3333333333335,857.4718284048383,8,0.3406250000000002,0.1875297595430809,8,0.18298363095238107,0.09188455638130323,8,426.875,193.96497290564014,8,1214.5833333333335,888.8389742929943,8,0.20999999999999996,-1
CogMisp24_S54_607272000,30,45,55,45,0.6192112087890239,0.21821643457793663,6,-0.02515723270440251,0.04447212460292751,2,1.5,0.8366600265340756,6,distractor,1,0,4,NA,NA,NA,366.75,267.1783112455051,4,8,6,862.0370370370371,175.27462285122124,6,0.2249999999999998,0.14615915982243466,5,0.13236428571428577,0.09055408598546005,5,506.4,82.89330491662159,5,916.6666666666667,107.496769977314,6,-0.04999999999999999,5
CogMisp24_S55_562620000,31,26,74,26,0.6161263233355591,0.20429100833060304,9,0.10377358490566037,0.2603728009809871,6,1.3333333333333333,0.5,9,distractor,1,0,3,NA,NA,NA,371.6666666666667,125.83057392117917,3,11,9,981.4814814814815,518.1560819952247,9,0.15722222222222224,0.15720430797037485,9,0.13283771624288862,0.0921782243047335,9,394.1111111111111,210.2649783276119,9,701.8518518518518,294.7980057556884,9,-0.24,6
CogMisp24_S66_576948000,26,87,13,87,0.5266279634173545,0.1603620188366093,12,0.04245283018867926,0.21686094731688482,12,1.5,0.7977240352174656,12,distractor,1,0,6,NA,NA,NA,410.5,404.9141884399706,6,24,12,965.0462962962964,421.79413827178064,12,0.2808333333333333,0.1084358489307542,12,0.18693685189331744,0.07818350852786894,12,473.25,85.67923796452568,12,995.8333333333335,503.9302601260487,12,0.37,1
CogMisp24_S69_591408000,25,39,61,39,0.5911221878131578,0.31060020101176977,12,0.17348008385744237,0.30836225382420207,12,1.0909090909090908,0.30151134457776363,11,distractor,0.8333333333333334,0.408248290463863,6,NA,NA,NA,478,244.81932113295306,5,13,12,1387.878787878788,725.1471463354068,11,0.11375000000000013,0.18632968094214095,12,0.057320279866332514,0.1496254367356666,12,440.0833333333333,151.99010633670346,12,1077.2727272727273,750.8614581218891,11,-0.10999999999999999,0
CogMisp24_S04_563532000,27,62,38,62,0.7666342987692545,0.17804754567878006,12,0.47851153039832284,0.18401825018455711,12,1.4166666666666667,0.5149286505444373,12,distractor,1,0,7,NA,NA,NA,438,364.26043796529245,7,15,12,1427.7777777777778,689.947053060549,12,0.11083333333333334,0.09680893397290195,12,0.057988247863247966,0.07353302440626006,12,389.6666666666667,214.99189554844887,12,1438.888888888889,729.7202083617957,12,0.12,2
CogMisp24_S10_560100000,26,96,0,96,0.4743231710714356,0.3283014649306026,7,-0.2531446540880503,0.24549123023319736,4,2,1,5,distractor,0.8,0.44721359549995793,5,NA,NA,NA,583.5,230.25565501560794,4,7,7,826.6666666666667,389.15467108168104,5,0.21928571428571425,0.11667006797762972,7,0.13967857142857149,0.1362618193019265,7,506.85714285714283,114.3786526869249,7,906.6666666666667,401.49027938973126,5,0.45999999999999996,1
CogMisp24_S14_554568000,29,42,58,42,0.6722543833625036,0.2745516045305749,11,0.3182389937106918,0.46996841025991337,10,1.7272727272727273,0.7862453931068965,11,distractor,1,0,3,NA,NA,NA,282.6666666666667,159.31206273642098,3,16,11,1145.7070707070707,814.6558423126551,11,0.22818181818181812,0.1675152638906784,11,0.16618181818181818,0.16628805670591704,11,461.72727272727275,120.77176069685406,11,1118.1818181818182,845.8544183071323,11,-0.08000000000000002,4
CogMisp24_S19_531828000,30,87,13,87,0.6058947419804297,0.3072031879348669,12,0.20073375262054508,0.473204823142666,12,1.4545454545454546,0.5222329678670935,11,distractor,1,0,4,NA,NA,NA,496.75,341.3808967512193,4,15,12,1256.818181818182,680.6942756992283,11,0.11374999999999987,0.1089437928475046,12,0.05692420465337126,0.060874663092881226,12,417.8333333333333,203.51137262541076,12,1230.3030303030305,794.1738608214963,11,0.37,5
CogMisp24_S21_561504000,28,30,65,30,0.6041078595079392,0.3595685630811354,12,0.19392033542976944,0.3749094661451466,12,1.4545454545454546,0.5222329678670935,11,distractor,0.8333333333333334,0.408248290463863,6,NA,NA,NA,624.6,317.9116229394578,5,13,12,1198.4848484848485,679.7243945344705,11,0.19875000000000012,0.10711346999582003,12,0.1606875,0.07937126770832292,12,475.9166666666667,87.83606458866564,12,1090.909090909091,797.230053106227,11,-0.2,3
CogMisp24_S22_531552000,31,82,18,82,0.7033472018595329,0.2799395189139847,6,0.11792452830188682,0.4077999255043182,4,1.6666666666666667,0.5163977794943222,6,distractor,1,0,2,NA,NA,NA,304.5,0.7071067811865476,2,6,6,781.9444444444445,276.4063366910443,6,0.010833333333333398,0.12134317725635282,6,-0.02643749999999982,0.12688284116437684,6,416.3333333333333,185.89315927883595,6,577.7777777777778,150.06171569897006,6,0.31999999999999995,6
