recording_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,mean_number_fixations,sd_number_fixations,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,mean_prop_shift_target_initial,sd_prop_shift_target_initial,mean_RT,sd_RT,total_aoi_switches,mean_duration_of_look,sd_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latencey,mean_first_look_dur,sd_first_look_dur,exp_to_target_lang_centred,age_months_centred
CompMix36_S01_88272000_F1,46,65,65,35,0.5575713291343349,0.3387796475387355,0.10953878406708596,0.5257600258133852,1.4615384615384615,0.6602252917735247,0.8333333333333334,0.408248290463863,0.5714285714285714,0.5345224838248488,460.2,273.4039136515789,15,1033.3333333333335,640.3847223291579,0.0442857142857142,0.08794353833037376,0.004077617784514352,0.089279664470802,418.7857142857143,261.1425129846002,1062.820512820513,707.0463421265468,0.15000000000000002,21
CompMix36_S04_82812000_F1,39,70,70,30,0.7687440261647006,0.19867486475308502,0.49910152740341424,0.20893682551044815,1.2666666666666666,0.5936168397046637,1,0,1,0,372,131.03434664239754,17,1633.1481481481483,613.3818442781501,0.04566666666666667,0.07480609855454537,0.028386507936507974,0.05077955958434208,437.53333333333336,222.4618319322815,1557.7777777777778,721.1341009371222,0.19999999999999996,14
CompMix36_S21_503484000_F1,37,50,50,50,0.847971791112014,0.12690687634292583,0.49937106918238994,0.1691552406003477,2.1538461538461537,0.8006407690254357,1,0,0.3333333333333333,0.5773502691896257,257,130.64149417394154,12,898.7179487179487,628.9654197240181,0.10692307692307697,0.14985463041364527,0.05771993810786917,0.09893174514078645,363.9230769230769,186.18112218055367,826.9230769230769,560.693125182377,0,12
CompMix36_S25_93468000_F1,37,90,90,10,0.9091529383239937,0.12970179872192597,0.5927672955974843,0.11138630960903466,2.4285714285714284,0.646206172658864,1,0,1,0,337,258.37182508934677,5,760.7142857142858,236.4410895361792,0.13214285714285717,0.1433086272258675,0.08364536340852131,0.10599337150923957,381.92857142857144,224.40569864069315,844.047619047619,409.742839033453,0.4,12
CompMix36_S28_502428000_F1,38,40,40,60,0.8320781226778294,0.1835985819263849,0.4009433962264151,0.2437403975751525,1.0909090909090908,0.30151134457776363,1,0,0.6666666666666666,0.5773502691896257,623.3333333333334,628.9374637699151,5,1690.909090909091,615.6461662515263,0.025000000000000227,0.16795336654361337,0.010925697865352977,0.11990813458710284,406.42857142857144,198.710725379765,1634.848484848485,689.1401464246162,-0.09999999999999998,13
CompMix36_S13_536412000_F2,40.43333333333333,70,70,40,0.7321289846277536,0.21514493218114225,0.33962264150943394,0.28217267565811865,1.7857142857142858,0.8017837257372732,1,0,0.75,0.5,513.1428571428571,142.8722372977906,12,923.2142857142858,432.7310727445874,0.09884615384615379,0.08834482266838112,0.04941979285082733,0.10225872752471109,397.2307692307692,152.822966122108,802.3809523809524,512.5292212998228,0.19999999999999996,15.43333333333333
CompMix36_S15_97932000_F2,39.46666666666667,45,45,50,0.5627342777394975,0.284107682800181,-0.0025157232704402623,0.31404864066523475,1.5,0.7977240352174656,0.8333333333333334,0.408248290463863,0.3333333333333333,0.5773502691896257,810.2,462.03917582819753,12,825.2314814814815,644.1564341765003,0.06249999999999989,0.16575584454250772,0.05202777777777782,0.11544828815992575,401.1666666666667,213.76062794772582,691.6666666666667,608.3800314164353,-0.04999999999999999,14.466666666666669
CompMix36_S17_94332000_F2,38,40,40,60,0.6443366169042721,0.27766768237556966,0.26690251572327045,0.389314229978365,1.75,0.6831300510639732,1,0,0.625,0.5175491695067657,400.8333333333333,162.67073082354634,22,1054.1666666666667,698.2525219160615,0.11218749999999994,0.0976211853714824,0.05351412835249042,0.11694947009551446,380.125,215.9589081283752,1102.0833333333335,766.5187055290471,-0.09999999999999998,13
CompMix36_S24_545388000_F2,41,40,40,60,0.6351568953665809,0.20513392356562826,0.2376460017969452,0.2747452559944118,1.3333333333333333,0.4879500364742666,1,0,0.4,0.5477225575051661,285.7,233.37240149121698,23,1397.7777777777778,722.0140115013232,0.07100000000000002,0.16100354920666451,0.019644444444444353,0.1343637581737799,335.53333333333336,215.2031819555871,1252.2222222222224,780.9707702054822,-0.09999999999999998,16
CompMix36_S30_109320000_F2,40.2,60,60,40,0.5146070796548532,0.21519219228694952,0.029481132075471705,0.1556857866308112,1.1875,0.4031128874149275,1,0,0.375,0.5175491695067657,498,250.27424957434195,20,1084.8958333333335,521.5736405341053,0.06406250000000008,0.06812289752107344,0.03192187499999999,0.0401070496799226,416.25,153.04618039445916,1184.375,545.9096638740801,0.09999999999999998,15.200000000000003
CompMix36_S03_86508000_E1,43.2,30,70,30,0.8556713517636446,0.22630539962451357,0.7032232704402516,0.29089183501072946,1.375,0.6191391873668903,1,0,0.75,0.4629100498862757,306.5,182.91938114918275,11,1889.236111111111,837.1977527206424,0.10375000000000004,0.15576156992874304,0.04435516624579122,0.1190864520297976,369.4375,231.92986547661343,1866.6666666666667,884.2866972667648,-0.2,18.200000000000003
CompMix36_S05_96120000_E1,46,40,60,40,0.7812239877631485,0.16217192745884693,0.5157232704402516,0.2905905405008069,1.9375,0.9287087810503355,1,0,0.4,0.5477225575051661,261.2857142857143,251.98327608905205,18,1168.6631944444446,587.595095348553,0.10343749999999996,0.08728724133571868,0.06843795897190297,0.07614491226225671,421.5,187.2171644552568,878.125,506.8317987480879,-0.09999999999999998,21
CompMix36_S06_93168000_E1,44.333333333333336,50,50,50,0.5982187259581533,0.27732591336440704,0.1069182389937107,0.3322365636606526,1.2857142857142858,0.4688072309384954,0.8571428571428571,0.3779644730092272,0.42857142857142855,0.5345224838248488,515,338.2300991928424,15,1223.8095238095239,735.514364055101,0.07999999999999992,0.11625568637870837,0.009434523809523825,0.10611273525804456,384.14285714285717,189.72241145050157,1291.6666666666667,690.3099142977579,0,19.333333333333336
CompMix36_S26_83640000_E1,44,40,60,40,0.7241647020608084,0.2749197353436094,0.3529874213836478,0.2416375610073916,1.6666666666666667,0.778498944161523,1,0,0.5714285714285714,0.5345224838248488,526.6,217.743656624022,8,952.7777777777778,715.3911599848798,0.15416666666666665,0.16897866101608183,0.1081249999999998,0.12314172001020084,340.25,197.99867997723436,841.6666666666667,678.0281868935998,-0.09999999999999998,19
CompMix36_S29_98280000_E1,40.43333333333333,20,80,20,0.7104529366866978,0.27133877047294713,0.431266846361186,0.2804399438251055,1.3333333333333333,0.816496580927726,1,0,0.625,0.5175491695067657,555.7142857142857,427.58925551114055,15,1612.7777777777778,854.5273144943532,0.1267857142857143,0.121964798560536,0.07716379310344819,0.10778342224458923,435.2857142857143,161.41939096719383,1502.2222222222224,954.955053098916,-0.3,15.43333333333333
CompMix36_S07_535140000_E2,41.266666666666666,50,50,50,0.6568809404814181,0.28608607380284906,0.30974842767295596,0.3090107249764925,1.6923076923076923,0.7510676161988108,1,NA,0.6666666666666666,0.5773502691896257,371,NA,13,857.2649572649573,635.8952998597063,0.2975000000000001,0.22384532778065913,0.1754128536934215,0.13564245846300732,456.7857142857143,132.10437515111275,629.1666666666667,589.9462824373218,0,16.266666666666666
CompMix36_S14_94020000_E2,38,55,45,55,0.5721757063318657,0.23519013690975357,0.1285377358490566,0.25533836002092697,1.4666666666666666,0.6399404734221844,0.8888888888888888,0.3333333333333333,0.2857142857142857,0.4879500364742666,305.625,181.11790753145152,23,1107.962962962963,548.4786023081377,0.09125000000000003,0.12843286183839384,0.027947916666666628,0.10712013796823329,410.125,216.54803162347147,866.6666666666667,547.7225575051662,0.050000000000000044,13
CompMix36_S20_85212000_E2,48,20,80,20,0.6058689297040071,0.22271393750516252,0.16876310272536688,0.3227143730711677,1.4285714285714286,0.5135525910130955,0.8,0.44721359549995793,0.2,0.44721359549995793,308,119.1217864204529,20,1098.2142857142858,604.3748851759989,0.06464285714285703,0.10512747364169704,0.026610056610056505,0.07910390661666136,411.57142857142856,216.44104341534964,1037.1794871794873,555.9507141655604,-0.3,23
Mix_20_S29,21.033333333333335,42,58,42,0.3500491642084562,0.3586993155719302,NA,NA,1.5,0.7071067811865476,0,0,NA,NA,NA,NA,2,687.5,17.67766952966369,0.09166666666666679,0.10420332688227057,0.03583333333333331,0.03004175335170106,282.6666666666667,288.82924597992724,600,141.42135623730945,-0.08000000000000002,-3.966666666666665
Mix_20_S36,21.3,62,38,62,0.6479256177029702,0.34395974428094095,0.20723636540296866,0.22707262710850432,1.3,0.48304589153964794,0.75,0.5,0.6,0.5477225575051661,207.66666666666666,214.23429541820175,8,1280.8333333333335,687.0051529988066,0.09800000000000009,0.1663697354956389,0.03637516708437771,0.11425280159768568,458,206.4864805905381,1163.3333333333335,785.9412851502991,0.12,-3.6999999999999993
Mix_14_S23,14.3,77,23,77,0.4952691240567489,0.34932866828503295,-0.00940434577124083,0.33426467388388453,1.2,0.44721359549995793,0.5,0.7071067811865476,0,0,900,NA,5,1251.6666666666667,418.0144867239784,0.13083333333333327,0.11231280722458446,0.05364880952380938,0.08561346277603431,557.8333333333334,116.75344391779913,1220,473.37441136307035,0.27,-10.7
Mix_14_S24,14,27,73,27,0.6747994852535651,0.41921621345395393,-0.29324024119327197,0.06014110357283234,1,0,NA,NA,1,NA,NA,NA,2,1541.6666666666667,491.50185561610465,-0.09400000000000004,0.10731961610069249,-0.10912549857549862,0.09500673992054258,349.6,183.26565417447975,1254.1666666666667,760.6496979312902,-0.22999999999999998,-11
Mix_20_S41,20.5,29,71,29,0.18115942028985507,0.36231884057971014,NA,NA,1,NA,0,0,1,NA,NA,NA,1,1666.6666666666667,NA,-0.02749999999999997,0.1429743566751278,-0.052739583333333284,0.15789039789943704,229,210.40754105624004,1666.6666666666667,NA,-0.21000000000000002,-4.5
Mix_20_S45,20.366666666666667,91,9,91,0.695018730712187,0.15540994091869506,0.3177651151056305,0.1250679578155205,1.3333333333333333,0.5163977794943222,NA,NA,0,NA,NA,NA,7,945.8333333333334,413.71454195160004,0.0866666666666666,0.1145280169507299,0.044083333333333176,0.05307081223338405,427.5,183.70710383651473,619.4444444444445,453.6783817574672,0.41000000000000003,-4.633333333333333
Mix_14_S30,14.466666666666667,24.1,75.9,24.1,0.3838898360428951,0.29881255354220143,-0.15372458901925173,0.2579231870453511,1.125,0.3535533905932738,0.4,0.5477225575051661,0,0,527,224.8599564173221,9,1022.9166666666667,602.5038694468383,0.049090909090909136,0.06999350619229548,-0.0036691919191919357,0.08867617208738675,258.6363636363636,148.52021594872042,987.5,623.8481449331304,-0.259,-10.533333333333333
Mix_14_S32,14.133333333333333,69,28,69,0.46557615591648127,0.3551304753556303,-0.0706983815253943,0.19124251816231239,1.6,0.699205898780101,0.5,0.5477225575051661,0.3333333333333333,0.5163977794943222,813.3333333333334,518.0215568230084,18,848.6111111111112,559.2228495629009,0.010416666666666704,0.06020640004235946,-0.011743055555555585,0.046115145443875225,351.0833333333333,247.56173089971037,913.3333333333334,600.2468627958802,0.18999999999999995,-10.866666666666667
Mix_14_S34,14.8,57,43,57,0.4217605862173522,0.35159396045755376,-0.11968521768702824,0.30727154991353356,1.1428571428571428,0.3779644730092272,0.25,0.5,0.5,0.5477225575051661,1384,NA,8,1225.0000000000002,635.1035202874265,-0.020000000000000018,0.07078135347674552,-0.06592032392894463,0.12506613768945024,304.27272727272725,160.63131133691894,1061.904761904762,665.1868496697339,0.06999999999999995,-10.2
Mix_20_S47,20.2,80,20,80,0.6347329301047756,0.27574187459467686,0.2672113383906532,0.17836003731208847,1.1818181818181819,0.40451991747794525,0.8571428571428571,0.3779644730092272,0.4,0.5477225575051661,812.8333333333334,409.6659208021417,10,1434.848484848485,617.8571637097646,0.05166666666666675,0.08381075363127594,0.0025138888888889266,0.06945318379352552,481.5833333333333,241.2073639511083,1412.1212121212122,648.3779294469696,0.30000000000000004,-4.800000000000001
Mix_14_S41,14.866666666666667,85,6,85,0.5599213796481717,0.37596014030960534,0.10030727354942824,0.40509428270882625,1.4444444444444444,0.5270462766947299,0.4,0.5477225575051661,0.6,0.5477225575051661,376.5,58.68986283848344,11,1326.851851851852,706.1212736396064,0.09583333333333333,0.10881246029362414,0.018916706138688826,0.14259525583641236,438.6666666666667,226.67651493757006,1342.5925925925926,676.7524120093655,0.35,-10.133333333333333
Mix_14_S43,14,48,52,48,0.4687228908577363,0.32328547226590204,-0.13328269819225919,0.4414359125522279,1.125,0.3535533905932738,0.5714285714285714,0.5345224838248488,0.3333333333333333,0.5773502691896257,772.5,487.69218434035486,9,1217.7083333333335,615.8365954549854,0.046499999999999944,0.10645943411042111,-0.0124083333333334,0.09403301273790972,346.3,183.62948807010517,1212.5,622.1921052802068,-0.020000000000000018,-11
Mix_20_S51,21.7,40,60,40,0.6863179291282677,0.33499090613952415,0.34834082395255783,0.278543278096781,1.1111111111111112,0.3333333333333333,1,0,1,0,843.5,249.59233428399466,7,1612.0370370370372,731.4975971032997,0.09833333333333351,0.05291502622129184,0.08425604731525782,0.08036678512626863,322.1111111111111,192.63530598286263,1483.3333333333335,690.15899939394,-0.09999999999999998,-3.3000000000000007
Mix_14_S46,14,29,71,29,0.47208302402325597,0.2651029562324927,-0.26086956521739124,0.15371886547533642,1,0,1,0,0,NA,1268,133,4,945.8333333333334,192.14915117245843,0.07999999999999999,0.10776131031126136,-0.02530000000000001,0.12122713988395689,422.8,302.55115269983685,841.6666666666667,289.47589933584504,-0.21000000000000002,-11
Mix_20_S53,21.133333333333333,25,73,25,0.44153487756467064,0.2640365626306759,-0.2663043478260869,0.47526418069098697,1.2,0.44721359549995793,0.5,0.5773502691896257,0,0,593.5,222.73863607376248,8,1066.6666666666667,372.49161064378353,0.04642857142857145,0.15153971662335172,-0.007904521404521438,0.16767281179262414,221.14285714285714,166.12989754148066,1040,363.7383064176161,-0.25,-3.866666666666667
Mix_20_S54,20.3,47,53,47,0.39553327212111883,0.4092624844733813,-0.14141665087479366,0.21279479276914343,1,0,0.3333333333333333,0.5163977794943222,0.3333333333333333,0.5773502691896257,509.5,482.95393155041194,4,1388.888888888889,799.0735376162313,0.01749999999999998,0.08923284148787375,-0.037519696969697015,0.1242649734300428,301.3,219.77769070889187,1152.7777777777778,703.2003560442364,-0.030000000000000027,-4.699999999999999
Mix_14_S48,15.1,60,40,60,0.48872505870542376,0.39023935615943217,-0.07948673749036315,0.12356991918092204,1.375,0.5175491695067657,0,0,0.5,0.5477225575051661,NA,NA,8,1093.75,629.4169322501378,0.050454545454545426,0.0806056618809916,-0.007450149583444739,0.08951941985199552,392.09090909090907,202.27182430850547,1104.1666666666667,649.7099474942769,0.09999999999999998,-9.9
Mix_20_S56,20.2,91.5,8.5,91.5,0.6970883262088386,0.34328793147563025,0.24999999999999997,0.056363584007623334,1.25,0.5,1,NA,0.6666666666666666,0.5773502691896257,1268,NA,3,1210.4166666666667,824.9964926973709,-0.030000000000000027,0.07820912137766708,-0.03480681818181808,0.09150694689875495,312,175.47079529084036,1141.6666666666667,886.2634839385876,0.41500000000000004,-4.800000000000001
Mix_20_S58,20.133333333333333,82,18,82,0.640966249532903,0.13723969697524543,0.22059134666243524,0.17513507848315368,1,0,1,0,0.6666666666666666,0.5773502691896257,635,373.4425435503209,9,1469.0476190476193,320.94025223185315,0.04928571428571425,0.034086724129853925,0.020440476190476176,0.04685771197954163,364,189.39376969689368,1469.0476190476193,320.94025223185315,0.31999999999999995,-4.866666666666667
Mix_20_S65,20.9,67,33,67,0.5908601005391486,0.2592774957301714,0.23369198642989766,0.16447881376175158,1.3636363636363635,0.674199862463242,0.8,0.44721359549995793,0.4,0.5477225575051661,863.75,344.9235422524824,16,1110.858585858586,595.5084643299912,0.08818181818181815,0.08432890154842297,0.045582491582491655,0.062450471796032726,317.8181818181818,186.48207323054845,1039.3939393939395,639.1953590810145,0.17000000000000004,-4.100000000000001
Mix_20_S01,22,39,61,39,0.42468139799124677,0.38097186320083654,-0.013550267397085404,0.13852402506561862,1.3333333333333333,0.5163977794943222,0.8,0.44721359549995793,1,0,755.25,519.0679949036863,6,1056.9444444444446,481.7334632653514,0.06277777777777788,0.09644010806943572,0.014818930041152287,0.05148875100867789,468.22222222222223,183.55774144514976,1080.5555555555557,580.8438943723431,-0.10999999999999999,-3
Mix_20_S02,20.533333333333335,64,36,64,0.6278196226190451,0.31162673803760793,0.255745331761974,0.25818130526468036,1.1818181818181819,0.40451991747794525,0.6,0.5477225575051661,1,0,735,283.50132274823693,8,1390.909090909091,619.1667176475365,0.08045454545454556,0.1250890591829386,-0.004954403340766931,0.10632106185456933,428.3636363636364,226.2442364911304,1345.4545454545455,654.772687829351,0.14,-4.466666666666665
Mix_20_S04,21.366666666666667,55,45,55,0.6040899262568801,0.2825616136365246,0.19955478718467204,0.3597920368169473,1.4166666666666667,0.7929614610987591,1,0,0.5,0.5477225575051661,460.1666666666667,343.0973136978293,14,1046.5277777777778,722.2116597906727,0.1016666666666668,0.09434784126579224,0.031310139573070606,0.11542714346413795,365,217.38403387051724,1013.8888888888889,748.3595977483603,0.050000000000000044,-3.633333333333333
Mix_14_S01,14,60,40,60,0.4893200918582522,0.3129625698594578,0.059231734997065306,0.4260156390745901,1.375,0.7440238091428449,1,NA,0.25,0.5,618,NA,9,740.6250000000001,382.9562715929601,0.008333333333333304,0.1811767093199344,-0.027964355332776414,0.22050914857367362,292.55555555555554,222.82678873460836,714.5833333333334,414.56015130209886,0.09999999999999998,-11
Mix_14_S02,14,55,45,55,0.3061522171749946,0.3159955955298565,-0.27369343655510375,0.452074089141276,1.125,0.3535533905932738,0.2,0.44721359549995793,0.25,0.5,385,NA,10,770.8333333333334,657.2398996669981,-0.007999999999999874,0.04308905506815694,-0.029010919540229763,0.053918576373893086,231.4,164.451411263834,869.0476190476192,710.79171894787,0.050000000000000044,-11
Mix_20_S19,19.633333333333333,50,50,50,0.615467356543333,0.2050528057024388,0.1794571517996935,0.18064550207257657,1.2727272727272727,0.46709936649691375,0.875,0.3535533905932738,0.3333333333333333,0.5773502691896257,525.8571428571429,430.6040054665185,16,1153.787878787879,570.469636405485,0.13772727272727273,0.34256651643413444,-0.03491221033868093,0.16874597397129013,277.09090909090907,197.0017535685683,1042.4242424242425,476.0580984830666,0,-5.366666666666667
Mix_20_S25,21.2,36,64,36,0.6274982401266621,0.3065834098183133,0.22232736409843754,0.3097083474962471,1.2727272727272727,0.46709936649691375,0.7777777777777778,0.44095855184409843,0.3333333333333333,0.5773502691896257,494.57142857142856,415.9514623698528,9,1183.3333333333335,580.4811222885146,0.07583333333333331,0.12297141821158974,0.007390213195170155,0.12396244169737046,394.1666666666667,202.8048024056331,1051.5151515151515,641.6755213871531,-0.14,-3.8000000000000007
Mix_20_S32,21.633333333333333,38,62,38,0.6094700333491733,0.33645132458170757,0.21705069292897514,0.299200874777102,1.3,0.48304589153964794,0.75,0.4629100498862757,0.25,0.5,346.5,157.26633460470808,12,1420.8333333333335,591.1415249067992,0.05041666666666681,0.15259063377269091,-0.009937500000000044,0.15526280313267612,349.5833333333333,198.00296523644346,1411.6666666666667,617.7942643683411,-0.12,-3.366666666666667
Mix_20_S37,20.533333333333335,56,43,56,0.6334507121942516,0.19919534240300896,0.2931214468984253,0.2538762629655028,1.6666666666666667,0.816496580927726,1,0,0,NA,685.3333333333334,579.5112883571237,10,882.8703703703704,250.44661752647548,0.10428571428571422,0.06373307431706682,0.07072619047619051,0.04243226394866914,473.57142857142856,155.80849050769254,647.2222222222223,306.85079013652125,0.06000000000000005,-4.466666666666665
Mix_20_S39,21.466666666666665,18,74,18,0.5104148462774951,0.44234122390995056,-0.27491382806163833,0.03688224238853193,1.6,0.8944271909999159,0.6666666666666666,0.5773502691896257,1,0,1009.5,389.6158364337877,3,1236.111111111111,1019.4028147721745,-0.04583333333333347,0.17065804014656524,-0.06114898989898979,0.15299707565060525,286,193.73693504337265,1033.3333333333335,848.7736251007489,-0.32,-3.533333333333335
Mix_20_S42,20.866666666666667,77.5,22.5,77.5,0.47313326742604644,0.41944497205416237,-0.13595752404740757,0.16839542126889118,1.25,0.4629100498862757,0.3333333333333333,0.5163977794943222,0.5,0.5773502691896257,793.5,200.11121907579295,8,1180.2083333333335,761.0291890507891,0.10499999999999998,0.09354143466934856,0.05841481481481479,0.06348997739077354,434.6,184.2933651666398,1062.5,864.3627802450867,0.275,-4.133333333333333
Mix_20_S43,21,63,37,63,0.5293778888515095,0.4477240814438858,0.08735156557508564,0.5972002923516858,1.375,0.5175491695067657,0.5,0.5773502691896257,1,0,426.5,246.7802666341051,7,1425,833.6189986562416,0.03666666666666677,0.06886526150697639,-0.01168326118326122,0.06177702951875499,383,183.72212218951256,681.25,473.45718533908257,0.13,-4
Mix_14_S28,14.3,50,50,50,0.5701917576142232,0.3906453487952758,0.12636629671346866,0.11991638065478075,1.4285714285714286,0.5345224838248488,0.5,0.5773502691896257,0.75,0.5,94,130.10764773832474,5,1190.4761904761906,727.2861237643035,0.05833333333333332,0.1402453207775575,-0.0028968253968253916,0.10955548293309172,442.22222222222223,201.06390636920503,876.1904761904763,478.21593050679127,0,-10.7
Mix_14_S29,14.3,50,50,50,0.6680974061330646,0.40995626327182055,0.15884683557501822,0.5800322793478642,1.625,1.1877349391654208,0.5,0.7071067811865476,0.8333333333333334,0.408248290463863,53,NA,3,1230.9027777777778,897.0525879002602,-0.0062500000000002,0.1567926291999358,-0.0161979166666667,0.12851345536295172,287.25,248.56488086614328,1272.9166666666667,874.7306841772901,0,-10.7
