recording_name,age_months,exp_to_target_lang,initial_look,samples_target,samples_distractor,mean_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,mean_number_fixations,total_aoi_switches,mean_duration_of_look,mean_peak_pupil_size_difference,mean_mean_pupil_size_difference,mean_peak_pupil_latency,mean_first_look_dur,exp_to_target_lang_centred,age_months_centred
CompMix36_S07_535140000_E2,41.266666666666666,50,neither,243,126,0.6585365853658537,NA,NA,1.6666666666666667,4,859.2592592592594,0.745,0.17367511320097537,477.3333333333333,925,0,16.266666666666666
CompMix36_S07_535140000_E2,41.266666666666666,50,distractor,203,79,0.7198581560283688,NA,NA,2,4,1113.888888888889,0.06500000000000017,0.02675000000000005,574.5,225,0,16.266666666666666
CompMix36_S14_94020000_E2,38,55,target,295,168,0.6371490280777538,NA,NA,1.6666666666666667,3,1080.5555555555557,0.0783333333333333,0.01636111111111127,361,727.7777777777778,0.050000000000000044,13
CompMix36_S14_94020000_E2,38,55,distractor,498,118,0.8084415584415584,NA,NA,1.25,3,1812.5,-0.013750000000000151,-0.04264674764890286,391.25,1500.0000000000002,0.050000000000000044,13
CompMix36_S14_94020000_E2,38,55,neither,144,15,0.9056603773584906,NA,NA,1,1,2400,0.4950000000000001,0.3147126436781611,633,2400,0.050000000000000044,13
CompMix36_S20_85212000_E2,48,20,distractor,242,48,0.8344827586206897,NA,NA,1.5,2,1579.1666666666667,0.07500000000000018,0.023291666666666933,374.5,1683.3333333333335,-0.3,23
CompMix36_S20_85212000_E2,48,20,target,369,57,0.8661971830985915,0.6446540880503144,0.16454686103083185,1.3333333333333333,4,1616.6666666666667,0.11333333333333313,0.09111494252873564,444.3333333333333,1361.111111111111,-0.3,23
CompMix36_S20_85212000_E2,48,20,neither,314,56,0.8486486486486486,NA,NA,1,2,1738.8888888888891,-0.025000000000000355,-0.07472030651341004,471.6666666666667,1605.5555555555557,-0.3,23
Mix_20_S29,21.033333333333335,42,target,150,0,1,NA,NA,2,0,1250,0.20499999999999963,0.1878333333333333,600,216.66666666666669,-0.08000000000000002,-3.966666666666665
Mix_20_S29,21.033333333333335,42,neither,0,117,0,NA,NA,NA,0,NA,0.1200000000000001,2.4999999999986144e-4,650,NA,-0.08000000000000002,-3.966666666666665
Mix_20_S36,21.3,62,distractor,255,452,0.3606789250353607,-0.35227389516957863,0.0515162960620077,1.4,7,620,0.07800000000000011,0.04351666666666665,512.8,476.6666666666667,0.12,-3.6999999999999993
Mix_20_S36,21.3,62,target,40,105,0.27586206896551724,NA,NA,1,1,666.6666666666667,0.015000000000000124,-0.008416666666666295,583,666.6666666666667,0.12,-3.6999999999999993
Mix_20_S41,20.5,29,distractor,65,60,0.52,NA,NA,1,1,1083.3333333333335,0.004999999999999893,-0.06816666666666693,67,900.0000000000001,-0.21000000000000002,-4.5
Mix_20_S41,20.5,29,target,392,3,0.9924050632911392,NA,NA,1.3333333333333333,0,1830.5555555555557,-0.043333333333333446,-0.10627777777777785,305,1900.0000000000002,-0.21000000000000002,-4.5
Mix_20_S41,20.5,29,neither,0,133,0,NA,NA,NA,0,NA,0.2250000000000001,0.04857142857142893,649,NA,-0.21000000000000002,-4.5
Mix_20_S45,20.366666666666667,91,target,36,34,0.5142857142857142,NA,NA,1,1,350,0.029999999999999805,0.006916666666666682,250,250.00000000000003,0.41000000000000003,-4.633333333333333
Mix_20_S45,20.366666666666667,91,distractor,65,13,0.8333333333333334,NA,NA,2,1,291.6666666666667,0.009999999999999787,0.04408333333333303,583,NA,0.41000000000000003,-4.633333333333333
Mix_14_S30,14.466666666666667,24.1,target,371,42,0.8983050847457628,NA,NA,1.3333333333333333,1,1686.1111111111113,0.055000000000000014,-0.06358333333333317,310.6666666666667,1461.1111111111113,-0.259,-10.533333333333333
Mix_14_S30,14.466666666666667,24.1,distractor,3,129,0.022727272727272728,NA,NA,NA,0,NA,0.03500000000000014,-0.0076666666666667105,633,NA,-0.259,-10.533333333333333
Mix_14_S32,14.133333333333333,69,target,189,223,0.4587378640776699,NA,NA,1.3333333333333333,5,658.3333333333334,0.07166666666666677,0.033472222222222126,516,455.5555555555556,0.18999999999999995,-10.866666666666667
Mix_14_S32,14.133333333333333,69,distractor,218,201,0.5202863961813843,NA,NA,1,4,1177.7777777777778,0.0016666666666664831,-0.021583333333333215,244,1177.7777777777778,0.18999999999999995,-10.866666666666667
Mix_14_S34,14.8,57,target,378,40,0.9043062200956937,NA,NA,1,1,2100,0.13166666666666682,0.07763888888888903,544.3333333333334,2100,0.06999999999999995,-10.2
Mix_14_S34,14.8,57,distractor,98,282,0.2578947368421053,-0.5263672908071512,0.15368146429152246,1,2,816.6666666666667,-0.03750000000000031,-0.04945833333333316,366,700,0.06999999999999995,-10.2
Mix_20_S47,20.2,80,target,172,109,0.6120996441281139,NA,NA,1.5,3,1108.3333333333335,0.06750000000000012,-0.023791666666666433,433,1200,0.30000000000000004,-4.800000000000001
Mix_20_S47,20.2,80,distractor,91,459,0.16545454545454547,-0.31828390587514677,0.02472401332820095,1,2,1516.6666666666667,0.02000000000000013,0.010229166666666734,345,1516.6666666666667,0.30000000000000004,-4.800000000000001
Mix_14_S41,14.866666666666667,85,target,122,0,1,NA,NA,3,0,677.7777777777778,0.06999999999999984,0.058499999999999996,284,716.6666666666667,0.35,-10.133333333333333
Mix_14_S41,14.866666666666667,85,distractor,91,448,0.16883116883116883,-0.6473808501502791,0.4080662835035553,1,1,1333.3333333333335,0.031249999999999778,0.026541666666666686,387,1283.3333333333335,0.35,-10.133333333333333
Mix_14_S41,14.866666666666667,85,neither,0,93,0,NA,NA,NA,0,NA,0.19500000000000028,0.13008333333333333,400,NA,0.35,-10.133333333333333
Mix_14_S43,14,48,target,413,0,1,NA,NA,1.3333333333333333,0,1900.0000000000002,0.06166666666666668,0.01963888888888891,349.6666666666667,1366.6666666666667,-0.020000000000000018,-11
Mix_14_S43,14,48,distractor,34,231,0.12830188679245283,NA,NA,1,2,566.6666666666667,0.19500000000000006,0.09276190476190482,408,566.6666666666667,-0.020000000000000018,-11
Mix_14_S43,14,48,neither,61,72,0.45864661654135336,NA,NA,1,1,983.3333333333334,0.5700000000000003,0.16810897435897454,666,466.6666666666667,-0.020000000000000018,-11
Mix_20_S51,21.7,40,distractor,0,137,0,NA,NA,NA,0,NA,-0.13999999999999968,-0.1259999999999999,216,NA,-0.09999999999999998,-3.3000000000000007
Mix_20_S51,21.7,40,target,166,102,0.6194029850746269,NA,NA,1,1,1383.3333333333335,-0.027500000000000302,-0.2433416666666668,324.5,408.33333333333337,-0.09999999999999998,-3.3000000000000007
Mix_20_S51,21.7,40,neither,53,76,0.4108527131782946,NA,NA,1,1,866.6666666666667,0.27500000000000036,0.026089743589743808,400,683.3333333333334,-0.09999999999999998,-3.3000000000000007
Mix_14_S46,14,29,target,138,0,1,NA,NA,1,0,2300,0.0950000000000002,-0.007500000000000284,100,2300,-0.21000000000000002,-11
Mix_14_S46,14,29,distractor,3,106,0.027522935779816515,NA,NA,NA,0,NA,0.08000000000000007,-0.03400000000000025,134,NA,-0.21000000000000002,-11
Mix_20_S53,21.133333333333333,25,distractor,93,183,0.33695652173913043,NA,NA,1,2,1250,0.012499999999999956,-0.08651580459770103,166,1100,-0.25,-3.866666666666667
Mix_20_S53,21.133333333333333,25,neither,159,41,0.795,NA,NA,1,2,1250,-0.09750000000000036,-0.1407954545454546,357.5,1225,-0.25,-3.866666666666667
Mix_20_S54,20.3,47,distractor,18,398,0.04326923076923077,NA,NA,NA,0,NA,0.036666666666666625,-4.444444444445435e-4,505.3333333333333,NA,-0.030000000000000027,-4.699999999999999
Mix_20_S54,20.3,47,target,187,53,0.7791666666666667,NA,NA,2,3,1019.4444444444446,0.0024999999999999467,-0.04804166666666676,183.5,1008.3333333333334,-0.030000000000000027,-4.699999999999999
Mix_20_S54,20.3,47,neither,130,0,1,NA,NA,1,0,2166.666666666667,-0.1349999999999998,-0.12616666666666632,183,2100,-0.030000000000000027,-4.699999999999999
Mix_14_S48,15.1,60,target,271,113,0.7057291666666666,NA,NA,2,5,887.962962962963,0.0300000000000001,0.003648989898989985,449.3333333333333,972.2222222222223,0.09999999999999998,-9.9
Mix_14_S48,15.1,60,distractor,147,187,0.44011976047904194,NA,NA,1,4,805.5555555555557,0.10833333333333324,0.05866666666666672,499.6666666666667,788.8888888888889,0.09999999999999998,-9.9
Mix_20_S56,20.2,91.5,target,143,0,1,NA,NA,1,0,2383.3333333333335,-0.05500000000000016,-0.11134259259259238,167,2383.3333333333335,0.41500000000000004,-4.800000000000001
Mix_20_S56,20.2,91.5,distractor,98,163,0.37547892720306514,NA,NA,2,1,816.6666666666667,0.11500000000000021,0.05991666666666662,666,933.3333333333334,0.41500000000000004,-4.800000000000001
Mix_20_S58,20.133333333333333,82,target,139,141,0.49642857142857144,NA,NA,1.5,4,825,0.04249999999999954,0.015166666666666773,599,841.6666666666667,0.31999999999999995,-4.866666666666667
Mix_20_S58,20.133333333333333,82,distractor,68,206,0.24817518248175183,NA,NA,1,1,1016.6666666666667,0.08000000000000007,0.04204166666666653,633,1016.6666666666667,0.31999999999999995,-4.866666666666667
Mix_20_S65,20.9,67,target,308,95,0.7642679900744417,0.34782608695652173,0,1,1,1666.6666666666667,0.14166666666666647,0.07630555555555556,538.6666666666666,1366.6666666666667,0.17000000000000004,-4.100000000000001
Mix_20_S65,20.9,67,distractor,108,296,0.26732673267326734,-0.1803660213688776,0.046452270296926466,2,4,461.11111111111114,0.11666666666666685,0.09519444444444458,605.3333333333334,408.33333333333337,0.17000000000000004,-4.100000000000001
Mix_20_S01,22,39,distractor,150,250,0.375,NA,NA,1,2,1233.3333333333335,-0.08833333333333367,-0.05022222222222202,449.6666666666667,1058.3333333333335,-0.10999999999999999,-3
Mix_20_S01,22,39,target,232,31,0.8821292775665399,NA,NA,1,1,1883.3333333333335,-0.03499999999999992,-0.060124999999999984,416.5,1850.0000000000002,-0.10999999999999999,-3
Mix_20_S02,20.533333333333335,64,distractor,210,319,0.39697542533081287,NA,NA,1,2,1733.3333333333335,0.13624999999999998,0.033474537037037067,574.5,1708.3333333333335,0.14,-4.466666666666665
Mix_20_S02,20.533333333333335,64,target,93,46,0.6690647482014388,NA,NA,1,1,1550,-0.0600000000000005,-0.09624999999999995,183,1550,0.14,-4.466666666666665
Mix_20_S02,20.533333333333335,64,neither,43,82,0.344,NA,NA,1,2,716.6666666666667,-0.27,-0.287638888888889,150,650,0.14,-4.466666666666665
Mix_20_S04,21.366666666666667,55,distractor,216,180,0.5454545454545454,NA,NA,2,5,531.4814814814815,0.2199999999999999,0.08360714285714277,416,566.6666666666667,0.050000000000000044,-3.633333333333333
Mix_20_S04,21.366666666666667,55,target,244,165,0.5965770171149144,NA,NA,1.6666666666666667,6,972.2222222222223,0.17499999999999982,0.08686111111111113,560.6666666666666,905.5555555555555,0.050000000000000044,-3.633333333333333
Mix_14_S01,14,60,distractor,14,259,0.05128205128205128,NA,NA,1,1,233.33333333333334,-0.019999999999999796,-0.09083333333333288,325,233.33333333333334,0.09999999999999998,-11
Mix_14_S01,14,60,target,57,48,0.5428571428571428,NA,NA,3,1,300,-0.015000000000000124,-0.12450000000000028,683,250.00000000000003,0.09999999999999998,-11
Mix_14_S02,14,55,target,359,272,0.5689381933438986,0.046188898094449066,0.24898126098117865,1.6,6,886.6666666666667,0.008000000000000096,-0.005916666666666614,289.4,610,0.050000000000000044,-11
Mix_20_S19,19.633333333333333,50,target,113,33,0.773972602739726,NA,NA,2,2,941.6666666666667,0.03500000000000014,0.0034166666666664014,84,200,0,-5.366666666666667
Mix_20_S19,19.633333333333333,50,distractor,228,280,0.44881889763779526,-0.12165050568241062,0.03586773527757854,1,6,925,-0.025000000000000133,-0.09191369047619047,337.25,925,0,-5.366666666666667
Mix_20_S25,21.2,36,target,325,46,0.876010781671159,NA,NA,1.3333333333333333,2,1322.2222222222224,-0.008333333333333451,-0.13968173110414486,122,1205.5555555555557,-0.14,-3.8000000000000007
Mix_20_S25,21.2,36,distractor,78,53,0.5954198473282443,NA,NA,2,4,650,0.07500000000000018,0.008985507246376923,600,216.66666666666669,-0.14,-3.8000000000000007
Mix_20_S25,21.2,36,neither,113,134,0.4574898785425101,NA,NA,2,4,450,-0.08499999999999996,-0.05683908045977004,416,683.3333333333334,-0.14,-3.8000000000000007
Mix_20_S32,21.633333333333333,38,target,248,305,0.4484629294755877,-0.21932522947159516,0.033504687473736146,1.3333333333333333,3,1233.3333333333335,-0.036250000000000115,-0.07193749999999999,378.75,1155.5555555555557,-0.12,-3.366666666666667
Mix_20_S32,21.633333333333333,38,distractor,216,65,0.7686832740213523,NA,NA,1,2,1800,-0.14250000000000007,-0.08837499999999987,258.5,1800,-0.12,-3.366666666666667
Mix_20_S37,20.533333333333335,56,distractor,19,72,0.2087912087912088,NA,NA,1,1,283.33333333333337,-0.004999999999999893,-0.015060606060605775,350,200,0.06000000000000005,-4.466666666666665
Mix_20_S37,20.533333333333335,56,target,37,88,0.296,NA,NA,1,1,583.3333333333334,0.2549999999999999,0.16762931034482786,433,583.3333333333334,0.06000000000000005,-4.466666666666665
Mix_20_S37,20.533333333333335,56,neither,110,107,0.5069124423963134,0.011639260020554973,0.2219065319992932,2.5,4,272.91666666666663,0.10499999999999998,0.02211538461538476,117,200,0.06000000000000005,-4.466666666666665
Mix_20_S39,21.466666666666665,18,distractor,99,26,0.792,NA,NA,3,1,450.00000000000006,-0.10000000000000009,-0.18300000000000027,217,400,-0.32,-3.533333333333335
Mix_20_S39,21.466666666666665,18,neither,44,29,0.6027397260273972,NA,NA,1,1,616.6666666666667,NA,NA,NA,616.6666666666667,-0.32,-3.533333333333335
Mix_20_S39,21.466666666666665,18,target,31,49,0.3875,NA,NA,1,1,283.33333333333337,0.04999999999999982,0.036997126436781436,683,NA,-0.32,-3.533333333333335
Mix_20_S42,20.866666666666667,77.5,distractor,100,322,0.23696682464454977,-0.42028985507246375,0,1,2,833.3333333333335,0.07500000000000018,0.02986111111111119,383.3333333333333,833.3333333333335,0.275,-4.133333333333333
Mix_20_S42,20.866666666666667,77.5,target,140,254,0.3553299492385787,-0.23188405797101447,0.05123962182511213,1,3,777.7777777777778,0.08999999999999986,0.023055555555555756,372.3333333333333,777.7777777777778,0.275,-4.133333333333333
Mix_20_S43,21,63,distractor,52,198,0.208,NA,NA,1,2,866.6666666666667,0.027500000000000302,4.1666666666695384e-4,266.5,550,0.13,-4
Mix_20_S43,21,63,target,252,134,0.6528497409326425,NA,NA,1.3333333333333333,4,1197.2222222222224,0.036666666666666625,0.019750000000000156,272,350.00000000000006,0.13,-4
Mix_14_S28,14.3,50,target,113,138,0.450199203187251,NA,NA,2.5,3,373.6111111111111,0.035000000000000364,-0.013750000000000151,167,441.6666666666667,0,-10.7
Mix_14_S28,14.3,50,neither,186,88,0.6788321167883211,NA,NA,2,4,966.6666666666667,-0.004999999999999893,-0.07576388888888896,491.5,958.3333333333334,0,-10.7
Mix_14_S28,14.3,50,distractor,0,103,0,NA,NA,NA,0,NA,0.040000000000000036,-0.0581666666666667,100,NA,0,-10.7
Mix_14_S29,14.3,50,distractor,32,101,0.24060150375939848,NA,NA,1,2,533.3333333333334,0.04500000000000037,0.029416666666666647,216,533.3333333333334,0,-10.7
Mix_14_S29,14.3,50,target,184,89,0.673992673992674,NA,NA,1,1,1466.6666666666667,0.0050000000000001155,-0.018916666666666915,383,1200,0,-10.7
Mix_14_S33,14.433333333333334,78,target,126,146,0.4632352941176471,NA,NA,1.5,3,541.6666666666667,-0.07999999999999985,-0.11962370600414096,433,416.6666666666667,0.28,-10.566666666666666
Mix_14_S33,14.433333333333334,78,distractor,203,191,0.5152284263959391,NA,NA,1.5,1,1195.8333333333335,0.06999999999999984,0.04207004830917871,383.3333333333333,850,0.28,-10.566666666666666
Mix_14_S33,14.433333333333334,78,neither,95,37,0.7196969696969697,NA,NA,1,1,1583.3333333333335,0.2450000000000001,0.08625000000000016,417,783.3333333333334,0.28,-10.566666666666666
Mix_14_S37,15,66,distractor,21,239,0.08076923076923077,NA,NA,1,2,333.33333333333337,0.004999999999999893,-0.10633333333333339,183,333.33333333333337,0.16000000000000003,-10
Mix_14_S37,15,66,target,169,75,0.6926229508196722,NA,NA,1.5,1,837.5,0.03249999999999997,0.022125000000000172,200,983.3333333333335,0.16000000000000003,-10
Mix_20_S63,20.366666666666667,30.73,distractor,152,213,0.41643835616438357,NA,NA,1,3,1083.3333333333335,0.2483333333333332,0.13122222222222213,488.3333333333333,1083.3333333333335,-0.19269999999999998,-4.633333333333333
Mix_20_S63,20.366666666666667,30.73,target,213,69,0.7553191489361702,NA,NA,1.5,2,1425,0.10999999999999988,0.13166666666666682,333,1241.6666666666667,-0.19269999999999998,-4.633333333333333
Mix_20_S05,19.166666666666668,26,distractor,116,297,0.28087167070217917,NA,NA,1,3,950,0.023333333333333428,0.01150000000000014,410.6666666666667,950,-0.24,-5.833333333333332
Mix_20_S05,19.166666666666668,26,neither,14,60,0.1891891891891892,NA,NA,1,1,200,0.6099999999999999,0.3810714285714285,367,200,-0.24,-5.833333333333332
Mix_20_S05,19.166666666666668,26,target,137,0,1,NA,NA,1,0,2283.3333333333335,0.19999999999999973,0.18591666666666695,400,2283.3333333333335,-0.24,-5.833333333333332
Mix_20_S08,21.833333333333332,50,neither,26,45,0.36619718309859156,NA,NA,1,1,233.33333333333334,NA,NA,NA,233.33333333333334,0,-3.166666666666668
Mix_20_S08,21.833333333333332,50,distractor,145,97,0.5991735537190083,NA,NA,1,3,1016.6666666666667,-0.08750000000000013,-0.08861050724637698,500,1016.6666666666667,0,-3.166666666666668
Mix_14_S04,14,56,target,101,173,0.3686131386861314,-0.26072572598855226,0.010322726732650316,2,6,533.3333333333334,0.1499999999999999,0.08204166666666635,358.5,550,0.06000000000000005,-11
Mix_14_S04,14,56,distractor,103,147,0.412,NA,NA,1,3,858.3333333333335,-0.050000000000000044,-0.14901190476190496,116,858.3333333333335,0.06000000000000005,-11
Mix_20_S18,19.366666666666667,68.5,target,11,116,0.08661417322834646,NA,NA,NA,0,NA,0.14000000000000012,0.10774999999999979,616,NA,0.18500000000000005,-5.633333333333333
Mix_20_S18,19.366666666666667,68.5,neither,73,61,0.5447761194029851,NA,NA,3,2,405.5555555555556,0.3099999999999996,0.1673333333333331,600,783.3333333333334,0.18500000000000005,-5.633333333333333
Mix_20_S18,19.366666666666667,68.5,distractor,177,96,0.6483516483516484,NA,NA,1,1,1475.0000000000002,-0.06999999999999984,-0.044624999999999915,349.5,1425.0000000000002,0.18500000000000005,-5.633333333333333
Mix_20_S21,20.8,52,distractor,172,358,0.32452830188679244,-0.237410071942446,0.02034839658090787,1,5,944.4444444444446,0.07374999999999998,0.025520833333333215,453.75,872.2222222222223,0.020000000000000018,-4.199999999999999
Mix_20_S21,20.8,52,target,263,14,0.9494584837545126,NA,NA,1.5,2,1675.0000000000002,0.13000000000000012,0.06600000000000006,416.5,1325.0000000000002,0.020000000000000018,-4.199999999999999
Mix_20_S34,21.6,68,target,486,215,0.6932952924393724,0.30713571785535804,0.09981931512076224,1.4,7,1188.3333333333335,0.006000000000000139,-0.08561666666666659,266.4,986.6666666666667,0.18000000000000005,-3.3999999999999986
Mix_20_S34,21.6,68,distractor,64,74,0.463768115942029,NA,NA,1,2,1066.6666666666667,-0.01499999999999968,-0.1439166666666667,50,1066.6666666666667,0.18000000000000005,-3.3999999999999986
Mix_20_S38,20.9,74,distractor,140,419,0.2504472271914132,-0.20651900327208658,0.004876598490941677,1,5,777.7777777777778,0.08125000000000004,0.06487500000000013,329,750,0.24,-4.100000000000001
Mix_20_S38,20.9,74,target,139,0,1,NA,NA,1,0,2316.666666666667,0.03000000000000025,-6.666666666665932e-4,583,2316.666666666667,0.24,-4.100000000000001
Mix_14_S26,15.1,33,target,151,124,0.5490909090909091,NA,NA,1,1,1241.6666666666667,0.16000000000000014,0.1449999999999998,258,1241.6666666666667,-0.16999999999999998,-9.9
Mix_14_S26,15.1,33,distractor,71,50,0.5867768595041323,NA,NA,1,1,1183.3333333333335,0.03000000000000025,0.010083333333333222,350,1183.3333333333335,-0.16999999999999998,-9.9
