recording_name,age_months,exp_to_target_lang,initial_look,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,subject_id,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,exp_to_target_lang_centred,age_months_centred
CompMix36_S24_545388000_F2,41,40,target,0.8134171907756814,0.04417464885892133,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,4,3,1794.4444444444446,626.7937223444172,3,0.05333333333333353,0.09928914005737634,3,-0.03788888888888886,0.03418336312908375,3,255.33333333333334,327.48485970092315,3,1561.1111111111113,1026.6360024280668,3,545388000,1,0,3,0.6666666666666666,0.5773502691896257,3,-0.09999999999999998,16
CompMix36_S30_109320000_F2,40.2,60,target,0.560857400905474,0.27148320356048095,6,0.14937106918238993,0.18751387134498826,4,1,0,6,5,6,1427.7777777777778,723.3922147053397,6,0.07416666666666687,0.04017669307778665,6,0.04797222222222223,0.04579806724047383,6,372,134.77388471065157,6,1427.7777777777778,723.3922147053397,6,109320000,1,NA,1,0.3333333333333333,0.5163977794943222,6,0.09999999999999998,15.200000000000003
CompMix36_S30_109320000_F2,40.2,60,neither,0.7205882352941176,NA,1,NA,NA,NA,1,NA,1,1,1,1450,NA,1,0.04999999999999982,NA,1,0.04791666666666661,NA,1,317,NA,1,1350,NA,1,109320000,1,NA,1,0.3333333333333333,0.5163977794943222,6,0.09999999999999998,15.200000000000003
CompMix36_S30_109320000_F2,40.2,60,distractor,0.39436619718309857,NA,1,NA,NA,NA,1,NA,1,2,1,916.6666666666667,NA,1,0.08000000000000007,NA,1,0.05141666666666689,NA,1,483,NA,1,916.6666666666667,NA,1,109320000,1,NA,1,0.3333333333333333,0.5163977794943222,6,0.09999999999999998,15.200000000000003
CompMix36_S03_86508000_E1,43.2,30,target,0.6815948665517172,0.2861693045019532,4,0.35534591194968557,0.040024912142634754,2,2.25,1.5,4,4,4,869.4444444444446,336.7876570272817,4,0.07374999999999987,0.2736291590212319,4,0.06638433908045971,0.2803551513442764,4,283,69.17610377387074,4,575,498.9804419829313,4,86508000,1,0,4,0.25,0.5,4,-0.2,18.200000000000003
CompMix36_S03_86508000_E1,43.2,30,distractor,0.8679263133467807,0.038138640275151285,4,0.6320754716981132,0.08449703674556235,2,1.5,1,4,4,4,1866.6666666666667,857.3214099741124,4,0.09499999999999997,0.052599112793531584,4,0.07974856321839086,0.0711247207534399,4,324.75,39.55902762539376,4,1829.1666666666667,846.3839204171715,4,86508000,1,0,4,0.25,0.5,4,-0.2,18.200000000000003
CompMix36_S05_96120000_E1,46,40,distractor,0.7888463737520341,0.05318819116820569,3,0.5471698113207548,0.1867829233322956,2,1,0,3,3,3,1827.7777777777778,383.8161210981305,3,0.1166666666666667,0.0875119039521671,3,0.049777777777777775,0.08592205500939228,3,400,256.1581542719263,3,1744.4444444444446,438.53713048590856,3,96120000,1,0,3,0,0,3,-0.09999999999999998,21
CompMix36_S05_96120000_E1,46,40,neither,0.6430260047281324,0.12370189552672464,2,NA,NA,NA,1,0,2,3,2,1516.6666666666667,282.842712474619,2,0.1499999999999999,0.0707106781186545,2,0.09841666666666637,0.16675934922982746,2,508,11.313708498984761,2,1516.6666666666667,282.842712474619,2,96120000,1,0,3,0,0,3,-0.09999999999999998,21
CompMix36_S05_96120000_E1,46,40,target,0.6730701301524332,0.12649245777826668,3,NA,NA,NA,2,1,3,5,3,863.888888888889,516.6890676147432,3,0.25000000000000017,0.1886133611386,3,0.11316666666666671,0.056261542025713505,3,466.3333333333333,229.23859477263713,3,672.2222222222223,616.0657733043097,3,96120000,1,0,3,0,0,3,-0.09999999999999998,21
CompMix36_S06_93168000_E1,44.333333333333336,50,target,0.8252413572086689,0.27219696476271676,4,0.4276729559748428,0.008894424920585502,2,1.25,0.5,4,2,4,1810.4166666666667,919.7265847743778,4,0.09124999999999994,0.06687986742411106,4,0.05657122331691289,0.07962563177850766,4,266.5,231.72469297278903,4,1737.5,1053.8619454178995,4,93168000,1,0,2,0.75,0.5,4,0,19.333333333333336
CompMix36_S06_93168000_E1,44.333333333333336,50,distractor,0.6458635703918723,0.2606750688263905,2,NA,NA,NA,1,0,2,3,2,1675,742.4621202458749,2,0.17250000000000032,0.08131727983645312,2,0.13445833333333335,0.052738380763496434,2,499.5,0.7071067811865476,2,1675,742.4621202458749,2,93168000,1,0,2,0.75,0.5,4,0,19.333333333333336
CompMix36_S26_83640000_E1,44,40,target,1,0,2,NA,NA,NA,1.5,0.7071067811865476,2,0,2,1716.6666666666667,1319.9326582148885,2,0.18000000000000016,0.10606601717798175,2,0.15445833333333336,0.0877401664322306,2,341.5,36.062445840513924,2,1683.3333333333335,1367.073110293992,2,83640000,1,NA,1,1,0,2,-0.09999999999999998,19
CompMix36_S26_83640000_E1,44,40,distractor,0.7580645161290323,NA,1,NA,NA,NA,4,NA,1,1,1,354.1666666666667,NA,1,0.1899999999999995,NA,1,0.12233333333333274,NA,1,599,NA,1,666.6666666666667,NA,1,83640000,1,NA,1,1,0,2,-0.09999999999999998,19
CompMix36_S29_98280000_E1,40.43333333333333,20,distractor,0.8077780431494308,0.0915520780259858,4,NA,NA,NA,1,0,4,4,4,2133.3333333333335,235.70226039551574,4,0.01625000000000021,0.1828193552845722,4,-0.03183928571428574,0.252552746356059,4,220.75,180.13397791643862,4,2091.666666666667,198.83922409081418,4,98280000,1,0,4,1,NA,1,-0.3,15.43333333333333
CompMix36_S29_98280000_E1,40.43333333333333,20,target,0.9937106918238994,NA,1,NA,NA,NA,1,NA,1,0,1,2633.3333333333335,NA,1,-0.33000000000000007,NA,1,-0.31725000000000003,NA,1,200,NA,1,2633.3333333333335,NA,1,98280000,1,0,4,1,NA,1,-0.3,15.43333333333333
CompMix36_S07_535140000_E2,41.266666666666666,50,neither,0.6739132900123612,0.3301751940951757,3,NA,NA,NA,1.6666666666666667,1.1547005383792515,3,4,3,859.2592592592594,627.2203359221054,3,0.745,0.6457747285238099,3,0.17367511320097537,0.201295217051207,3,477.3333333333333,110.56370712549997,3,925,624.6109900481171,2,535140000,1,0,2,NA,NA,NA,0,16.266666666666666
CompMix36_S07_535140000_E2,41.266666666666666,50,distractor,0.7187452834934849,0.11095567995778242,2,NA,NA,NA,2,1.4142135623730951,2,4,2,1113.888888888889,876.0267344700006,2,0.06500000000000017,0.04242640687119289,2,0.02675000000000005,1.1785113019758793e-4,2,574.5,82.73149339882606,2,225,11.785113019775785,2,535140000,1,0,2,NA,NA,NA,0,16.266666666666666
CompMix36_S14_94020000_E2,38,55,target,0.6410373066424022,0.35987606246526355,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,3,3,1080.5555555555557,653.7463263829934,3,0.0783333333333333,0.19813715788143638,3,0.01636111111111127,0.15153293860240913,3,361,250.82463993794548,3,727.7777777777778,356.0326660002692,3,94020000,1,0,4,0.6666666666666666,0.5773502691896257,3,0.050000000000000044,13
CompMix36_S14_94020000_E2,38,55,distractor,0.8096151132790455,0.15082358956747097,4,NA,NA,NA,1.25,0.5,4,3,4,1812.5,636.5961275641172,4,-0.013750000000000151,0.05935416301041293,4,-0.04264674764890286,0.1038183586224954,4,391.25,126.26526310377952,4,1500.0000000000002,735.6025496904638,4,94020000,1,0,4,0.6666666666666666,0.5773502691896257,3,0.050000000000000044,13
CompMix36_S14_94020000_E2,38,55,neither,0.9056603773584906,NA,1,NA,NA,NA,1,NA,1,1,1,2400,NA,1,0.4950000000000001,NA,1,0.3147126436781611,NA,1,633,NA,1,2400,NA,1,94020000,1,0,4,0.6666666666666666,0.5773502691896257,3,0.050000000000000044,13
CompMix36_S20_85212000_E2,48,20,distractor,0.8275481300110423,0.10157297466561764,2,NA,NA,NA,1.5,0.7071067811865476,2,2,2,1579.1666666666667,1137.263406408364,2,0.07500000000000018,0.049497474683058526,2,0.023291666666666933,0.062284322309514875,2,374.5,224.15284963613556,2,1683.3333333333335,989.9494936611666,2,85212000,1,0,2,0.3333333333333333,0.5773502691896257,3,-0.3,23
CompMix36_S20_85212000_E2,48,20,target,0.8661128447731278,0.0067924856474453005,3,0.6446540880503144,0.16454686103083185,2,1.3333333333333333,0.5773502691896257,3,4,3,1616.6666666666667,567.40148435164,3,0.11333333333333313,0.08693867570496625,3,0.09111494252873564,0.04287191040618629,3,444.3333333333333,183.02003533311137,3,1361.111111111111,1011.3705405885473,3,85212000,1,0,2,0.3333333333333333,0.5773502691896257,3,-0.3,23
CompMix36_S20_85212000_E2,48,20,neither,0.8583458948849362,0.12286847281935956,3,NA,NA,NA,1,0,3,2,3,1738.8888888888891,296.42936826564676,3,-0.025000000000000355,0.24500000000000016,3,-0.07472030651341004,0.2376001004245111,3,471.6666666666667,238.90235104187096,3,1605.5555555555557,383.81612109813057,3,85212000,1,0,2,0.3333333333333333,0.5773502691896257,3,-0.3,23
Mix_20_S29,21.033333333333335,42,target,1,NA,1,NA,NA,NA,2,NA,1,0,1,1250,NA,1,0.20499999999999963,NA,1,0.1878333333333333,NA,1,600,NA,1,216.66666666666669,NA,1,NA,NA,NA,NA,1,NA,1,-0.08000000000000002,-3.966666666666665
Mix_20_S29,21.033333333333335,42,neither,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.1200000000000001,NA,1,2.4999999999986144e-4,NA,1,650,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-0.08000000000000002,-3.966666666666665
Mix_20_S36,21.3,62,distractor,0.35611455383529095,0.16355482982650785,5,-0.35227389516957863,0.0515162960620077,4,1.4,0.5477225575051661,5,7,5,620,369.7596817153301,5,0.07800000000000011,0.11877499736897504,5,0.04351666666666665,0.0780691778346473,5,512.8,192.6167178621835,5,476.6666666666667,438.209741765034,5,16464000,0.6,0.5477225575051661,5,0,NA,1,0.12,-3.6999999999999993
Mix_20_S36,21.3,62,target,0.27586206896551724,NA,1,NA,NA,NA,1,NA,1,1,1,666.6666666666667,NA,1,0.015000000000000124,NA,1,-0.008416666666666295,NA,1,583,NA,1,666.6666666666667,NA,1,16464000,0.6,0.5477225575051661,5,0,NA,1,0.12,-3.6999999999999993
Mix_20_S41,20.5,29,distractor,0.52,NA,1,NA,NA,NA,1,NA,1,1,1,1083.3333333333335,NA,1,0.004999999999999893,NA,1,-0.06816666666666693,NA,1,67,NA,1,900.0000000000001,NA,1,40632000,1,NA,1,1,0,3,-0.21000000000000002,-4.5
Mix_20_S41,20.5,29,target,0.9924812030075187,0.013022938402773545,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0,3,1830.5555555555557,685.6836275112868,3,-0.043333333333333446,0.10680979980008068,3,-0.10627777777777785,0.11108368758799864,3,305,237.9936973955403,3,1900.0000000000002,565.9308948783216,3,40632000,1,NA,1,1,0,3,-0.21000000000000002,-4.5
Mix_20_S41,20.5,29,neither,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.2250000000000001,NA,1,0.04857142857142893,NA,1,649,NA,1,NA,NA,NA,40632000,1,NA,1,1,0,3,-0.21000000000000002,-4.5
Mix_20_S45,20.366666666666667,91,target,0.5142857142857142,NA,1,NA,NA,NA,1,NA,1,1,1,350,NA,1,0.029999999999999805,NA,1,0.006916666666666682,NA,1,250,NA,1,250.00000000000003,NA,1,58560000,1,NA,1,0,NA,1,0.41000000000000003,-4.633333333333333
Mix_20_S45,20.366666666666667,91,distractor,0.8333333333333334,NA,1,NA,NA,NA,2,NA,1,1,1,291.6666666666667,NA,1,0.009999999999999787,NA,1,0.04408333333333303,NA,1,583,NA,1,NA,NA,NA,58560000,1,NA,1,0,NA,1,0.41000000000000003,-4.633333333333333
Mix_14_S30,14.466666666666667,24.1,target,0.8947368421052632,0.18232113763882918,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,1,3,1686.1111111111113,662.2946921569427,3,0.055000000000000014,0.027838821814149994,3,-0.06358333333333317,0.018929694486001018,3,310.6666666666667,210.5334494405422,3,1461.1111111111113,880.235658681705,3,62880000,0,NA,1,0.6666666666666666,0.5773502691896257,3,-0.259,-10.533333333333333
Mix_14_S30,14.466666666666667,24.1,distractor,0.022727272727272728,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.03500000000000014,NA,1,-0.0076666666666667105,NA,1,633,NA,1,NA,NA,NA,62880000,0,NA,1,0.6666666666666666,0.5773502691896257,3,-0.259,-10.533333333333333
Mix_14_S32,14.133333333333333,69,target,0.4567271786435586,0.36486308916272986,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,5,3,658.3333333333334,314.35560189766693,3,0.07166666666666677,0.03617089069035106,3,0.033472222222222126,0.05213293193934712,3,516,185.7121428447801,3,455.5555555555556,96.22504486493767,3,72444000,0.6666666666666666,0.5773502691896257,3,0,0,3,0.18999999999999995,-10.866666666666667
Mix_14_S32,14.133333333333333,69,distractor,0.5228703974699879,0.21814682894561235,3,NA,NA,NA,1,0,3,4,3,1177.7777777777778,424.70033008036427,3,0.0016666666666664831,0.01527525231651982,3,-0.021583333333333215,0.03396720231831469,3,244,123.04877081872861,3,1177.7777777777778,424.70033008036427,3,72444000,0.6666666666666666,0.5773502691896257,3,0,0,3,0.18999999999999995,-10.866666666666667
Mix_14_S34,14.8,57,target,0.9061032863849765,0.16263387864496498,3,NA,NA,NA,1,0,3,1,3,2100,346.41016151377534,3,0.13166666666666682,0.023094010767584792,3,0.07763888888888903,0.018840767952422677,3,544.3333333333334,67.71508940652248,3,2100,346.41016151377534,3,70908000,0,0,3,1,0,3,0.06999999999999995,-10.2
Mix_14_S34,14.8,57,distractor,0.2393194504079004,0.20726089496142436,3,-0.5263672908071512,0.15368146429152246,2,1,0,2,2,3,816.6666666666667,0,2,-0.03750000000000031,0.0106066017177983,2,-0.04945833333333316,0.023982704995243843,2,366,377.59502115361636,2,700,94.28090415820637,2,70908000,0,0,3,1,0,3,0.06999999999999995,-10.2
Mix_20_S47,20.2,80,target,0.6138990267639903,0.10215198329185228,2,NA,NA,NA,1.5,0.7071067811865476,2,3,2,1108.3333333333335,648.1812160876686,2,0.06750000000000012,0.123743686707646,2,-0.023791666666666433,0.1644612521909712,2,433,353.5533905932738,2,1200,518.5449728701349,2,61680000,0.25,0.5,4,0.5,0.7071067811865476,2,0.30000000000000004,-4.800000000000001
Mix_20_S47,20.2,80,distractor,0.16605839416058393,0.33211678832116787,4,-0.31828390587514677,0.02472401332820095,2,1,NA,1,2,4,1516.6666666666667,NA,1,0.02000000000000013,0.042229531531066504,4,0.010229166666666734,0.04853470384015799,4,345,309.84081934653693,4,1516.6666666666667,NA,1,61680000,0.25,0.5,4,0.5,0.7071067811865476,2,0.30000000000000004,-4.800000000000001
Mix_14_S41,14.866666666666667,85,target,1,NA,1,NA,NA,NA,3,NA,1,0,1,677.7777777777778,NA,1,0.06999999999999984,NA,1,0.058499999999999996,NA,1,284,NA,1,716.6666666666667,NA,1,68436000,0.25,0.5,4,1,NA,1,0.35,-10.133333333333333
Mix_14_S41,14.866666666666667,85,distractor,0.1688842203548086,0.2825802593079503,4,-0.6473808501502791,0.4080662835035553,4,1,NA,1,1,4,1333.3333333333335,NA,1,0.031249999999999778,0.07597971220442142,4,0.026541666666666686,0.08256642948425107,4,387,291.9052357643944,4,1283.3333333333335,NA,1,68436000,0.25,0.5,4,1,NA,1,0.35,-10.133333333333333
Mix_14_S41,14.866666666666667,85,neither,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.19500000000000028,NA,1,0.13008333333333333,NA,1,400,NA,1,NA,NA,NA,68436000,0.25,0.5,4,1,NA,1,0.35,-10.133333333333333
Mix_14_S43,14,48,target,1,0,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0,3,1900.0000000000002,621.1548384528074,3,0.06166666666666668,0.12423096769056154,3,0.01963888888888891,0.08982549955536202,3,349.6666666666667,277.28925931837557,3,1366.6666666666667,857.8072821638514,3,68664000,0.5,0.7071067811865476,2,1,0,3,-0.020000000000000018,-11
Mix_14_S43,14,48,distractor,0.125,0.1767766952966369,2,NA,NA,NA,1,NA,1,2,2,566.6666666666667,NA,1,0.19500000000000006,0.134350288425444,2,0.09276190476190482,0.0891122903052477,2,408,387.49451609022805,2,566.6666666666667,NA,1,68664000,0.5,0.7071067811865476,2,1,0,3,-0.020000000000000018,-11
Mix_14_S43,14,48,neither,0.45864661654135336,NA,1,NA,NA,NA,1,NA,1,1,1,983.3333333333334,NA,1,0.5700000000000003,NA,1,0.16810897435897454,NA,1,666,NA,1,466.6666666666667,NA,1,68664000,0.5,0.7071067811865476,2,1,0,3,-0.020000000000000018,-11
Mix_20_S51,21.7,40,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,-0.13999999999999968,NA,1,-0.1259999999999999,NA,1,216,NA,1,NA,NA,NA,49872000,0,NA,1,0.5,0.7071067811865476,2,-0.09999999999999998,-3.3000000000000007
Mix_20_S51,21.7,40,target,0.6304347826086957,0.5226441426161438,2,NA,NA,NA,1,0,2,1,2,1383.3333333333335,1107.8006238589246,2,-0.027500000000000302,0.25102290732122406,2,-0.2433416666666668,0.48296571666343135,2,324.5,153.4421715174808,2,408.33333333333337,271.0575994548432,2,49872000,0,NA,1,0.5,0.7071067811865476,2,-0.09999999999999998,-3.3000000000000007
Mix_20_S51,21.7,40,neither,0.4108527131782946,NA,1,NA,NA,NA,1,NA,1,1,1,866.6666666666667,NA,1,0.27500000000000036,NA,1,0.026089743589743808,NA,1,400,NA,1,683.3333333333334,NA,1,49872000,0,NA,1,0.5,0.7071067811865476,2,-0.09999999999999998,-3.3000000000000007
Mix_14_S46,14,29,target,1,NA,1,NA,NA,NA,1,NA,1,0,1,2300,NA,1,0.0950000000000002,NA,1,-0.007500000000000284,NA,1,100,NA,1,2300,NA,1,51576000,0,NA,1,1,NA,1,-0.21000000000000002,-11
Mix_14_S46,14,29,distractor,0.027522935779816515,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0.08000000000000007,NA,1,-0.03400000000000025,NA,1,134,NA,1,NA,NA,NA,51576000,0,NA,1,1,NA,1,-0.21000000000000002,-11
