recording_name,age_months,exp_to_target_lang,fre_exp,eng_exp,subject_id,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,exp_to_target_lang_centred,age_months_centred
Mix_20_S60,20.633333333333333,86.33,86.33,13.86,85212000,0.4327238855719864,0.3408413205436225,10,0.05312037338080656,0.2587209977123769,8,1.2857142857142858,0.4879500364742666,7,0.5,0.7071067811865476,2,0.8571428571428571,0.3779644730092272,7,637.5,291.39852436139756,6,12,10,1111.904761904762,605.4508792592239,7,0.02833333333333332,0.06763874629234347,9,0.01659343434343436,0.0511714256901499,9,440.22222222222223,206.7539466236242,9,1164.2857142857144,565.1473563518938,7,0.36329999999999996,-4.366666666666667
Mix_20_S62,21.5,90.24,90.24,9.76,81996000,0.6664041693274072,0.19741406296944936,12,0.31559822278641697,0.3119895063809281,10,1.4166666666666667,0.6685579234215214,12,0.16666666666666666,0.408248290463863,6,1,0,6,604.8333333333334,259.02696127366096,6,18,12,1192.8240740740741,561.1654368307559,12,0.04666666666666671,0.05087119801890636,12,0.012721840659340752,0.05284756282092843,12,424.5,218.04482441586512,12,1083.3333333333335,647.9961341697881,12,0.4024,-3.5
Mix_20_S67,20.666666666666668,37,37,63,94656000,0.7425324950893615,0.23785732231317377,5,0.6258992805755397,0.010174198290453936,2,1,0,5,0,NA,1,NA,NA,NA,NA,NA,NA,5,5,1233.3333333333335,658.8078458684123,5,0.1399999999999998,0.15827191791344428,4,0.07012797619047628,0.04031569414212038,4,508,221.68596407230356,4,1160,753.5655984127136,5,-0.13,-4.333333333333332
Mix_20_S06,20.666666666666668,34,34,67,4272000,0.6164941298539665,0.4532849467500017,8,0.044308574879227056,0.09928185591746623,4,1.2857142857142858,0.4879500364742666,7,1,0,4,0.25,0.5,4,219,NA,1,4,8,1257.1428571428573,896.6427683131416,7,0.022500000000000075,0.06654751256486932,8,-0.012624999999999886,0.07501957416525704,8,343.5,229.415406133565,8,1036.1111111111113,1030.5563042824474,6,-0.15999999999999998,-4.333333333333332
Mix_20_S07,21.066666666666666,45.5,45.5,54.5,2220000,0.6481903685013033,0.4126066419761142,9,0.27294685990338163,0.33360627346871424,6,1.4285714285714286,0.5345224838248488,7,0.8,0.44721359549995793,5,0.3333333333333333,0.5773502691896257,3,452,NA,1,6,9,1433.3333333333335,678.3183181521348,7,0.08888888888888882,0.07175382297209756,9,0.04895370370370358,0.0631244377190457,9,473.6666666666667,183.92933425639316,9,1459.5238095238096,766.2352133101181,7,-0.044999999999999984,-3.9333333333333336
Mix_20_S16,21.333333333333332,36.5,36.5,63.5,1356000,0.6224999336798506,0.3290523445468676,10,0.13882841481495858,0.42078581707870677,8,1.5555555555555556,0.5270462766947299,9,0.75,0.5,4,0.8,0.44721359549995793,5,427,295.17113680033145,4,14,10,974.0740740740741,360.83055340644995,9,0.10888888888888879,0.10142046692414264,9,0.07409427609427605,0.0943063883882076,9,440.3333333333333,160.60899725731431,9,975.925925925926,383.7960170664221,9,-0.135,-3.666666666666668
Mix_14_S05,14,51.5,51.5,48.5,20568000,0.596380872209343,0.42957337306249077,7,0.4457825044312376,0.22001765076716356,4,1.4,0.5477225575051661,5,1,0,2,NA,NA,NA,NA,NA,NA,4,7,1248.3333333333335,931.7024441550234,5,-0.09300000000000005,0.16021860066796234,5,-0.08285925925925933,0.07924262611036409,5,276.4,223.2314941938077,5,1429.1666666666667,868.7341791791515,4,0.015000000000000013,-11
Mix_14_S10,15.7,50,50,50,24828000,0.5014942504192442,0.2901094744572343,11,0.15203432680327078,0.21804156622506846,8,1.3333333333333333,0.5,9,0,NA,1,0.8,0.4216370213557839,10,495.75,199.62661574621185,8,18,11,1166.6666666666667,484.55305867022105,9,0.08045454545454539,0.0916366341987349,11,0.04571212121212145,0.08818550022251376,11,452.54545454545456,199.0479156566899,11,1122.2222222222224,549.4315243958978,9,0,-9.3
Mix_20_S22,19.966666666666665,56.5,56.5,43.5,22584000,0.4453451684296169,0.402185419937716,11,-0.04345452209660844,0.46325953867016845,8,1.2857142857142858,0.4879500364742666,7,0.5,0.5773502691896257,4,0.42857142857142855,0.5345224838248488,7,923.6666666666666,336.96636825257997,3,6,11,1273.8095238095239,599.9889769710545,7,0.040000000000000036,0.06568865959966011,11,-4.1980146290495924e-4,0.07125478995071911,11,411.8181818181818,222.23852869465196,11,1323.8095238095239,674.938758734693,7,0.06499999999999995,-5.033333333333335
Mix_14_S08,15,91,91,4.5,24096000,0.653537170263789,0.2866615538466437,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0,NA,1,1,0,2,360,482.2468247692254,2,5,3,1191.6666666666667,678.5912695512013,3,0.001666666666666779,0.02929732638541162,3,-0.0773333333333334,0.05693801454213187,3,271.6666666666667,298.65755194425157,3,1183.3333333333335,688.7992773257275,3,0.41000000000000003,-10
Mix_20_S17,20.7,27,27,73,3276000,0.5613336479657051,0.39514654331488286,9,0.44052925361574097,0.14847841362743075,4,1,0,7,0.75,0.5,4,0.5,0.5773502691896257,4,468.5,494.26764004939673,2,5,9,1635.7142857142858,605.7921483348287,7,0.040000000000000036,0.044651427748729405,9,-0.009598765432098687,0.057078931823938917,9,579.2222222222222,62.88834903576691,9,1614.2857142857144,621.4103263149026,7,-0.22999999999999998,-4.300000000000001
Mix_20_S20,19.933333333333334,40,40,60,22680000,0.3828366148454648,0.35582689905911635,9,0.14883314395494346,0.3158393527673672,6,1.2,0.44721359549995793,5,1,NA,1,0.5,0.7071067811865476,2,1168,NA,1,6,9,1060,681.2570081188973,5,0.08833333333333353,0.18224296968607592,9,0.00934135802469132,0.12720169033470224,9,520.1111111111111,188.37226736202734,9,746.6666666666667,480.65349034182395,5,-0.09999999999999998,-5.066666666666666
Mix_20_S23,20.4,38,38,62,18564000,0.5034430024346838,0.3859131051845142,10,0.17268992687623302,0.221390338677266,6,1.125,0.3535533905932738,8,1,0,2,0.75,0.4629100498862757,8,771,468.02991357390823,6,9,10,1366.6666666666667,806.4226313276807,8,0.03249999999999988,0.10739982412565797,10,0.0061000000000000386,0.09599184796920632,10,449.5,208.58478159039097,10,1356.25,802.0280593199393,8,-0.12,-4.600000000000001
Mix_14_S13,14.833333333333334,59,59,41,17376000,0.526334969217749,0.4264273066626526,11,-0.11510791366906474,0.24853262977351315,8,1.25,0.4629100498862757,8,0.8333333333333334,0.408248290463863,6,0,0,4,NA,NA,NA,5,11,1500,951.4817183306574,8,0.08049999999999997,0.1649654846054504,10,0.0414416666666666,0.1471247950689282,10,371.6,214.20613125367507,10,1545.8333333333335,903.3337726233337,8,0.08999999999999997,-10.166666666666666
Mix_20_S27,21.9,52,52,48,28740000,0.805249918728428,0.13491923007002618,9,0.6046293400062559,0.19755342670170956,6,1.2222222222222223,0.44095855184409843,9,0.6,0.5477225575051661,5,1,0,2,418,448.3056992722711,2,7,9,1610.1851851851852,511.1224334494708,9,0.08624999999999994,0.22468628923774706,8,-0.024184523809523795,0.18988998592377168,8,474.5,240.49294613950144,8,1577.7777777777778,531.3766188976621,9,0.020000000000000018,-3.1000000000000014
Mix_14_S15,14.066666666666666,10.7,10.7,86.5,38472000,0.5136416700653996,0.3147194143545412,7,0.2697841726618705,0.2257128559144387,4,1.3333333333333333,0.5163977794943222,6,0.6666666666666666,0.5773502691896257,3,0.75,0.5,4,729.3333333333334,355.2187119695883,3,9,7,1011.1111111111112,522.2724562127688,6,0.027142857142857135,0.051789408735212,7,0.0030595238095236788,0.04888482576910957,7,347.42857142857144,232.4104538260253,7,1008.3333333333334,591.0207742165716,6,-0.393,-10.933333333333334
Mix_14_S27,15.333333333333334,63,63,37,15828000,0.5721889083254269,0.3884998364387158,8,0.6154505782869737,0.38820826522609925,4,1.1666666666666667,0.408248290463863,6,1,0,2,0.6666666666666666,0.5773502691896257,3,868.5,140.71424945612296,2,4,8,1488.888888888889,652.0622556053872,6,0.007500000000000007,0.02939873661036648,8,-0.013252903845037523,0.03945795021862156,8,254.125,166.10791457878906,8,1216.6666666666667,508.5928299402841,6,0.13,-9.666666666666666
Mix_20_S44,20.333333333333332,31,31,69,58464000,0.4742048750542587,0.32819975037862614,10,-0.20210011486823704,0.1339295548084093,6,1.125,0.3535533905932738,8,0.75,0.5,4,0.5,0.5477225575051661,6,984.6666666666666,378.0216043208818,3,9,10,1221.8750000000002,600.379137817916,8,0.016499999999999914,0.08857043650238058,10,-0.03970977633477628,0.07813380946502468,10,354.8,243.7602647411318,10,1260.4166666666667,575.7629513875274,8,-0.19,-4.666666666666668
Mix_14_S36,14,51,51,49,64872000,0.7634372767689518,0.346176447109545,10,0.6956758980964649,0.31447250100849544,6,1.2222222222222223,0.44095855184409843,9,0.6666666666666666,0.5163977794943222,6,1,NA,1,86,NA,1,4,10,1449.0740740740741,738.5285253231925,9,0.01722222222222225,0.1353493422386841,9,-0.013475769600769707,0.14558367547453255,9,275.6666666666667,191.0045810968941,9,1437.0370370370372,708.959418295662,9,0.010000000000000009,-11
Mix_14_S38,15.033333333333333,32,32,68,64764000,0.40471013210960954,0.38879540105342636,8,0.05614619697450546,0.5122048713730455,4,1.6,0.8944271909999159,5,0.3333333333333333,0.5773502691896257,3,0.5,0.5773502691896257,4,326.5,176.06958851545033,2,5,8,987.7777777777778,811.4097623698743,5,0.036250000000000004,0.1107684199451397,8,-0.00695043103448284,0.0850995411097414,8,422.5,175.3535204746604,8,1093.3333333333335,814.6744407703266,5,-0.18,-9.966666666666667
Mix_14_S42,14.266666666666667,24,24,76,44064000,0.424184018099784,0.41410101980248526,4,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,0.5,0.7071067811865476,2,52,NA,1,3,4,777.7777777777778,125.09255832441892,3,0.12750000000000006,0.12155245781143226,4,0.005919871794871856,0.09682121316169369,4,408,122.1720098876989,4,550,115.47005383792515,3,-0.26,-10.733333333333333
Mix_14_S44,14.3,26,26,74,74748000,0.4865735767991407,0.5012602935399731,7,-0.11189569448852216,0.1582444087168244,2,1.5,0.5773502691896257,4,0,NA,1,0,0,2,NA,NA,NA,1,7,833.3333333333334,275.54659483638324,4,0.09125000000000016,0.0402854398842393,4,-0.011963760504201726,0.06479061748495604,4,483,163.7864463256957,4,654.1666666666667,442.71364375899964,4,-0.24,-10.7
Mix_14_S49,14.433333333333334,47,47,51,81696000,0.6395888029335202,0.28705618171506625,10,0.23496489598695716,0.36790866100828273,8,1.2,0.4216370213557839,10,0.5,0.5477225575051661,6,1,0,3,813,376.01994627944936,3,13,10,1230.8333333333335,642.0459437043121,10,0.04062500000000013,0.08906007202204255,8,0.004312499999999886,0.0850647599941195,8,293.5,203.75755901841495,8,1015.0000000000001,642.0669746996805,10,-0.030000000000000027,-10.566666666666666
Mix_20_S57,20.333333333333332,12,12,85,76344000,0.6813276568086059,0.27102773313280903,9,0.30435539046127896,0.49110443443419866,4,1.8888888888888888,0.927960727138337,9,0,NA,1,0.75,0.5,4,552.3333333333334,132.09970981547738,3,11,9,779.9382716049383,584.5123300009868,9,0.09111111111111099,0.08594248722902495,9,0.045590676883780185,0.1347871692738479,9,418.1111111111111,205.52642436219998,9,685.1851851851852,634.4532009514421,9,-0.38,-4.666666666666668
Mix_20_S66,21.366666666666667,80.15,80.15,19.85,82932000,0.7016027566268453,0.2113347679627123,10,0.5356124824267524,0.23394742077029054,6,1.3,0.6749485577105528,10,0.2,0.44721359549995793,5,1,0,5,395.4,350.8778989905178,5,10,10,1434.1666666666667,663.7255726597169,10,0.073,0.09891635074366846,10,0.02655000000000003,0.0947513738132919,10,373.1,157.04454428247067,10,1371.6666666666667,763.2391175885077,10,0.3015000000000001,-3.633333333333333
LearnMix36_S03_86508000_F1,43.2,70,70,30,86508000,0.9111674393749007,0.12192099590930616,6,0.7976939203354297,0.04055669207998558,3,1.3333333333333333,0.5163977794943222,6,1,0,3,1,0,3,219,100.77698149875297,3,4,6,1941.6666666666667,718.7759657145534,6,0.07166666666666677,0.0753436571097174,6,0.020140873015873195,0.09925761147800709,6,319.1666666666667,231.40044655675723,6,1938.888888888889,749.4195284549434,6,0.19999999999999996,18.200000000000003
LearnMix36_S05_96120000_F1,46,60,60,40,96120000,0.7187227866473149,0.390252457715394,5,0.4077568134171908,0.49223965977186485,3,1.6,0.5477225575051661,5,0.5,0.5773502691896257,4,1,NA,1,103,NA,1,4,5,1183.3333333333335,874.0073734751264,5,0.028000000000000115,0.08934483756770738,5,-9.308227465214536e-4,0.09318914023392745,5,363.4,214.6911735493567,5,953.3333333333334,820.348841787579,5,0.09999999999999998,21
LearnMix36_S06_93168000_F1,44.333333333333336,50,50,50,93168000,0.8087102621923481,0.19536707505745887,6,0.569182389937107,0.2218040248375139,3,1,0,6,1,0,4,1,0,2,569,282.842712474619,2,4,6,1866.6666666666667,700.1587121661933,6,0.06416666666666655,0.05151860505357927,6,0.019086685823754834,0.06317774044201449,6,388.6666666666667,194.75180786495068,6,1866.6666666666667,700.1587121661933,6,0,19.333333333333336
LearnMix36_S26_83640000_F1,44,60,60,40,83640000,0.9082932416953036,0.10187371373544793,5,0.6645702306079665,0.12397809543365734,3,1,0,5,1,0,2,1,0,3,297,92.14662229295223,3,3,5,1940,546.7835240954341,5,0.11000000000000014,0.0883883476483185,5,0.08426666666666653,0.068501860274820775,5,306.2,164.2732479742213,5,1940,546.7835240954341,5,0.09999999999999998,19
