recording_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred
0_casillas_tseltal_2015_14,14,0.7113699979266017,0.3566774389817268,14,NA,NA,NA,1.0714285714285714,0.2672612419124244,14,0.5714285714285714,0.5135525910130955,14,NA,NA,NA,NA,NA,NA,6,14,1192.857142857143,634.4024136669268,14,1183.3333333333335,641.712452578935,14,2885.714285714286,1509.6699297208304,-11
1_casillas_tseltal_2015_22,22,0.7368472946147219,0.28637986178574754,11,NA,NA,NA,1.1818181818181819,0.40451991747794525,11,0.5454545454545454,0.5222329678670935,11,NA,NA,NA,NA,NA,NA,8,11,1159.848484848485,600.9577793200223,11,1112.1212121212122,655.9171233679396,11,2898.181818181818,1346.56465260171,-3
2_casillas_tseltal_2015_45,45,0.7242442494941665,0.19746345670975923,17,NA,NA,NA,1.4705882352941178,0.5144957554275266,17,0.47058823529411764,0.5144957554275266,17,NA,NA,NA,NA,NA,NA,24,17,937.7450980392158,533.122660596818,17,987.2549019607844,528.7737849839707,17,2444.705882352941,1178.0392483224975,20
3_casillas_tseltal_2015_22,22,0.801682869157405,0.3180324801105241,12,NA,NA,NA,1.3636363636363635,0.504524979109513,11,0.5833333333333334,0.5149286505444373,12,NA,NA,NA,NA,NA,NA,7,12,1237.1212121212122,622.9785491710552,11,1187.878787878788,681.7090821804215,11,3094.5454545454545,1375.7060996910905,-3
4_casillas_tseltal_2015_45,45,0.6321913559358331,0.28454604501391334,10,NA,NA,NA,1.3,0.48304589153964794,10,0.3,0.48304589153964794,10,NA,NA,NA,NA,NA,NA,10,10,867.5,480.68318793202434,10,851.6666666666667,507.5631688473568,10,2212,1100.9571593239525,20
5_casillas_tseltal_2015_27,27,0.5936702617661281,0.2642353537750385,15,NA,NA,NA,1.3333333333333333,0.4879500364742666,15,0.3333333333333333,0.4879500364742666,15,NA,NA,NA,NA,NA,NA,18,15,860,552.5930935002057,15,897.7777777777778,528.2821316134123,15,2162.6666666666665,1259.3392069237098,2
6_casillas_tseltal_2015_39,39,0.862702691227402,0.2750118191507347,13,NA,NA,NA,1.2307692307692308,0.4385290096535146,13,0.7692307692307693,0.4385290096535146,13,NA,NA,NA,NA,NA,NA,4,13,1312.820512820513,566.0087621260105,13,1370.5128205128206,532.514729676032,13,3289.230769230769,1278.0353512224765,14
7_casillas_tseltal_2015_25,25,0.9312195850764108,0.23742972154855604,17,NA,NA,NA,1.0625,0.25,16,0.9411764705882353,0.24253562503633297,17,NA,NA,NA,NA,NA,NA,1,17,1680.7291666666667,237.0677108697788,16,1712.5,128.8840995278747,16,4110,309.32183886689927,0
8_casillas_tseltal_2015_14,14,0.7458322054271935,0.3278089291442392,12,NA,NA,NA,1.0909090909090908,0.30151134457776363,11,0.6666666666666666,0.49236596391733095,12,NA,NA,NA,NA,NA,NA,5,12,1346.969696969697,573.8669116818222,11,1345.4545454545455,576.7288458332578,11,3236.3636363636365,1370.4836571610238,-11
9_casillas_tseltal_2015_42,42,0.6434493384785838,0.24397432058374655,17,NA,NA,NA,1.25,0.44721359549995793,16,0.47058823529411764,0.5144957554275266,17,NA,NA,NA,NA,NA,NA,18,17,995.3125000000001,466.91430681379575,16,975,502.91741461787336,16,2532.5,1021.8643093222635,17
