recording_name,trial_number,target_word,age_months,subject_id,media_name,initial_look,samples_target,samples_distractor,prop_looking,prop_looking_diff,number_fixations,correct_shift,remain_on_target,latency_to_switch,total_aoi_switches,duration_of_look,first_look_dur,longest_look_by_trial,age_months_centred
137_pomper_saffran_2016_45,9,blue,45,137,blue,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
137_pomper_saffran_2016_45,14,yellow,45,137,yellow,target,53,46,0.5353535353535354,NA,1,NA,1,NA,1,883.3333333333334,883.3333333333334,1766.6666666666667,20
137_pomper_saffran_2016_45,15,blue,45,137,blue,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
138_pomper_saffran_2016_43,3,red,43,138,red,target,91,0,1,NA,1,NA,1,NA,0,1516.6666666666667,1516.6666666666667,3033.3333333333335,18
138_pomper_saffran_2016_43,4,blue,43,138,blue,target,40,62,0.39215686274509803,NA,1,NA,0,NA,1,666.6666666666667,666.6666666666667,1333.3333333333335,18
138_pomper_saffran_2016_43,7,black,43,138,black,target,67,34,0.6633663366336634,NA,1,NA,1,NA,1,1116.6666666666667,1116.6666666666667,2233.3333333333335,18
139_pomper_saffran_2016_45,10,brown,45,139,brown,target,61,35,0.6354166666666666,NA,2,NA,0,NA,2,433.33333333333337,550,1100,20
139_pomper_saffran_2016_45,12,orange,45,139,orange,target,0,106,0,NA,NA,NA,0,NA,0,NA,NA,NA,20
139_pomper_saffran_2016_45,15,green,45,139,green,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
140_pomper_saffran_2016_46,8,red,46,140,red,target,92,13,0.8761904761904762,NA,1,NA,1,NA,1,1533.3333333333335,1533.3333333333335,3066.666666666667,21
141_pomper_saffran_2016_47,10,green,47,141,green,target,62,39,0.6138613861386139,NA,2,NA,0,NA,2,516.6666666666667,516.6666666666667,1033.3333333333335,22
141_pomper_saffran_2016_47,11,black,47,141,black,target,48,55,0.46601941747572817,NA,1,NA,0,NA,1,800,800,1600,22
141_pomper_saffran_2016_47,13,green,47,141,green,target,71,26,0.7319587628865979,NA,1,NA,0,NA,1,1183.3333333333335,1183.3333333333335,2366.666666666667,22
142_pomper_saffran_2016_46,3,red,46,142,red,target,106,0,1,0.6603773584905661,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,21
142_pomper_saffran_2016_46,8,green,46,142,green,target,66,36,0.6470588235294118,0.6226415094339622,2,NA,0,NA,2,550,583.3333333333334,1166.6666666666667,21
143_pomper_saffran_2016_45,10,brown,45,143,brown,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
143_pomper_saffran_2016_45,16,yellow,45,143,yellow,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
144_pomper_saffran_2016_46,1,yellow,46,144,yellow,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,21
145_pomper_saffran_2016_47,9,black,47,145,black,target,83,13,0.8645833333333334,NA,2,NA,1,NA,2,691.6666666666666,1150,2300,22
145_pomper_saffran_2016_47,10,white,47,145,white,target,79,0,1,0.5660377358490566,2,NA,1,NA,0,658.3333333333334,1066.6666666666667,2133.3333333333335,22
145_pomper_saffran_2016_47,11,green,47,145,green,target,75,5,0.9375,NA,2,NA,0,NA,0,625,583.3333333333334,1333.3333333333335,22
145_pomper_saffran_2016_47,13,brown,47,145,brown,target,66,19,0.7764705882352941,0.6226415094339622,2,NA,0,NA,1,550,750,1500,22
146_pomper_saffran_2016_43,11,green,43,146,green,target,67,11,0.8589743589743589,0.6320754716981132,1,NA,1,NA,0,1066.6666666666667,1066.6666666666667,2133.3333333333335,18
146_pomper_saffran_2016_43,12,blue,43,146,blue,target,97,0,1,NA,1,NA,1,NA,0,1616.6666666666667,1616.6666666666667,3233.3333333333335,18
146_pomper_saffran_2016_43,13,brown,43,146,brown,target,81,23,0.7788461538461539,NA,1,NA,1,NA,1,1350,1350,2700,18
