recording_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred
154_pomper_saffran_2016_41,41,0.8400558069381598,0.10421769422351612,5,0.490566037735849,0.013341637380878252,2,1,0,5,0.4,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,4,5,1433.3333333333335,216.3459164291195,5,1433.3333333333335,216.3459164291195,5,2866.666666666667,432.691832858239,16
155_pomper_saffran_2016_44,44,0.903061224489796,0.19387755102040816,4,NA,NA,NA,1,0,4,1,0,4,NA,NA,NA,NA,NA,NA,1,4,1575,383.3333333333333,4,1575,383.3333333333333,4,3150,766.6666666666666,19
156_pomper_saffran_2016_46,46,0.7934086255861568,0.18791390174569042,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,816.6666666666667,409.60685758148367,3,816.6666666666667,503.32229568471666,3,1944.4444444444446,555.1109331909689,21
157_pomper_saffran_2016_46,46,0.860344137655062,0.1636904131400338,4,NA,NA,NA,1.5,0.5773502691896257,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,4,4,1183.3333333333335,673.7127643802579,4,1212.5,642.8200312627109,4,2458.3333333333335,1243.1665065319944,21
158_pomper_saffran_2016_47,47,0.7494162467739953,0.3500067273152998,3,NA,NA,NA,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,966.6666666666667,319.2874010111337,3,966.6666666666667,319.2874010111337,3,1933.3333333333335,638.5748020222674,22
159_pomper_saffran_2016_47,47,0.6828231292517006,0.3126049733449372,3,0.6603773584905661,0.053366549523513086,2,1,0,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,1022.2222222222223,725.7818262117476,3,1022.2222222222223,725.7818262117476,3,2044.4444444444446,1451.5636524234951,22
160_pomper_saffran_2016_43,43,0.7481301799070144,0.354774109575232,4,NA,NA,NA,1,0,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,2,4,1270.8333333333335,676.6440882932638,4,1270.8333333333335,676.6440882932638,4,2541.666666666667,1353.2881765865277,18
161_pomper_saffran_2016_44,44,0.5954491725768322,0.3805209227413098,3,NA,NA,NA,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,733.3333333333334,513.4307266916455,3,733.3333333333334,513.4307266916455,3,1466.6666666666667,1026.861453383291,19
162_pomper_saffran_2016_45,45,0.7956160544490041,0.20666117516411958,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,2,2,1070.8333333333335,771.9249027953144,2,1108.3333333333335,718.8918942063234,2,2216.666666666667,1437.7837884126468,20
163_pomper_saffran_2016_46,46,0.8247352916770392,0.17192929088799216,6,0.6981132075471699,0.10673309904702609,2,1.3333333333333333,0.5163977794943222,6,0.3333333333333333,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,5,6,1170.8333333333335,554.670823301733,6,1172.2222222222224,552.3351103035857,6,2350,1098.0285363626333,21
