recording_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred
118_pomper_saffran_2016_42,42,0.9117647058823529,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,340,NA,1,0,1,1550,NA,1,1550,NA,1,3100,NA,17
119_pomper_saffran_2016_43,43,0.8047750186706497,0.20464933409122885,4,0.42452830188679247,0.026683274761756505,2,1,0,4,NA,NA,NA,1,0,4,315,73.59800721939872,4,2,4,1379.1666666666667,367.0137246399296,4,1379.1666666666667,367.0137246399296,4,2758.3333333333335,734.0274492798592,18
120_pomper_saffran_2016_42,42,0.5400780912772918,0.2904166594547095,4,NA,NA,NA,1.25,0.5,4,NA,NA,NA,0.75,0.5,4,640,350,3,4,4,631.2500000000001,284.505337449119,4,575,315.49490810001527,4,1375.0000000000002,592.1555101053677,17
121_pomper_saffran_2016_42,42,0.9445014936519791,0.044067249181052426,4,NA,NA,NA,1,0,4,NA,NA,NA,1,0,4,221.25,110.63265039459795,4,0,4,1629.1666666666667,73.75510026306537,4,1629.1666666666667,73.75510026306537,4,3258.3333333333335,147.51020052613075,17
122_pomper_saffran_2016_44,44,0.6230317884729649,0.1956830541073002,4,NA,NA,NA,1.25,0.5,4,NA,NA,NA,1,0,4,652.5,329.4566233461799,4,5,4,877.0833333333334,362.1805744632345,4,816.6666666666667,440.95855184409845,4,1875,623.2382577521424,19
123_pomper_saffran_2016_43,43,0.7637540453074434,0.04377912381381449,3,NA,NA,NA,1,0,3,NA,NA,NA,1,0,3,698.3333333333334,112.73124382057236,3,3,3,1311.1111111111113,75.15416254704823,3,1311.1111111111113,75.15416254704823,3,2622.2222222222226,150.30832509409646,18
124_pomper_saffran_2016_42,42,0.8085851390647718,0.16815772702943094,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,NA,NA,NA,1,0,3,248.33333333333334,62.91528696058958,3,2,3,858.3333333333334,613.5620044733322,3,933.3333333333334,550.7570547286102,3,1866.6666666666667,1101.5141094572205,17
125_pomper_saffran_2016_43,43,0.9288461538461539,0.10891306722803168,5,NA,NA,NA,1,0,5,NA,NA,NA,1,0,5,265,271.56951228000537,5,1,5,1600.0000000000002,181.04634152000358,5,1600.0000000000002,181.04634152000358,5,3200.0000000000005,362.09268304000716,18
126_pomper_saffran_2016_44,44,0.7083527583527583,0.2180798008731959,4,NA,NA,NA,1.25,0.5,4,NA,NA,NA,1,0,4,408.75,117.92476415070755,4,6,4,1093.75,549.4683878616305,4,1154.1666666666667,462.7564354155635,4,2308.3333333333335,925.512870831127,19
127_pomper_saffran_2016_41,41,0.7903289707435371,0.121957822913526,7,0.6509433962264151,0.15842316626176106,4,1,0,7,NA,NA,NA,1,0,7,575.7142857142857,227.6954942356965,7,7,7,1342.857142857143,226.6619980845077,7,1342.857142857143,226.6619980845077,7,2685.714285714286,453.3239961690154,16
128_pomper_saffran_2016_47,47,0.912621359223301,0.03883495145631072,3,0.7641509433962265,0,2,1,0,3,NA,NA,NA,1,0,3,315,100,3,1,3,1566.6666666666667,66.66666666666674,3,1566.6666666666667,66.66666666666674,3,3133.3333333333335,133.33333333333348,22
129_pomper_saffran_2016_45,45,0.9108361426963574,0.04496885647120082,4,NA,NA,NA,1.25,0.5,4,NA,NA,NA,1,0,4,308.75,124.79149276559947,4,1,4,1302.0833333333335,501.0348088003763,4,1329.1666666666667,447.4981895266501,4,2658.3333333333335,894.9963790533002,20
130_pomper_saffran_2016_44,44,0.7896440129449838,0.1999937159285486,3,NA,NA,NA,1,0,3,NA,NA,NA,1,0,3,631.6666666666666,514.9838185160125,3,2,3,1355.5555555555557,343.3225456773417,3,1355.5555555555557,343.3225456773417,3,2711.1111111111113,686.6450913546834,19
131_pomper_saffran_2016_42,42,0.9143765782025861,0.06428242143987287,4,NA,NA,NA,1.5,0.5773502691896257,4,NA,NA,NA,1,0,4,283.75,166.30168369562588,4,1,4,1077.0833333333335,573.5438486256272,4,1204.1666666666667,457.119605063416,4,2408.3333333333335,914.239210126832,17
132_pomper_saffran_2016_41,41,0.8435355186004038,0.20568369534251651,5,NA,NA,NA,1.2,0.44721359549995793,5,NA,NA,NA,1,0,5,240,211.39418156609705,5,3,5,1353.3333333333335,548.153465940171,5,1330,599.0038026219496,5,2753.3333333333335,995.1549293116793,16
133_pomper_saffran_2016_45,45,0.4761153198653199,0.4215952782189961,3,NA,NA,NA,2,0,2,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,152.5,53.033008588991066,2,4,3,579.1666666666667,88.38834764831844,2,525,58.925565098878984,2,1266.6666666666667,235.70226039551594,20
134_pomper_saffran_2016_44,44,0.7810694351637121,0.0741015997590492,4,NA,NA,NA,1,0,4,NA,NA,NA,1,0,4,565,104.08329997330664,4,4,4,1325,175.0661250732081,4,1325,175.0661250732081,4,2650,350.1322501464162,19
135_pomper_saffran_2016_46,46,0.8297684458398744,0.09116349200148391,2,0.6320754716981132,0.04002491214263484,2,1.5,0.7071067811865476,2,NA,NA,NA,1,0,2,365,35.35533905932738,2,1,2,1087.5,654.0737725975565,2,1091.6666666666667,648.1812160876685,2,2183.3333333333335,1296.362432175337,21
136_pomper_saffran_2016_42,42,0.7617523374728364,0.25729905663206887,4,0.6226415094339623,0.02668327476175658,2,1.25,0.5,4,NA,NA,NA,1,0,4,252.5,184.27786989579985,4,4,4,1197.9166666666667,633.0545804682657,4,1225,585.709446360186,4,2450,1171.418892720372,17
137_pomper_saffran_2016_45,45,0.7129289215686274,0.1980072297807918,2,NA,NA,NA,1,0,2,NA,NA,NA,1,0,2,802.5,441.9417382415922,2,2,2,1183.3333333333335,377.1236166328253,2,1183.3333333333335,377.1236166328253,2,2366.666666666667,754.2472332656506,20
138_pomper_saffran_2016_43,43,0.6035500515995872,0.3180089768035652,5,-0.05660377358490565,0,2,1,0,5,NA,NA,NA,0.8,0.44721359549995793,5,452.5,331.9764047840348,4,4,5,993.3333333333334,569.9171479746469,5,993.3333333333334,569.9171479746469,5,1986.6666666666667,1139.8342959492938,18
139_pomper_saffran_2016_45,45,0.7244678864824496,0.049706068543079705,2,NA,NA,NA,1,0,2,NA,NA,NA,1,0,2,790,141.4213562373095,2,2,2,1250,94.28090415820628,2,1250,94.28090415820628,2,2500,188.56180831641257,20
140_pomper_saffran_2016_46,46,0.7414430994223915,0.3658819347925965,4,0.2641509433962264,0.1600996485705391,2,1.25,0.5,4,NA,NA,NA,1,0,4,165,57.735026918962575,4,3,4,1081.2500000000002,729.2936397384549,4,1150.0000000000002,685.7005069162377,4,2300.0000000000005,1371.4010138324754,21
141_pomper_saffran_2016_47,47,0.73332785660941,0.2002826707899231,5,0.7216981132075472,0.006670818690439047,2,1,0,5,NA,NA,NA,1,0,5,460,343.874977280988,5,4,5,1223.3333333333335,429.0817068008273,5,1223.3333333333335,429.0817068008273,5,2446.666666666667,858.1634136016546,22
142_pomper_saffran_2016_46,46,0.9177007094846901,0.07005843676464511,4,0.8537735849056605,0.020012456071317377,2,1,0,4,NA,NA,NA,1,0,4,302.5,165.20189667999173,4,1,4,1566.6666666666667,103.63754503432021,4,1566.6666666666667,103.63754503432021,4,3133.3333333333335,207.27509006864042,21
143_pomper_saffran_2016_45,45,0.8857142857142857,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,340,NA,1,1,1,1550,NA,1,1550,NA,1,3100,NA,20
144_pomper_saffran_2016_46,46,0.9257746489185666,0.04259148490546558,5,0.7688679245283019,0.006670818690439126,2,1,0,5,NA,NA,NA,1,0,5,290,121.19199643540823,5,1,5,1583.3333333333335,80.79466429027222,5,1583.3333333333335,80.79466429027222,5,3166.666666666667,161.58932858054445,21
145_pomper_saffran_2016_47,47,0.7323749735666428,0.17369097870527825,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,1,0,3,456.6666666666667,487.55341587700246,3,3,3,1066.6666666666667,567.4014843516401,3,1127.7777777777778,475.6087716849887,3,2255.5555555555557,951.2175433699774,22
146_pomper_saffran_2016_43,43,0.6373447553526361,0.27836910294641626,4,NA,NA,NA,1,0,4,NA,NA,NA,0.75,0.5,4,298.3333333333333,166.45820296198482,3,4,4,1054.1666666666667,555.1734797273665,4,1054.1666666666667,555.1734797273665,4,2108.3333333333335,1110.346959454733,18
147_pomper_saffran_2016_46,46,0.7681097560305481,0.20163026033903517,6,0.7051886792452831,0.03390543813340857,4,1,0,6,NA,NA,NA,1,0,6,306.6666666666667,140.23789311975088,6,5,6,1283.3333333333335,366.81815052632766,6,1283.3333333333335,366.81815052632766,6,2566.666666666667,733.6363010526553,21
148_pomper_saffran_2016_44,44,0.659502122195576,0.19437145439639686,4,0.3113207547169811,0.10102124782521393,4,1.25,0.5,4,NA,NA,NA,1,0,4,271.25,89.8494110535326,4,4,4,968.75,411.5449100195056,4,1004.1666666666667,376.72443018245616,4,2008.3333333333335,753.4488603649123,19
149_pomper_saffran_2016_44,44,0.821240446188804,0.15989569420432054,4,NA,NA,NA,1.5,0.5773502691896257,4,NA,NA,NA,1,0,4,221.25,143.43262065048756,4,3,4,1089.5833333333335,639.4939767474721,4,987.5000000000001,757.3559024414897,4,2383.3333333333335,1050.7492917314169,19
150_pomper_saffran_2016_43,43,0.8946667609351433,0.08127853870940593,4,0.7547169811320755,0.013341637380878252,2,1.5,0.5773502691896257,4,NA,NA,NA,1,0,4,146.25,150.5199322349037,4,4,4,1172.9166666666667,558.6597304660902,4,1116.6666666666667,633.1871176247397,4,2458.3333333333335,987.8427675158297,18
151_pomper_saffran_2016_45,45,0.8085637572180976,0.13627587743710987,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,1,0,3,481.6666666666667,242.81337140555777,3,2,3,1169.4444444444446,552.4147328204028,3,1183.3333333333335,529.4126724756198,3,2366.666666666667,1058.8253449512397,20
152_pomper_saffran_2016_46,46,0.7706304454973514,0.11393791610747653,4,0.7169811320754718,0.013341637380878252,2,1.25,0.5,4,NA,NA,NA,1,0,4,465,61.237243569579455,4,6,4,1131.25,473.87171064344847,4,1125,484.86347830352474,4,2275,925.912962872221,21
153_pomper_saffran_2016_45,45,0.7065373257233722,0.31446768192605873,3,0.6886792452830188,0.12007473642790435,2,1,0,3,NA,NA,NA,1,0,3,356.6666666666667,104.08329997330664,3,3,3,1044.4444444444446,621.452897413556,3,1044.4444444444446,621.452897413556,3,2088.888888888889,1242.905794827112,20
154_pomper_saffran_2016_41,41,0.7175228475228476,0.19366974761884592,3,0.339622641509434,0.040024912142634754,2,1.6666666666666667,0.5773502691896257,3,NA,NA,NA,1,0,3,340,173.20508075688772,3,6,3,855.5555555555557,559.7825305254546,3,744.4444444444446,642.5498971833787,3,1966.666666666667,1053.565375285274,16
155_pomper_saffran_2016_44,44,0.7080033936651584,0.473218773262845,4,-0.08490566037735847,0.026683274761756495,2,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,0.75,0.5,4,206.66666666666666,104.08329997330664,3,0,4,1297.2222222222224,614.6551276333144,3,1233.3333333333335,724.76049683863,3,2722.2222222222226,1009.5837059200487,19
156_pomper_saffran_2016_46,46,0.5913994312052565,0.4311544016922725,4,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,0.75,0.5,4,323.3333333333333,76.37626158259734,3,3,4,1058.3333333333335,628.6559737514099,3,1100,557.5242894559244,3,2200,1115.0485789118488,21
157_pomper_saffran_2016_46,46,0.8173050140275612,0.1517669033548773,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,1,0,3,415,541.4101956926929,3,3,3,1133.3333333333335,543.3946795633702,3,1261.1111111111113,382.3659290571059,3,2522.2222222222226,764.7318581142118,21
158_pomper_saffran_2016_47,47,0.6435147309540513,0.23522156771308764,4,0.5,0.026683274761756505,2,1.5,0.5773502691896257,4,NA,NA,NA,0.75,0.5,4,506.6666666666667,202.07259421636903,3,5,4,789.5833333333334,533.2193888697848,4,758.3333333333334,558.1882066777066,4,1641.6666666666667,1021.391570721406,22
159_pomper_saffran_2016_47,47,0.4393203883495146,0.5080416565780312,4,NA,NA,NA,1,0,2,NA,NA,NA,0.5,0.5773502691896257,4,402.5,123.74368670764582,2,1,4,1508.3333333333335,82.4957911384306,2,1508.3333333333335,82.4957911384306,2,3016.666666666667,164.9915822768612,22
160_pomper_saffran_2016_43,43,0.6680263157894737,0.2811181259518653,4,NA,NA,NA,1.5,1,4,NA,NA,NA,1,0,4,271.25,195.1228245661349,4,5,4,900.0000000000001,582.9363728699856,4,858.3333333333334,637.1958243103281,4,1950.0000000000002,1011.233203861796,18
161_pomper_saffran_2016_44,44,0.7496591576883642,0.1918740082418123,5,0.3726415094339623,0.05021609881343179,4,1.2,0.44721359549995793,5,NA,NA,NA,1,0,5,335,161.43884290962941,5,7,5,1100,430.92278246159657,5,1183.3333333333335,360.7476803652228,5,2366.666666666667,721.4953607304456,19
162_pomper_saffran_2016_45,45,0.5503542510121457,0.003220628051963021,2,NA,NA,NA,1,0,2,NA,NA,NA,0.5,0.7071067811865476,2,1240,NA,1,2,2,825,176.77669529663697,2,825,176.77669529663697,2,1650,353.55339059327395,20
163_pomper_saffran_2016_46,46,0.8592233009708738,0.19908831703310562,2,NA,NA,NA,1,0,2,NA,NA,NA,1,0,2,452.5,512.652416360247,2,1,2,1475,341.7682775734979,2,1475,341.7682775734979,2,2950,683.5365551469959,21
164_pomper_saffran_2016_45,45,0.5189824042150294,0.32104814208129767,5,-0.24056603773584903,0.02001245607131734,2,1.4,0.5477225575051661,5,NA,NA,NA,0.6,0.5477225575051661,5,473.3333333333333,397.1250852481285,3,9,5,701.6666666666667,598.6791015783554,5,730,585.6383032403381,5,1480,1162.277457790905,20
165_pomper_saffran_2016_46,46,0.8970588235294118,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,215,NA,1,0,1,1016.6666666666667,NA,1,1016.6666666666667,NA,1,2033.3333333333335,NA,21
166_pomper_saffran_2016_47,47,0.884605426935524,0.14085067370849863,5,0.7075471698113207,0,2,1,0,5,NA,NA,NA,1,0,5,370,361.5936946352909,5,2,5,1530,241.06246309019394,5,1530,241.06246309019394,5,3060,482.1249261803879,22
167_pomper_saffran_2016_46,46,0.9128062875635692,0.050768387054954574,3,NA,NA,NA,1,0,3,NA,NA,NA,1,0,3,298.3333333333333,158.77132402714707,3,2,3,1577.7777777777778,105.84754935143148,3,1577.7777777777778,105.84754935143148,3,3155.5555555555557,211.69509870286296,21
769_swingley_aslin_2002_15,15,0.4223357035121741,0.3322235362092706,5,NA,NA,NA,1,0,4,NA,NA,NA,0.8,0.44721359549995793,5,515,546.5802777268862,4,4,5,879.1666666666667,500.25456482637884,4,879.1666666666667,500.25456482637884,4,1758.3333333333335,1000.5091296527577,-10
770_swingley_aslin_2002_15,15,0.449424992434111,0.3587764718686525,5,NA,NA,NA,1.5,0.5773502691896257,4,NA,NA,NA,0.6,0.5477225575051661,5,681.6666666666666,440.4070087241271,3,5,5,577.0833333333334,192.85561188888707,4,679.1666666666667,367.01372463992965,4,1416.6666666666667,712.0653320005385,-10
771_swingley_aslin_2002_15,15,0.6064024114268388,0.20205697094350905,6,NA,NA,NA,1,0,6,NA,NA,NA,0.8333333333333334,0.408248290463863,6,620,337.9164097820643,5,6,6,1033.3333333333335,362.0926830400073,6,1033.3333333333335,362.0926830400073,6,2066.666666666667,724.1853660800145,-10
772_swingley_aslin_2002_15,15,0.50504569687738,0.11188620894666715,3,NA,NA,NA,1,0,3,NA,NA,NA,1,0,3,1198.3333333333333,101.03629710818451,3,4,3,866.6666666666667,192.20937657784657,3,866.6666666666667,192.20937657784657,3,1733.3333333333335,384.41875315569314,-10
773_swingley_aslin_2002_16,16,0.32857142857142857,0.268305621025018,4,NA,NA,NA,1,0,3,NA,NA,NA,0.5,0.5773502691896257,4,865,106.06601717798213,2,4,4,761.1111111111112,336.7876570272817,3,761.1111111111112,336.7876570272817,3,1522.2222222222224,673.5753140545634,-9
774_swingley_aslin_2002_15,15,0.1740624454910169,0.19122922844923967,3,NA,NA,NA,1,0,2,NA,NA,NA,0.3333333333333333,0.5773502691896257,3,940,NA,1,3,3,416.6666666666667,306.4129385141706,2,416.6666666666667,306.4129385141706,2,833.3333333333334,612.8258770283412,-10
775_swingley_aslin_2002_15,15,0.13851132686084142,0.18988519737447138,5,NA,NA,NA,1,0,2,NA,NA,NA,0.4,0.5477225575051661,5,1140,70.71067811865476,2,4,5,575,58.925565098878984,2,575,58.925565098878984,2,1150,117.85113019775797,-10
776_swingley_aslin_2002_14,14,0.16826923076923078,0.23796862828393428,2,NA,NA,NA,1,NA,1,NA,NA,NA,0.5,0.7071067811865476,2,1340,NA,1,2,2,583.3333333333334,NA,1,583.3333333333334,NA,1,1166.6666666666667,NA,-11
777_swingley_aslin_2002_15,15,0.3203097803721937,0.3408876964019946,5,NA,NA,NA,1,0,3,NA,NA,NA,0.4,0.5477225575051661,5,902.5,265.1650429449553,2,3,5,922.2222222222222,455.3183664369523,3,922.2222222222222,455.3183664369523,3,1844.4444444444443,910.6367328739046,-10
778_swingley_aslin_2002_15,15,0.4614731494920174,0.32510403879845184,5,NA,NA,NA,1.2,0.44721359549995793,5,NA,NA,NA,0.8,0.44721359549995793,5,733.75,717.7438609977796,4,7,5,726.6666666666667,613.0071596464252,5,743.3333333333334,600.6477984457929,5,1486.6666666666667,1201.2955968915858,-10
779_swingley_aslin_2002_14,14,0.47889396143072616,0.2937378971608912,4,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,NA,NA,NA,1,0,4,815,485.1975542669879,4,4,4,727.7777777777778,258.3781323162997,3,727.7777777777778,258.3781323162997,3,1455.5555555555557,516.7562646325994,-11
780_swingley_aslin_2002_14,14,0.6614135067768706,0.20561868447951095,8,NA,NA,NA,1.125,0.3535533905932738,8,NA,NA,NA,1,0,8,661.875,497.9309870425247,8,8,8,1047.9166666666667,445.91955107591554,8,1079.1666666666667,407.8349728497608,8,2158.3333333333335,815.6699456995216,-11
781_swingley_aslin_2002_15,15,0.19951923076923078,0.39903846153846156,4,NA,NA,NA,1,NA,1,NA,NA,NA,0.25,0.5,4,590,NA,1,1,4,1383.3333333333335,NA,1,1383.3333333333335,NA,1,2766.666666666667,NA,-10
782_swingley_aslin_2002_15,15,0.6920629984186312,0.1237680408553296,5,NA,NA,NA,1,0,5,NA,NA,NA,1,0,5,565,244.94897427831782,5,7,5,1180,219.02562001332674,5,1180,219.02562001332674,5,2360,438.0512400266535,-10
783_swingley_aslin_2002_15,15,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,-10
784_swingley_aslin_2002_15,15,0.38874736374736374,0.2613010864270081,5,NA,NA,NA,1.25,0.5,4,NA,NA,NA,0.8,0.44721359549995793,5,602.5,532.8774092916055,4,6,5,687.5000000000001,190.21187017522212,4,750.0000000000001,177.95130420052186,4,1500.0000000000002,355.9026084010437,-10
785_swingley_aslin_2002_14,14,0.48997164288426426,0.2028101555150889,6,NA,NA,NA,1.1666666666666667,0.408248290463863,6,NA,NA,NA,1,0,6,790,523.2112384114088,6,8,6,773.6111111111111,399.8060872565692,6,788.8888888888889,382.922485145009,6,1577.7777777777778,765.844970290018,-11
786_swingley_aslin_2002_15,15,0.37373421025159204,0.3767909601201396,5,NA,NA,NA,1,0,4,NA,NA,NA,0.8,0.44721359549995793,5,377.5,292.61749776799064,4,6,5,758.3333333333334,686.44278982571,4,758.3333333333334,686.44278982571,4,1516.6666666666667,1372.88557965142,-10
787_swingley_aslin_2002_14,14,0.35500142792093314,0.16971364285281648,7,NA,NA,NA,1.2857142857142858,0.4879500364742666,7,NA,NA,NA,0.8571428571428571,0.3779644730092272,7,823.3333333333334,320.0260406071148,6,14,7,500.00000000000006,299.2274002110052,7,488.09523809523813,303.48504840135803,7,1042.857142857143,583.9565831509146,-11
788_swingley_aslin_2002_15,15,0.45182227498767974,0.22419342734908748,4,NA,NA,NA,1.25,0.5,4,NA,NA,NA,0.75,0.5,4,406.6666666666667,158.77132402714707,3,6,4,639.5833333333334,338.2536167718821,4,591.6666666666667,371.8073973722696,4,1375.0000000000002,660.1767440112787,-10
789_swingley_aslin_2002_15,15,0.4545515513897867,0.21059213790871867,6,NA,NA,NA,1.1666666666666667,0.408248290463863,6,NA,NA,NA,0.8333333333333334,0.408248290463863,6,580,320.44890388328685,5,10,6,713.8888888888889,405.71153773568216,6,725,394.5109490101496,6,1450,789.0218980202992,-10
790_swingley_aslin_2002_15,15,0.600305122317701,0.24228456305125684,5,NA,NA,NA,1,0,5,NA,NA,NA,0.6,0.5477225575051661,5,673.3333333333334,578.9717897560582,3,5,5,1006.6666666666667,449.01125944803556,5,1006.6666666666667,449.01125944803556,5,2013.3333333333335,898.0225188960711,-10
791_swingley_aslin_2002_14,14,0.5961538461538461,0.5194977945861576,3,NA,NA,NA,1,0,2,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,340,212.13203435596427,2,1,3,1550,141.42135623730965,2,1550,141.42135623730965,2,3100,282.8427124746193,-11
792_swingley_aslin_2002_14,14,0.5102610261026103,0.26152445951504133,6,NA,NA,NA,1.2,0.44721359549995793,5,NA,NA,NA,0.8333333333333334,0.408248290463863,6,685,370.1351104664349,5,9,6,898.3333333333334,262.7578099061314,5,920.0000000000001,230.15695127938724,5,1840.0000000000002,460.3139025587745,-11
793_swingley_aslin_2002_15,15,0.39617872244323576,0.27104059356729077,7,NA,NA,NA,1,0,6,NA,NA,NA,0.5714285714285714,0.5345224838248488,7,752.5,289.0357532670771,4,8,7,775.0000000000001,400.9364039345891,6,775.0000000000001,400.9364039345891,6,1550.0000000000002,801.8728078691782,-10
794_swingley_aslin_2002_15,15,0.32775260378528787,0.3240886483238358,7,NA,NA,NA,1,0,4,NA,NA,NA,0.42857142857142855,0.5345224838248488,7,573.3333333333334,589.6679856778162,3,4,7,883.3333333333334,448.66055799044375,4,883.3333333333334,448.66055799044375,4,1766.6666666666667,897.3211159808875,-10
795_swingley_aslin_2002_15,15,0.4303228376663617,0.28159105628885017,6,NA,NA,NA,1,0,5,NA,NA,NA,0.5,0.5477225575051661,6,515,283.94541729001367,3,6,6,886.6666666666667,373.1249418388192,5,886.6666666666667,373.1249418388192,5,1773.3333333333335,746.2498836776384,-10
796_swingley_aslin_2002_15,15,0.47982843137254905,0.419297716735395,4,NA,NA,NA,1,0,3,NA,NA,NA,0.75,0.5,4,356.6666666666667,152.75252316519467,3,3,4,1094.4444444444446,579.8307543617394,3,1094.4444444444446,579.8307543617394,3,2188.888888888889,1159.6615087234788,-10
797_swingley_aslin_2002_14,14,0.20383948881221425,0.1967290236492086,6,NA,NA,NA,1,0,4,NA,NA,NA,0.3333333333333333,0.5163977794943222,6,765,106.06601717798213,2,6,6,495.83333333333337,231.89037959378166,4,495.83333333333337,231.89037959378166,4,991.6666666666667,463.7807591875633,-11
798_swingley_aslin_2002_14,14,0.4530612244897959,0.22968503706187351,7,NA,NA,NA,1,0,6,NA,NA,NA,0.7142857142857143,0.4879500364742666,7,1020,614.7662157275723,5,6,7,919.4444444444445,217.6686234385416,6,919.4444444444445,217.6686234385416,6,1838.888888888889,435.3372468770832,-11
799_swingley_aslin_2002_14,14,0.446973097082184,0.07318376815098475,4,NA,NA,NA,1,0,4,NA,NA,NA,1,0,4,1021.25,363.07425778574094,4,6,4,716.6666666666667,202.30157173370142,4,716.6666666666667,202.30157173370142,4,1433.3333333333335,404.60314346740284,-11
